Gene = Wbp2
index = 1601
Annotated 5SS: [ 167  633  989 1558 2552]
Annotated 3SS: [ 332  749 1143 2450 2615]
SMsplice 5SS: [ 167  633  989 1558 2357 2552]
SMsplice 3SS: [ 332  749 1143 2066 2450 2615]
top_k =  100
Partition function (log Z): 14.032189325190984

Sorted 5' Splice Sites (High to Low Probability):
Position 1558: 0.9952810088483582
Position 2552: 0.9947149584067458
Position 633: 0.9918533948872746
Position 989: 0.9902605475806283
Position 167: 0.9274989419416882
Position 2357: 0.4469436476069539
Position 2364: 0.17699585547600993
Position 2379: 0.1704056774788783
Position 2113: 0.051317778673321914
Position 1384: 0.04276757092164598
Position 1301: 0.02842740161094656
Position 1964: 0.027280319980103516
Position 2314: 0.0259372457768524
Position 2344: 0.023286841020832814
Position 2377: 0.020210173730308985
Position 1361: 0.014442996790895722
Position 1917: 0.01334727441147653
Position 407: 0.013118105687371536
Position 1340: 0.012333664345294874
Position 2173: 0.011759015194726588
Position 164: 0.009746762977266914
Position 231: 0.008251099317149109
Position 25: 0.007752512742803474
Position 1369: 0.0076078482544006685
Position 1780: 0.005907528017613488
Position 1398: 0.004499630066985395
Position 1900: 0.002327699142349833
Position 983: 0.001681998278738769
Position 2176: 0.0012975258444882236
Position 556: 0.001105982888545562
Position 49: 0.000966939964737108
Position 637: 0.000777858067823368
Position 685: 0.0005966168032501989
Position 171: 0.0005606411906100727
Position 1744: 0.0004739916927277347
Position 1208: 0.00038483021229882805
Position 1877: 0.000292157130672516
Position 183: 0.0002867222729706273
Position 55: 0.0002537417481402413
Position 975: 0.00024482342226096705
Position 2783: 0.0002060193846062358
Position 2571: 0.0001930465211141469
Position 374: 0.00019300434679891395
Position 597: 0.00012819369550375086
Position 592: 0.00011410432841249734
Position 117: 9.488087520107432e-05
Position 2709: 8.912607143361587e-05
Position 2776: 8.040477324914661e-05
Position 222: 6.325015709200174e-05
Position 243: 6.30838487835316e-05
Position 1898: 6.081400755325024e-05
Position 583: 5.950723566457814e-05
Position 489: 5.859674817845174e-05
Position 644: 5.347614807238387e-05
Position 2561: 4.019473006494818e-05
Position 277: 3.9174783899058514e-05
Position 1823: 3.688901348454265e-05
Position 2754: 3.034142499899037e-05
Position 1562: 1.8425396870307865e-05
Position 29: 1.594590642874672e-05
Position 2900: 1.3322045551222983e-05
Position 949: 1.1248717709050697e-05
Position 22: 2.5460081956238762e-06
Position 993: 8.791960509096331e-07
Position 52: 6.780695123886954e-07
Position 113: 2.2046322274693868e-07
Position 144: 9.556923478755321e-08
Position 92: 5.4634675602759575e-08
Position 245: 2.8817439620696708e-08
Position 1004: 6.006779296461768e-09
Position 78: 1.5384104154856594e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2615: 0.9873008956288282
Position 2450: 0.9836190957517005
Position 749: 0.9625826795709924
Position 332: 0.8966267336668359
Position 2066: 0.802965579155364
Position 1143: 0.5744576479224883
Position 1221: 0.19541081506520358
Position 1640: 0.1723387635100049
Position 1461: 0.14637233478982253
Position 1430: 0.1331134658863758
Position 1164: 0.037312577624624324
Position 347: 0.023186670182238533
Position 701: 0.020862003493715083
Position 474: 0.013935984298116117
Position 449: 0.01231207232526769
Position 735: 0.011363812929105483
Position 92: 0.007531069301325227
Position 2629: 0.007181212427541842
Position 2200: 0.006964801497103364
Position 1334: 0.006755917626430257
Position 1963: 0.005442135610533479
Position 1698: 0.005211235755901012
Position 1376: 0.003608826259068551
Position 283: 0.0030891556361971333
Position 396: 0.001965999154582449
Position 760: 0.0016523879107137678
Position 522: 0.0015538758915902855
Position 780: 0.0014404626109525845
Position 378: 0.0013952376046053032
Position 353: 0.0013923767866448277
Position 1920: 0.0009965295460146965
Position 840: 0.000959031251634929
Position 1175: 0.0006910354301358462
Position 1358: 0.0005907124930287159
Position 271: 0.0004118306834078212
Position 482: 0.00035973135637066536
Position 2832: 0.00035044640610055956
Position 2691: 0.00030291500460083665
Position 2462: 0.00026421780074627763
Position 453: 0.00016033826466137877
Position 2829: 0.00014950555678035096
Position 549: 0.00011527634578511227
Position 555: 0.00011324257609133857
Position 406: 9.912697647252845e-05
Position 263: 8.882695012179398e-05
Position 2100: 4.509917978388896e-05
Position 2666: 3.69925023636241e-05
Position 294: 3.628378417111422e-05
Position 106: 3.356244351235892e-05
Position 2040: 3.2973974049754765e-05
Position 2663: 3.212620314618435e-05
Position 685: 1.4452796639997193e-05
Position 615: 1.4219413403282271e-05
Position 2957: 1.3322045551222983e-05
Position 108: 9.264469774050292e-06
Position 162: 3.71030251991544e-12
