Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  100
Partition function (log Z): -5.820520946452996

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.9958500517231946
Position 949: 0.13191587167809804
Position 529: 0.0835315933478408
Position 936: 0.0031172860461568296
Position 1180: 0.0010140894246596587
Position 996: 0.0008855401237850586
Position 1147: 0.0005283043269058017
Position 467: 0.0005279153070818663
Position 308: 0.0004822671942163618
Position 34: 0.0004706347158268652
Position 299: 0.00018674596063392306
Position 106: 6.11869438314501e-05
Position 9: 4.98432244323436e-05
Position 11: 2.208879739432602e-05
Position 524: 1.799060473063234e-05
Position 698: 1.567963595818388e-05
Position 722: 1.1633384622468254e-05
Position 276: 8.790804693490026e-06
Position 459: 8.485298840949661e-06
Position 711: 8.051829966327193e-06
Position 17: 5.9089004537966634e-06
Position 119: 5.306269999294502e-06
Position 429: 4.292081095167052e-06
Position 306: 2.8178658302642367e-06
Position 243: 2.184357104503062e-06
Position 233: 8.708782955260501e-07
Position 170: 7.359272525559557e-07
Position 197: 1.93009014737578e-07
Position 328: 1.0516391585731619e-07
Position 351: 7.251994101955246e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9927586095252338
Position 601: 0.0828044086207338
Position 1017: 0.05806005093743374
Position 1031: 0.052922174930250775
Position 1240: 0.013558302412734423
Position 1217: 0.006149963044793257
Position 1072: 0.003623414260154795
Position 1078: 0.0018625721871986887
Position 676: 0.001630260862660722
Position 401: 0.0012184768579594375
Position 587: 0.001169207027409511
Position 995: 0.0008309480658861045
Position 1189: 0.0007082381704314966
Position 142: 0.0002760635824975044
Position 419: 0.0002321976945830442
Position 1101: 0.00021292943165461485
Position 827: 0.00014070484914016255
Position 181: 0.000140311604999824
Position 81: 0.0001015788750147731
Position 1226: 8.851358601026807e-05
Position 1195: 8.146612193908373e-05
Position 104: 5.375319143294202e-05
Position 753: 3.58369149667929e-05
Position 632: 2.7787944521547583e-05
Position 119: 2.5663458551829515e-05
Position 848: 6.6562538412834925e-06
Position 258: 4.414148061122654e-06
Position 166: 3.55926288335921e-06
Position 96: 3.2330116259179067e-06
Position 133: 2.400889070630382e-06
Position 69: 1.1000227671189852e-06
Position 434: 6.743895131966326e-07
Position 233: 4.991779384064709e-07
Position 150: 3.8999620151342734e-07
Position 157: 1.424924512149697e-07
Position 284: 3.35432269754261e-08
