Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  100
Partition function (log Z): 4.660073197204511

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9965758845157525
Position 5367: 0.9945719867718446
Position 6409: 0.9828826747103938
Position 4892: 0.96801556142953
Position 5988: 0.9529193551993949
Position 4156: 0.2520828571166075
Position 2014: 0.08343362312802108
Position 1804: 0.07320262006969581
Position 7140: 0.016855987432185016
Position 1070: 0.007416554453997753
Position 1489: 0.006016409281934787
Position 6107: 0.003951304702919765
Position 4837: 0.0032324639820271984
Position 6362: 0.0029755299179144547
Position 4523: 0.0017021905551995909
Position 492: 0.0012391745792324292
Position 5607: 0.0011467193232500966
Position 6419: 0.0006802958337836004
Position 6061: 0.0006666458346659093
Position 6002: 0.0006223160735795788
Position 7205: 0.000589420349308256
Position 6332: 0.00046309117193108
Position 6776: 0.00039562980121299546
Position 5437: 0.00021232316954939554
Position 591: 0.00020643137847998466
Position 632: 0.0002040937500358099
Position 5614: 0.00020078205275204637
Position 610: 0.00016310099062634344
Position 919: 8.83286632073032e-05
Position 6761: 7.9117912377206e-05
Position 7162: 7.811914985953409e-05
Position 1051: 6.155963844429282e-05
Position 699: 2.727450430485605e-06
Position 6291: 1.6590744913795483e-06
Position 6377: 1.5790766048995313e-06
Position 580: 1.5623313507328426e-06
Position 317: 1.5222614090618678e-06
Position 223: 1.2629095147607516e-06
Position 126: 8.277885238827985e-07
Position 585: 6.977319023616436e-07
Position 558: 6.956152877013027e-07
Position 442: 6.299546119236615e-07
Position 1105: 4.844113051532625e-08
Position 6389: 3.6029575500213467e-08
Position 504: 5.585583945113723e-09
Position 507: 2.461687826709604e-09
Position 715: 2.38578292560555e-09
Position 287: 2.181219960427912e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.9975045489581883
Position 6476: 0.988015331377266
Position 5758: 0.9604703292065911
Position 6201: 0.860754335998592
Position 4383: 0.7079266100561197
Position 3800: 0.451333394632612
Position 4239: 0.06826851943644495
Position 6251: 0.05748845976685096
Position 1860: 0.04943860122430213
Position 1655: 0.030611720525392374
Position 6182: 0.02978515298124573
Position 1155: 0.02888753856030584
Position 1882: 0.028296424632797867
Position 820: 0.019630551080793323
Position 7270: 0.012461586134151346
Position 6489: 0.008510217201918184
Position 5629: 0.007379711362408731
Position 6224: 0.006291443705241402
Position 6290: 0.005986046386846798
Position 1390: 0.005924525831200019
Position 7195: 0.005106742980916347
Position 5535: 0.0037912627196351745
Position 6177: 0.003786095047332522
Position 5762: 0.002437734380363122
Position 1265: 0.0022855183452861957
Position 6514: 0.0021544995307150525
Position 5571: 0.0016428441718433068
Position 5606: 0.0012059207634416867
Position 752: 0.0009270012707655089
Position 1395: 0.0007249924281118455
Position 828: 0.0006935783968875246
Position 1108: 0.0006830731211634347
Position 5575: 0.0005134713361128158
Position 6162: 0.0005075866346971028
Position 6838: 0.0003544910203692983
Position 1533: 0.00027583743787823787
Position 5436: 0.000245808660422824
Position 5660: 0.0001183622625969634
Position 899: 9.391270254016339e-05
Position 5952: 8.364607245812143e-05
Position 5613: 8.193246921824957e-05
Position 7251: 7.54545095060038e-05
Position 5463: 4.610690685199346e-05
Position 1143: 3.805863860380859e-05
Position 783: 3.5520446196705376e-05
Position 1307: 2.7793889617048247e-05
Position 923: 1.2354923284771324e-05
Position 1416: 7.08199647309705e-06
Position 632: 6.765791832844841e-06
Position 713: 4.886766122324386e-06
Position 1380: 4.395646260418538e-06
Position 629: 3.6508593717201336e-06
Position 993: 3.426256914838846e-06
Position 1123: 5.567757610992468e-07
