Gene = Pvf2
index = 1395
Annotated 5SS: [  154  1450 10382 14215]
Annotated 3SS: [  906 10278 13688 14323]
SMsplice 5SS: [ 1450 14215]
SMsplice 3SS: [13688 14323]
top_k =  100
Partition function (log Z): -6.2613820047241955

Sorted 5' Splice Sites (High to Low Probability):
Position 1450: 0.9999982829580827
Position 14215: 0.9984951206226601
Position 298: 0.23882772026383223
Position 154: 0.20541431040434263
Position 806: 0.17033576952017537
Position 315: 0.1503041968395764
Position 14652: 0.13633528080627533
Position 14665: 0.07979852712929333
Position 788: 0.07742584413194042
Position 495: 0.07154803117936505
Position 6: 0.022530801590738295
Position 165: 0.01439757867333575
Position 305: 0.01367274753960385
Position 14649: 0.012979942343278835
Position 14656: 0.012445981173667504
Position 279: 0.010715382281809358
Position 289: 0.010507426690256281
Position 14455: 0.0057846980798102925
Position 648: 0.004456687020646459
Position 286: 0.004325268364169807
Position 14606: 0.0034690953363027896
Position 493: 0.0019881988180868258
Position 14644: 0.0016193352602010852
Position 30: 0.0009705339828272707
Position 776: 0.0008251469139113802
Position 393: 0.0008178693983769596
Position 122: 0.0007299516233696586
Position 14899: 0.0006661826082089903
Position 10382: 0.00021339910802710635
Position 131: 0.00019857219276661156
Position 5451: 9.532755528908651e-06
Position 5691: 8.319731515636424e-06
Position 6375: 4.215314560581528e-06
Position 8773: 3.681706419688666e-06
Position 2131: 7.633289495236089e-07
Position 1627: 1.726360234217864e-08
Position 146: 2.02987244422536e-10
Position 42: 1.984983785245078e-11
Position 86: 8.700222752318152e-12
Position 351: 6.6903566272322485e-12
Position 319: 4.036343986717606e-12
Position 3: 3.2731194855502345e-12
Position 234: 2.4441811742910194e-12
Position 10: 2.088851559715705e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13688: 0.9984951206226601
Position 14323: 0.9928065781981166
Position 906: 0.8496929654083644
Position 14729: 0.24897188288359665
Position 557: 0.0414915157298245
Position 1124: 0.03885642696371547
Position 1103: 0.031088552288077324
Position 203: 0.029181332620031905
Position 422: 0.009679462786179226
Position 14281: 0.002344116212741608
Position 14760: 0.002189779642780945
Position 14529: 0.00214378795918626
Position 14715: 0.001898921895444836
Position 14335: 0.0012417205957752538
Position 15092: 0.0008092165553477162
Position 14967: 0.0006661826082089903
Position 10278: 0.00021339910802710673
Position 8439: 2.4983506197106764e-05
Position 5332: 1.4206002159194834e-05
Position 5922: 4.6425128932236905e-06
Position 5501: 3.5898914239491072e-06
Position 8918: 2.4288958664417105e-06
Position 8954: 1.2528105532469575e-06
Position 7800: 8.590845813747373e-07
Position 1942: 5.359760218749114e-07
Position 5537: 2.025853915383218e-07
Position 5765: 1.9591900779383356e-07
Position 5513: 1.945471167780859e-07
Position 381: 1.2735743772918053e-07
Position 1792: 6.189837171580442e-08
Position 1083: 4.88999181205538e-08
Position 5294: 4.410719247764677e-08
Position 1890: 3.331472188641819e-08
Position 1684: 2.3892235773837702e-08
Position 1718: 8.2101012059883e-09
Position 1734: 6.886259877850885e-09
Position 4339: 3.4744835825541034e-09
Position 3151: 8.908801480955493e-10
Position 2205: 2.6579784292457967e-10
Position 864: 1.9889401078252925e-10
