Gene = Nuf2
index = 1334
Annotated 5SS: [373 806]
Annotated 3SS: [432 862]
SMsplice 5SS: [373 806]
SMsplice 3SS: [432 862]
top_k =  100
Partition function (log Z): -0.2475930361867706

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9946382014560348
Position 806: 0.9894150924091571
Position 561: 0.010423589747374739
Position 1017: 0.001886389095503231
Position 99: 0.0009283119655804247
Position 1151: 0.0007366106504568197
Position 618: 0.0006978116513963643
Position 789: 0.0004789883526135002
Position 574: 0.000271370882836344
Position 733: 0.00026091182842593
Position 344: 0.00014624764969511816
Position 1194: 0.00013598089505958795
Position 28: 0.00010256497921260766
Position 507: 9.485239908503536e-05
Position 1221: 5.831556715976658e-05
Position 927: 2.7374342688443458e-05
Position 306: 1.5798816974578076e-05
Position 388: 1.2269969768443106e-05
Position 519: 1.1896696943625576e-05
Position 192: 8.702098936552817e-06
Position 256: 2.5003949996050513e-06
Position 84: 1.6793360248720469e-06
Position 263: 1.1243884569668117e-06
Position 77: 6.762479151704258e-07
Position 294: 1.2758734999253832e-07
Position 208: 8.342981992489054e-08
Position 279: 4.252559333325529e-08
Position 810: 2.2648177521577722e-08
Position 774: 2.0387671574519292e-08
Position 784: 1.584146254495479e-08
Position 771: 9.072115066149311e-09
Position 318: 7.917176601717757e-09
Position 296: 3.732766196732443e-09
Position 435: 2.433044879715251e-10
Position 815: 3.1055685337847275e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 862: 0.9889755682418649
Position 432: 0.9827109835475135
Position 491: 0.0074879950821986375
Position 725: 0.006326887740756525
Position 680: 0.0034036978789009093
Position 683: 0.003176498989326281
Position 650: 0.0021818249248891997
Position 1097: 0.0009108274569624569
Position 1094: 0.0008344729066221341
Position 148: 0.0007285304739460835
Position 872: 0.0005535648830118587
Position 1214: 0.0004771230727636225
Position 1106: 0.00040493568510836065
Position 1220: 0.0002850763119504942
Position 731: 0.00028413016501312464
Position 1281: 0.00028143731411982195
Position 728: 0.00016990850824785385
Position 926: 0.00016317673052970342
Position 691: 0.00011820821026619428
Position 185: 0.00010121140939748579
Position 1083: 9.529306145081352e-05
Position 506: 8.845626251962699e-05
Position 972: 7.56181518358861e-05
Position 503: 7.461993037382652e-05
Position 638: 7.403510320083153e-05
Position 170: 6.833332673661549e-05
Position 84: 5.215609848604973e-05
Position 97: 4.5580342945207694e-05
Position 1046: 4.481805721019054e-05
Position 1016: 3.1183984365915524e-05
Position 961: 2.9679216250521987e-05
Position 989: 2.7374342688443434e-05
Position 1361: 2.046540366148669e-05
Position 642: 1.9106018645207905e-05
Position 522: 1.059038342291656e-05
Position 323: 8.390822903070173e-06
Position 239: 7.334335227774643e-06
Position 227: 3.068792951508664e-06
Position 306: 2.012160969446908e-06
Position 110: 1.9087150531039736e-06
Position 208: 8.349235782211082e-07
Position 341: 4.198121557256555e-07
Position 328: 1.6693024980776543e-07
Position 294: 8.935402873746446e-08
Position 372: 1.7449077272476667e-10
