Gene = pbl
index = 1834
Annotated 5SS: [  533  4833  9815  9996 10340 11875 13232 13652 14657 14833 15043]
Annotated 3SS: [ 4615  9678  9888 10089 10500 13099 13300 13714 14721 14892 15101]
SMsplice 5SS: [  533  4833  9815  9996 10340 13232 13652 14657 14833 15043 15514]
SMsplice 3SS: [ 4615  9678  9888 10089 13099 13300 13714 14721 14892 15101 15593]
top_k =  100
Partition function (log Z): 41.162017841997624

Sorted 5' Splice Sites (High to Low Probability):
Position 13232: 0.9999999999999943
Position 14833: 0.9999185365779427
Position 14657: 0.9993998414468682
Position 10340: 0.9974850087034799
Position 13652: 0.9974316813986883
Position 9815: 0.9958692712390896
Position 4833: 0.9928421527819962
Position 15043: 0.9309935813532338
Position 9996: 0.8418085671959187
Position 1561: 0.807760562152988
Position 2399: 0.6868155292517486
Position 15514: 0.6741578151889206
Position 533: 0.6237179237116081
Position 1955: 0.4938671499334929
Position 13428: 0.46490912712320903
Position 2794: 0.3741016359232492
Position 1845: 0.36380568276888275
Position 8759: 0.20130544216308346
Position 3707: 0.16492117355834507
Position 10031: 0.1560846565234463
Position 11803: 0.09352497934676943
Position 13410: 0.0919242172871955
Position 10888: 0.07398109532550935
Position 11875: 0.04537607885860611
Position 1102: 0.027323891488520147
Position 231: 0.018324161198493654
Position 15692: 0.018055062330207608
Position 13817: 0.0166044491657355
Position 14491: 0.014578195409444798
Position 625: 0.014161629502862778
Position 235: 0.013691921458045528
Position 237: 0.013426969102789059
Position 233: 0.01298965872172325
Position 15423: 0.010947995314571737
Position 618: 0.010713790627824758
Position 15367: 0.010644717888037314
Position 247: 0.01060728710998342
Position 1074: 0.010237859655465219
Position 1849: 0.008267824779578803
Position 5251: 0.006690423390137464
Position 1044: 0.005178478698357607
Position 15047: 0.0037854667919043077
Position 362: 0.00372580673487066
Position 9836: 0.00370850585315687
Position 173: 0.003332177437953865
Position 15266: 0.003156209156579756
Position 15216: 0.0030611555545565993
Position 941: 0.0028761857141964505
Position 10928: 0.002791588607251256
Position 15430: 0.002769754234665914
Position 1988: 0.0022723358580552626
Position 10388: 0.0018436530580244745
Position 9990: 0.0014551322450452287
Position 13656: 0.0012435200112394012
Position 15171: 0.0009953646287122779
Position 725: 0.0009915081709885906
Position 10224: 0.00019749049275890723
Position 14664: 0.00015998258959447055
Position 14837: 8.130638968018658e-05
Position 14282: 7.142817871246182e-05
Position 10402: 6.791270932919209e-05
Position 15264: 3.126602889800194e-05
Position 10274: 1.3636212951622356e-05
Position 14186: 1.303957125934478e-05
Position 15186: 1.1468885684364813e-05
Position 14606: 3.99346943489113e-06
Position 15045: 5.667779116386263e-07
Position 15017: 1.6146114823907915e-07
Position 14893: 1.1160925200033796e-07
Position 14776: 4.542310557966403e-08
Position 10038: 1.4466590539751723e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14892: 0.9997658585951537
Position 14721: 0.999581385276684
Position 9888: 0.9981225042685173
Position 9678: 0.9959992338227325
Position 4615: 0.9907341623680352
Position 13714: 0.9894821468983788
Position 13099: 0.9589360852735667
Position 10089: 0.9512539432023956
Position 13300: 0.9396813258867396
Position 15101: 0.8756886601299761
Position 1628: 0.8277633414600538
Position 15593: 0.7351296671616762
Position 1188: 0.3081208145548453
Position 2181: 0.2905240788580789
Position 13479: 0.28743625027054615
Position 13500: 0.28200749329749725
Position 2541: 0.23450103219468008
Position 10500: 0.22302727544660753
Position 8100: 0.20130544216308302
Position 2100: 0.20034430908567977
Position 2297: 0.16526859795813958
Position 3410: 0.11755614526872689
Position 806: 0.08972452484998601
Position 1217: 0.07932744704015855
Position 1485: 0.06747354334747604
Position 2586: 0.06316915093829764
Position 1460: 0.06012208959855721
Position 10049: 0.04762768902567283
Position 2260: 0.047041890383349994
Position 2504: 0.03642217134633616
Position 12210: 0.03357680953912261
Position 15104: 0.02995557908537955
Position 13334: 0.02643700906565634
Position 15754: 0.017903534403833608
Position 2575: 0.01604189174952818
Position 1741: 0.014650082978757282
Position 14577: 0.014344390907780818
Position 13359: 0.01368127015296181
Position 1560: 0.011672817489745593
Position 1708: 0.011115089249270592
Position 1590: 0.010878691565072266
Position 13954: 0.010816502013565984
Position 1271: 0.009887862470235943
Position 13729: 0.009187261257840135
Position 1797: 0.007637701832657387
Position 13311: 0.007585606326362995
Position 14014: 0.005684194139460874
Position 1954: 0.0041592106701122235
Position 4919: 0.0038927003281636835
Position 9075: 0.00251345731078076
Position 3873: 0.001816649084241672
Position 4890: 0.0015196316399191687
Position 8819: 0.001398304693887216
Position 9894: 0.0012866070960514619
Position 5150: 0.001278091422054612
Position 14751: 0.00041464015788450097
Position 10289: 0.0003031269088517934
Position 15828: 0.00015152792637399402
Position 10457: 0.00013357187883501233
Position 9977: 2.8982370901627948e-05
Position 14975: 1.5758292637180012e-05
