Gene = l(2)34Fd
index = 1743
Annotated 5SS: [ 154  614 1389]
Annotated 3SS: [ 211  666 1448]
SMsplice 5SS: [ 154  614 1389]
SMsplice 3SS: [ 211  666 1448]
top_k =  100
Partition function (log Z): 4.169841806690097

Sorted 5' Splice Sites (High to Low Probability):
Position 1389: 0.9986219801639377
Position 614: 0.9949828938104263
Position 154: 0.941271887672056
Position 1550: 0.021568042142474816
Position 779: 0.014394255677934158
Position 772: 0.007160227421823771
Position 141: 0.0037689135959814656
Position 982: 0.003403435590981894
Position 2215: 0.0017442028279972392
Position 599: 0.0014235160010644574
Position 796: 0.0013081834190949433
Position 605: 0.0012015982010676655
Position 1594: 0.0010046089005809782
Position 975: 0.0006854678973160191
Position 389: 0.0005509337829773866
Position 748: 0.00028142990609541287
Position 340: 0.0002653021207194523
Position 145: 0.00026435190637690215
Position 1376: 0.0002622095008855526
Position 2005: 0.00022133232184365175
Position 449: 0.00013740318582486957
Position 1971: 0.0001291058384785669
Position 1560: 0.0001204061015884793
Position 379: 0.00011165367409768899
Position 2018: 0.00011051770640993092
Position 158: 8.677856695501424e-05
Position 2254: 8.057576072711091e-05
Position 1726: 7.44729980128209e-05
Position 46: 6.971594191866632e-05
Position 568: 6.357815636395083e-05
Position 391: 4.6335840915422313e-05
Position 592: 4.392331573081809e-05
Position 434: 1.6327370855523172e-05
Position 90: 1.4534731385466701e-05
Position 94: 6.996871202860555e-06
Position 32: 2.5459792127941555e-06
Position 34: 9.44875305246212e-07
Position 1393: 7.372572212671401e-07
Position 50: 5.347884411808408e-07
Position 626: 3.690092429451232e-07
Position 1293: 3.4230150911899337e-07
Position 695: 2.149376065945548e-07
Position 11: 1.622648059956609e-07
Position 1414: 1.5267062218742498e-07
Position 56: 1.442930880062091e-07
Position 1308: 8.915118312035575e-08
Position 9: 1.6333299783085236e-08
Position 112: 1.0544337820942021e-08
Position 103: 4.03568192140879e-09
Position 185: 1.1286109777278202e-09
Position 197: 5.618784693190383e-10
Position 211: 1.1065105641746717e-11
Position 78: 2.427891190569665e-12
Position 374: 1.3831580704898366e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9963504889225246
Position 666: 0.9822576681449848
Position 211: 0.9408855398089682
Position 847: 0.024873052663078828
Position 1649: 0.021573161065822986
Position 728: 0.008429116841030917
Position 1038: 0.0056744094932137945
Position 690: 0.002627181557692077
Position 2280: 0.0018352014612171537
Position 1617: 0.001704743070650053
Position 456: 0.0016468777823852756
Position 340: 0.0010130943332327734
Position 254: 0.0008606232350308732
Position 1466: 0.0007559688323265201
Position 241: 0.0005425406193100455
Position 271: 0.00050738065459815
Position 2208: 0.0004387822595948911
Position 1791: 0.00042315525672008327
Position 1174: 0.0004161345567445108
Position 1052: 0.00032960128155918943
Position 286: 0.00031235099149486606
Position 1525: 0.0002763948021793329
Position 2084: 0.00022066297094590852
Position 1014: 0.0002095597619634976
Position 468: 0.00015961178165419828
Position 534: 0.0001335270551854277
Position 1659: 0.00012707763910124845
Position 748: 0.00011473514490829673
Position 699: 0.00011033545648843166
Position 775: 0.00010131516864468882
Position 415: 9.669524205491967e-05
Position 757: 8.67479455866163e-05
Position 2304: 8.057576072711086e-05
Position 1485: 7.991617028410179e-05
Position 1594: 7.40660727544897e-05
Position 315: 6.702968844118007e-05
Position 433: 2.7850159696113283e-05
Position 103: 2.2427211628677602e-05
Position 117: 2.1538810317473466e-05
Position 379: 1.4685566385987975e-05
Position 232: 1.2860335197813146e-05
Position 185: 5.520966920304217e-06
Position 87: 2.9416813298442645e-06
Position 151: 1.1983520666400106e-07
Position 141: 8.169016192741333e-08
Position 69: 1.9317840216503663e-08
