Gene = CkIIalpha
index = 1074
Annotated 5SS: [ 403  686 3286]
Annotated 3SS: [ 487 3172 5049]
SMsplice 5SS: [ 686 1158]
SMsplice 3SS: [ 931 5049]
top_k =  100
Partition function (log Z): -9.153189980751876

Sorted 5' Splice Sites (High to Low Probability):
Position 686: 0.9410779773150236
Position 1158: 0.7295305322536061
Position 3286: 0.26210123529876744
Position 4024: 0.1184454721196697
Position 5365: 0.06968188882856348
Position 403: 0.06216230379896038
Position 3696: 0.03394526182040702
Position 2652: 0.01957243442165108
Position 4115: 0.008756493694445087
Position 270: 0.004927035588083531
Position 598: 0.004380544700248947
Position 294: 0.003935410305334509
Position 683: 0.0021286743068525166
Position 712: 0.0016162283300243726
Position 408: 0.0011781151518631418
Position 612: 0.0011355344712619079
Position 1905: 0.0008716393718822825
Position 2134: 0.0004135561073270161
Position 405: 0.00023297054988370087
Position 421: 0.00021743106596998417
Position 463: 0.00018848662964327081
Position 79: 0.00016721016649558703
Position 274: 0.00014889734025013584
Position 59: 0.00012935454379315908
Position 503: 9.48647878180765e-05
Position 1073: 8.612490970962717e-05
Position 432: 7.92407316321632e-05
Position 104: 7.920568533313882e-05
Position 315: 2.5965973346623864e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.7930387377266871
Position 931: 0.33569911094507476
Position 3350: 0.25589441827425663
Position 3147: 0.1569638069725007
Position 5468: 0.13496412050798526
Position 1045: 0.1017709288784767
Position 910: 0.08504748118348401
Position 487: 0.0560175189273251
Position 3172: 0.05299557297555094
Position 897: 0.0489380550088554
Position 767: 0.04161645969594423
Position 2313: 0.03264366086034785
Position 1021: 0.030574795401836767
Position 2482: 0.02771615932541264
Position 977: 0.027308165921394238
Position 2719: 0.01957243442165107
Position 3945: 0.010699167848623934
Position 4696: 0.008730541454996486
Position 1411: 0.007067836101632845
Position 1282: 0.006841688331954035
Position 1102: 0.005785598805614259
Position 1076: 0.004327843366376027
Position 654: 0.0038206598735154463
Position 854: 0.003424962535553502
Position 359: 0.002957573789358966
Position 780: 0.0029140687551695147
Position 315: 0.001019322504324676
Position 2281: 0.0010029917250858461
Position 573: 0.0009700064994352524
Position 1932: 0.0009026140560082097
Position 1964: 0.0008991899827074739
Position 459: 0.0006866727773592241
Position 1142: 0.0005932908567564048
Position 554: 0.0005925404945898054
Position 493: 0.00048470330448344406
Position 1316: 0.0004709321900324793
Position 1390: 0.00042614411973412565
Position 627: 0.00038060408322631103
Position 2365: 0.00036453573767767326
Position 1533: 0.0002187844936834131
Position 576: 0.0002018756706647918
Position 1599: 0.00019685777134205735
Position 378: 0.00014597564251589385
Position 331: 0.00013099950775233556
Position 1233: 0.00010790590563127789
Position 381: 8.036740146109173e-05
Position 432: 6.571542766706318e-05
Position 322: 3.4719484311310054e-05
Position 197: 1.4838281990268082e-06
Position 111: 4.889136210470292e-07
