Gene = Cpsf6
index = 1106
Annotated 5SS: [ 431 1546 2492 3219 3729 3856]
Annotated 3SS: [ 825 2350 2751 3428 3786 4275]
SMsplice 5SS: [ 431 1111 3219 3729 3856 4477]
SMsplice 3SS: [ 825 2751 3428 3786 4275 4767]
top_k =  100
Partition function (log Z): 18.341811391126143

Sorted 5' Splice Sites (High to Low Probability):
Position 3729: 0.9996465206879984
Position 3219: 0.9969596507093921
Position 4477: 0.9782529580163188
Position 431: 0.9634934839478602
Position 3856: 0.9346771638656155
Position 2492: 0.5456654444098721
Position 1111: 0.45526030692713787
Position 1510: 0.3434423893626117
Position 1546: 0.29959054707533167
Position 4070: 0.020931692769068012
Position 3514: 0.014841915101438778
Position 568: 0.012303066700565784
Position 473: 0.011725824358133071
Position 291: 0.009822643803496785
Position 1129: 0.00909359800604086
Position 83: 0.008301257786346977
Position 1697: 0.00818976970815369
Position 3083: 0.0074765142027747936
Position 4084: 0.006417349284610933
Position 3904: 0.006168226913516871
Position 1157: 0.005172922896611468
Position 2873: 0.004931567238410751
Position 1007: 0.004867209769918279
Position 1874: 0.004528076476358677
Position 1585: 0.003588110557335128
Position 621: 0.0034864530673976335
Position 254: 0.0027586142198320284
Position 3231: 0.0021143794405049034
Position 484: 0.001420489796309101
Position 563: 0.0011112870228895462
Position 3104: 0.0009247555177911551
Position 556: 0.0007775273769443996
Position 235: 0.0007181818956198052
Position 1134: 0.0007100184804101151
Position 64: 0.000638197082438265
Position 522: 0.0005298065035700618
Position 469: 0.0005222112010560248
Position 714: 0.00044835194401208816
Position 703: 0.00039535222703981904
Position 988: 0.00026874992359983906
Position 3707: 0.00026298522500940133
Position 664: 0.0002589714306882311
Position 573: 0.00017418606027696433
Position 3606: 0.00016353392841610354
Position 283: 0.00011719550313906882
Position 1048: 0.00010978904942619723
Position 1115: 9.857940954573574e-05
Position 90: 6.644915803201857e-05
Position 289: 5.931710799177897e-05
Position 76: 5.714466175929967e-05
Position 489: 3.814680545033418e-05
Position 316: 3.152318183520785e-05
Position 477: 2.6388657958683917e-05
Position 327: 2.34796078476686e-05
Position 3666: 1.7058254404529576e-05
Position 388: 1.6720702756168778e-05
Position 295: 1.55308991643111e-05
Position 3713: 1.4343030855087069e-05
Position 281: 1.3393748275779955e-05
Position 3733: 1.0362402456367733e-05
Position 191: 7.610979224564873e-06
Position 68: 1.1583071931137296e-06
Position 248: 8.426294045322707e-07
Position 3175: 3.3563989104205305e-07
Position 2843: 2.6255489831122893e-07
Position 728: 2.591718538612061e-08
Position 3: 5.899633936854943e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3428: 0.9913049475956077
Position 2751: 0.9882708732826468
Position 3786: 0.9424139223316235
Position 825: 0.9374723272291356
Position 4275: 0.8941336989812818
Position 4767: 0.6421814411893098
Position 2350: 0.36577761158034117
Position 4646: 0.25073804942734196
Position 1195: 0.24769154964178108
Position 2193: 0.043300609564674866
Position 3789: 0.03979812419727719
Position 2004: 0.027103888912148436
Position 2071: 0.023671173160165725
Position 4666: 0.02343965647309001
Position 3974: 0.021726465547001167
Position 4711: 0.019610960166627077
Position 4226: 0.018164895828886588
Position 4313: 0.01789988747812982
Position 4680: 0.016393414736888007
Position 3558: 0.01440412740634233
Position 786: 0.013357374342739866
Position 4695: 0.012525832799160875
Position 4119: 0.01125495715718859
Position 340: 0.009531816309422653
Position 1565: 0.009517234575036868
Position 2019: 0.008754597874588918
Position 3135: 0.0074765142027747936
Position 150: 0.007357307523709875
Position 4158: 0.007313077577340489
Position 1696: 0.007251063430332724
Position 4611: 0.005265114376213673
Position 2931: 0.004931378578000723
Position 2687: 0.0047343398221334305
Position 3795: 0.004220725542484729
Position 3445: 0.003822069484364753
Position 3925: 0.003700983887971714
Position 4537: 0.0035361346039209504
Position 4577: 0.003514647107020461
Position 4571: 0.0026197114139643275
Position 4297: 0.0025993905520562003
Position 4131: 0.001407274182639093
Position 3430: 0.0013895885567873833
Position 487: 0.0012853627292736224
Position 2655: 0.0011891247652328432
Position 3507: 0.0011591066122400493
Position 346: 0.0011544200439821768
Position 3369: 0.0010997019987617647
Position 3941: 0.0009126296544903771
Position 3548: 0.0009039197553495668
Position 1224: 0.000854300251287587
Position 643: 0.0008331557577543119
Position 4069: 0.0008000421558922001
Position 3665: 0.0005982632332870764
Position 4998: 0.0002528488687817264
Position 925: 0.00024330341510919688
Position 3300: 0.00018137645985906407
Position 484: 0.00014607690049665356
Position 868: 0.0001199303197840865
Position 3635: 0.00010931893599960376
Position 180: 6.833674250134774e-05
Position 1202: 6.785667962972039e-05
Position 741: 5.6049342461796366e-05
Position 895: 5.542266012902902e-05
Position 313: 3.245419244199378e-05
Position 127: 2.4558333153785847e-05
Position 183: 2.3733455327917167e-05
Position 3813: 4.1429764175162914e-06
Position 3342: 1.637212663833422e-06
Position 3312: 1.626452789316328e-06
Position 3810: 3.965626595237644e-07
Position 289: 2.3521202341907897e-08
Position 327: 2.2720147955346486e-08
Position 229: 1.979405516790717e-08
