Gene = Eno
index = 1154
Annotated 5SS: [ 362 1583 1991]
Annotated 3SS: [1403 1755 2980]
SMsplice 5SS: [ 281 1583 1991 2422]
SMsplice 3SS: [1422 1755 2233 2980]
top_k =  100
Partition function (log Z): -5.8028116959389

Sorted 5' Splice Sites (High to Low Probability):
Position 1583: 0.7357700440751622
Position 1991: 0.7207367673887185
Position 2422: 0.5875077792738936
Position 87: 0.5508359000896728
Position 281: 0.4801124878378553
Position 1708: 0.10647967443822279
Position 2672: 0.0540176398408524
Position 1703: 0.05086900521640215
Position 2884: 0.038842030896929475
Position 2583: 0.022065029056339006
Position 2014: 0.008868999010155905
Position 2426: 0.0062285924743628405
Position 1984: 0.005865925350558108
Position 1577: 0.004806637292311394
Position 57: 0.0014967585301893084
Position 1201: 0.0009150875016047696
Position 91: 0.00018088401591899081
Position 628: 0.00016938663710345522
Position 362: 0.00014709764418110782
Position 206: 3.6066769914580925e-05
Position 1275: 2.7196967559686277e-05
Position 124: 4.382141956215746e-06
Position 148: 3.1568687954147846e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.9211493384300553
Position 2233: 0.6421468966535429
Position 1755: 0.5198882365645163
Position 1484: 0.33174052699552964
Position 1422: 0.3100898843796943
Position 1800: 0.12222506578776017
Position 1403: 0.0904722058388967
Position 2254: 0.07037444640770113
Position 2706: 0.061540878704122434
Position 177: 0.05557681981729241
Position 1407: 0.037460733161215655
Position 1251: 0.03359048714964556
Position 1821: 0.032376043284708084
Position 1460: 0.02800536622630786
Position 1769: 0.027921132692347708
Position 216: 0.025135893784481392
Position 1678: 0.015821739275300426
Position 1882: 0.011141614242542978
Position 1305: 0.010538628377871947
Position 336: 0.005189838826354658
Position 1892: 0.004476699775641406
Position 1846: 0.004169013812709042
Position 2986: 0.00324737325568599
Position 1178: 0.0030877062400827835
Position 441: 0.0021996979265986147
Position 257: 0.002068202674469815
Position 120: 0.000844553171661299
Position 1059: 0.0008041805877891645
Position 2483: 0.000768492022501174
Position 112: 0.0006332027472825076
Position 686: 0.0005465812276469562
Position 2492: 0.0003814401026082387
Position 2077: 0.0003146814636786192
Position 705: 1.385813527737026e-05
Position 1107: 1.3243240621504718e-05
Position 631: 1.2937314842969817e-05
Position 330: 1.1800225145663744e-05
Position 268: 3.851811890574253e-06
Position 273: 5.4820455362959196e-08
Position 124: 3.720452202103605e-08
Position 132: 1.5685026272243496e-08
Position 100: 3.146750361472334e-09
Position 198: 8.257778791943283e-10
