Gene = mrn
index = 1795
Annotated 5SS: [330]
Annotated 3SS: [384]
SMsplice 5SS: [330]
SMsplice 3SS: [384]
top_k =  100
Partition function (log Z): -8.000652972572212

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9641231980859037
Position 975: 0.03167205247180248
Position 131: 0.023653720858713534
Position 1148: 0.008242393670790153
Position 981: 0.00636528055724281
Position 1161: 0.006305158827037405
Position 1120: 0.004732500779548518
Position 311: 0.004628137210147961
Position 320: 0.0031981358046149167
Position 1285: 0.002034299558404882
Position 788: 0.0019876769909967546
Position 1590: 0.0012054181220051237
Position 267: 0.0010015650937572767
Position 295: 0.0009418652671512268
Position 338: 0.0008822154551539452
Position 494: 0.0007207424423703948
Position 732: 0.0004563182224649645
Position 189: 0.00021664145480905053
Position 50: 2.5683069969770257e-05
Position 323: 1.1405715331529652e-05
Position 503: 6.439366973834538e-06
Position 80: 3.3840497207201792e-06
Position 174: 1.932000632881693e-06
Position 209: 1.7577867104633666e-06
Position 147: 1.6278316158363067e-06
Position 129: 1.0289125929198464e-06
Position 56: 1.0027696453131312e-06
Position 113: 9.390520746497714e-07
Position 217: 5.8867795591526933e-08
Position 249: 4.072432781936426e-08
Position 298: 3.181257757945949e-08
Position 271: 2.1576079887574604e-08
Position 91: 1.9891072973841666e-08
Position 53: 1.3924036649762466e-08
Position 283: 3.203686880336993e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.99615445345139
Position 1442: 0.02412827071043727
Position 1036: 0.014518286184035695
Position 1226: 0.013013658168703894
Position 1147: 0.0049658950547899145
Position 1352: 0.0022348499072770774
Position 1033: 0.001987017900365659
Position 1652: 0.001205418122005122
Position 1029: 0.0011060052633534436
Position 871: 0.0011041833187450307
Position 1382: 0.000640166006515587
Position 235: 0.00045780179386976027
Position 808: 0.00045239582067168113
Position 392: 0.00036461357259880405
Position 260: 2.4375209333751857e-05
Position 279: 2.0420413413984396e-05
Position 111: 1.3260859197694967e-05
Position 760: 7.1002667671090875e-06
Position 751: 6.826731479487171e-06
Position 144: 5.608445015269014e-06
Position 249: 3.567034318362437e-06
Position 186: 2.930535874002797e-06
Position 241: 2.7947453911611037e-06
Position 172: 1.1504748839438487e-06
Position 135: 4.5442713997729944e-07
Position 292: 3.8946992280020805e-07
Position 174: 3.5831865272175754e-07
Position 237: 2.9152969001853536e-07
Position 147: 1.676919222982522e-07
