Gene = trc
index = 1919
Annotated 5SS: [ 695 1371 1535 2077]
Annotated 3SS: [1160 1427 1591 2133]
SMsplice 5SS: [ 695 1371 1535 2077]
SMsplice 3SS: [1160 1427 1591 2133]
top_k =  100
Partition function (log Z): 9.415415306307475

Sorted 5' Splice Sites (High to Low Probability):
Position 1371: 0.9986824707927563
Position 1535: 0.99619485458109
Position 2077: 0.989711104503517
Position 695: 0.937941261071059
Position 1270: 0.1348304916533804
Position 1748: 0.03461317154809454
Position 664: 0.023904705417335685
Position 737: 0.01774063956540119
Position 2211: 0.009214889250613948
Position 1081: 0.007673148077039189
Position 2754: 0.006064732985836583
Position 1689: 0.003902117552268188
Position 3214: 0.003699664301823656
Position 1727: 0.0030977429108969773
Position 2280: 0.002900482205174037
Position 296: 0.0028936242245565366
Position 2525: 0.002429561360213606
Position 3031: 0.0023136860911109622
Position 1259: 0.0021973899415629445
Position 530: 0.002007079928892481
Position 2016: 0.001965597367682151
Position 2482: 0.0019013225655320964
Position 90: 0.0017449563554913958
Position 88: 0.0015150900517960143
Position 2158: 0.0014763861043456095
Position 2081: 0.0014145985391851947
Position 679: 0.0010946912984971717
Position 671: 0.0010503232779404252
Position 1526: 0.0007655435390501203
Position 2906: 0.0006881185965458773
Position 623: 0.0006210690916441958
Position 1812: 0.0006001287004634854
Position 741: 0.0005389551740608058
Position 477: 0.0005108882176777646
Position 1987: 0.0004802758477400793
Position 3233: 0.0004130939824753067
Position 1659: 0.00040849785441302364
Position 1070: 0.0003553107825557905
Position 565: 0.0003251789347903515
Position 761: 0.00028592609551896333
Position 1740: 0.0002609884954006556
Position 614: 0.00023459629249816035
Position 525: 0.00022053113147354046
Position 668: 0.00020163633555552298
Position 1025: 0.0002004139072636925
Position 578: 0.00019048232318635356
Position 1730: 0.00017778945868709831
Position 185: 0.00017487992582127692
Position 1946: 0.00016425414649914622
Position 243: 0.00014636131638755753
Position 753: 0.00012404756455262022
Position 106: 9.870902987050999e-05
Position 1036: 9.11253029978671e-05
Position 970: 7.77191858242816e-05
Position 503: 6.215259277355692e-05
Position 326: 4.4221830911113456e-05
Position 1542: 4.2305154590455124e-05
Position 92: 4.106608342279414e-05
Position 539: 3.391590226378469e-05
Position 647: 2.8115241772177136e-05
Position 976: 2.6272962082784155e-05
Position 1375: 8.255420337186088e-06
Position 94: 2.6933132592720653e-06
Position 2612: 2.6301146063702515e-06
Position 699: 2.059676968705483e-06
Position 334: 1.8926018459426972e-06
Position 448: 1.7324627446193178e-06
Position 1309: 1.2929090767820516e-06
Position 1463: 8.623795591045398e-07
Position 1930: 1.3876755526517496e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1427: 0.9978720999310451
Position 2133: 0.9929743399210867
Position 1160: 0.989425437520235
Position 1591: 0.9747123668321217
Position 1321: 0.14165591238492528
Position 1796: 0.028622719291281497
Position 1848: 0.024249596435895242
Position 2742: 0.009143682519111756
Position 1579: 0.008812232400483897
Position 3378: 0.008176689238292865
Position 2805: 0.006038041198407081
Position 3273: 0.004283521991854214
Position 1122: 0.003947465729143896
Position 1654: 0.0015490153023147173
Position 2633: 0.0014393618351837417
Position 2423: 0.0014305162234288325
Position 1700: 0.0007428469903205356
Position 2494: 0.0007253420920747282
Position 151: 0.0006921688619072021
Position 577: 0.0006181027699461206
Position 735: 0.0005069445620640518
Position 2237: 0.0004562655382612494
Position 550: 0.00043130130098761616
Position 2153: 0.00040746915427792934
Position 1476: 0.0003910424345282521
Position 1874: 0.00030311752447451963
Position 2500: 0.0002898031228792085
Position 1521: 0.00027222276931028634
Position 988: 0.00026651921555363457
Position 2620: 0.000259557192327127
Position 177: 0.0002437779051941451
Position 1232: 0.0002246931769652808
Position 364: 0.00020320185546425886
Position 211: 0.0001907162560802531
Position 1229: 0.00016833236839939065
Position 352: 0.0001422415431615329
Position 1689: 0.00014025612158502732
Position 544: 0.00012644435121972675
Position 1607: 0.00011220765988670243
Position 1811: 0.000110356510767802
Position 1463: 9.01287827448972e-05
Position 1460: 7.318277151774753e-05
Position 1331: 6.625459162705947e-05
Position 1499: 5.731012898924255e-05
Position 206: 3.6650590156724186e-05
Position 1190: 2.991066124270418e-05
Position 1107: 2.6705125805114762e-05
Position 590: 2.656674158472645e-05
Position 255: 2.3444647288694474e-05
Position 406: 1.4548323391492913e-05
Position 613: 1.038118320390604e-05
Position 222: 7.566809806294749e-06
Position 976: 6.843861261025228e-06
Position 766: 4.487918742881616e-06
