Gene = G6P
index = 1173
Annotated 5SS: [ 157  381  954 1123]
Annotated 3SS: [ 215  454 1003 1170]
SMsplice 5SS: [ 381  954 1123]
SMsplice 3SS: [ 454 1003 1170]
top_k =  100
Partition function (log Z): 0.5973900866360806

Sorted 5' Splice Sites (High to Low Probability):
Position 954: 0.9920420746770995
Position 381: 0.9358975080262462
Position 1123: 0.8089191299890348
Position 157: 0.4411675628552091
Position 1333: 0.168530815814262
Position 1322: 0.010945489955639912
Position 183: 0.007082738978780562
Position 945: 0.00400404880155969
Position 385: 0.002624655752306433
Position 941: 0.002073233761196406
Position 800: 0.0009627462903687268
Position 1225: 0.0005503485797006582
Position 1307: 0.00027142884484237693
Position 1255: 0.0001377532942970659
Position 302: 0.0001345033432230228
Position 1277: 0.00010549653047052128
Position 958: 9.451031609446102e-05
Position 1269: 4.38572508231751e-05
Position 724: 2.4468745372766554e-05
Position 896: 2.2667244173213588e-05
Position 253: 1.8437675413339037e-05
Position 299: 1.0921171419212774e-05
Position 1127: 9.388579415159956e-06
Position 42: 4.656319204963797e-06
Position 221: 2.9720009094263306e-06
Position 83: 2.532229761720949e-06
Position 103: 1.7713475451609465e-06
Position 311: 8.946470927262905e-07
Position 276: 4.843368475835619e-07
Position 76: 4.529935763308559e-07
Position 1046: 1.4454100026285368e-08
Position 902: 2.4012987343224327e-13
Position 720: 1.9155024259054872e-13
Position 571: 1.7072500781467424e-13
Position 398: 2.2605064623460465e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1003: 0.9621425517520912
Position 454: 0.9150010877796189
Position 1170: 0.750138156388669
Position 215: 0.3756905240749355
Position 1381: 0.24158054375264656
Position 251: 0.061078845875676975
Position 1022: 0.01884922802883818
Position 497: 0.0132434201265644
Position 1071: 0.011890031336842802
Position 521: 0.005379886879140917
Position 311: 0.005250109522650471
Position 221: 0.005129696961416074
Position 867: 0.0036829073795331393
Position 1322: 0.0013388252984446731
Position 551: 0.0013352022680971653
Position 1046: 0.0006869131164026269
Position 315: 0.0006698065611233679
Position 1388: 0.0005373252390204839
Position 1264: 0.000503420493063206
Position 1354: 0.0004432781575582571
Position 1261: 0.00042155540519071616
Position 492: 0.00036294977447329593
Position 356: 0.00025802223147735134
Position 230: 5.588051640393984e-05
Position 1073: 1.3100893563098417e-05
Position 264: 4.190432116813753e-06
Position 190: 7.305875182505186e-08
Position 200: 3.1502277829622865e-08
