Gene = Cnot4
index = 1083
Annotated 5SS: [ 267 1504 1677 1878 2034 2820 2997 3964 4154 4283 4556 4879 5026 5152
 5618 5847]
Annotated 3SS: [1318 1562 1727 1937 2600 2878 3051 4018 4246 4360 4617 4945 5087 5209
 5690 5914]
SMsplice 5SS: [ 267 1504 1677 1878 2025 2820 2997 3964 4154 4556 4879 5026 5152 5618
 5847]
SMsplice 3SS: [1318 1562 1727 1937 2319 2878 3051 4018 4360 4617 4945 5087 5209 5690
 5914]
top_k =  100
Partition function (log Z): 40.49660866301709

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9983238253184975
Position 2820: 0.9968413431588106
Position 5618: 0.996587806512748
Position 1677: 0.9955241541271872
Position 1878: 0.9842134135966253
Position 4556: 0.9793239502316384
Position 3964: 0.97115179947408
Position 1504: 0.9640245059808006
Position 4879: 0.8316812940224607
Position 4154: 0.8234893839878387
Position 5152: 0.8209504911416975
Position 5026: 0.7580639365618899
Position 2025: 0.7073648603973074
Position 267: 0.6592026353674239
Position 2997: 0.3884767528437413
Position 2973: 0.3410612412536226
Position 2235: 0.27212954710066045
Position 2961: 0.19467362581780673
Position 4283: 0.19356071324192187
Position 6115: 0.12844520189619807
Position 5013: 0.12824327973981028
Position 2966: 0.06555065379351635
Position 479: 0.0534709432643777
Position 1110: 0.05103404839054994
Position 5998: 0.04953660496252942
Position 423: 0.04431814130790089
Position 932: 0.0371968737837278
Position 447: 0.029602516648488054
Position 714: 0.02557643037890967
Position 759: 0.021932765691856926
Position 4560: 0.020576308411612097
Position 565: 0.020294926275951912
Position 3124: 0.020125495190143963
Position 2618: 0.013724387232331091
Position 253: 0.012954024414398349
Position 3957: 0.009574766512125465
Position 271: 0.00890991926159611
Position 2034: 0.007416840855948415
Position 206: 0.007206583732401928
Position 1059: 0.0064615504482284595
Position 1179: 0.00646132409796552
Position 3220: 0.004751219163222667
Position 1101: 0.0041671367053804755
Position 1963: 0.00395422225005111
Position 3517: 0.0027924117366340314
Position 5622: 0.0024785150187359487
Position 4307: 0.0016717770443227579
Position 2523: 0.0016238868524434107
Position 3969: 0.0014136411696173713
Position 1487: 0.0013759594992368753
Position 6010: 0.0010426395741635263
Position 2113: 0.0009063689123363737
Position 1445: 0.000695940974562372
Position 1462: 0.0005464699611926463
Position 2009: 0.0005312511101847197
Position 5851: 0.00046358183128789607
Position 4289: 0.00045992054914697204
Position 5746: 0.00036994410209707714
Position 265: 0.00032053243609642227
Position 3694: 0.00021209040298227053
Position 3576: 0.00019463734143727873
Position 6089: 0.00015013016570438042
Position 1838: 7.983642378424275e-05
Position 4744: 7.614507038434973e-05
Position 4214: 6.184313910195943e-05
Position 4158: 4.2789996495208676e-05
Position 244: 4.2672092479658785e-05
Position 246: 4.1589879228561435e-05
Position 1882: 2.7546636616907634e-05
Position 1631: 2.7393834643282585e-05
Position 251: 2.6530867752500764e-05
Position 4147: 2.5476465427236243e-05
Position 1812: 2.394040391698499e-05
Position 5844: 2.0701102013721442e-05
Position 2827: 2.061577545360835e-05
Position 1845: 1.5454499661674735e-05
Position 5841: 1.4924261201656619e-05
Position 134: 1.4798165719653769e-05
Position 4544: 1.0656699647517865e-05
Position 4869: 4.3424980579340965e-06
Position 4804: 3.171154079139791e-06
Position 291: 1.9009621035226076e-06
Position 122: 1.8361096546095505e-06
Position 187: 2.524860228141829e-07
Position 31: 2.354808384696172e-07
Position 5: 2.2465092421689412e-07
Position 113: 2.1349819384305452e-07
Position 339: 1.0138399758189028e-07
Position 53: 9.03556337523271e-08
Position 88: 8.831487359582878e-08
Position 5575: 7.279632436066203e-08
Position 4578: 3.048705799093202e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5914: 0.9951329924579504
Position 4018: 0.9935151426290779
Position 4360: 0.9929155703142432
Position 3051: 0.9918897509065968
Position 1727: 0.9891796667178844
Position 2878: 0.9825474746676278
Position 1937: 0.9823057380486209
Position 5690: 0.9641725215052179
Position 1562: 0.9572193766390247
Position 4617: 0.9540069990644395
Position 5087: 0.8893691724024504
Position 4945: 0.8181418614406257
Position 5209: 0.7626023820179135
Position 2319: 0.7384586849447171
Position 1318: 0.6366959966035199
Position 6172: 0.1736036145468304
Position 326: 0.16996080543337483
Position 2600: 0.1529479902773405
Position 1178: 0.1457549946602477
Position 4627: 0.03433786651483805
Position 2112: 0.0333212393090474
Position 1100: 0.023588104381472994
Position 2102: 0.023534434312535032
Position 2685: 0.022430861543662167
Position 2449: 0.02009541228577791
Position 5310: 0.018770346119590296
Position 4246: 0.018309108881905976
Position 5364: 0.016553750740857975
Position 1585: 0.01394738691736158
Position 5703: 0.013646442209487849
Position 5238: 0.010074175533803385
Position 5322: 0.009405793953553631
Position 2890: 0.008750598840185078
Position 3837: 0.00834536170250891
Position 3366: 0.0077425486393194074
Position 5812: 0.007435741937959023
Position 893: 0.007314470145743247
Position 5742: 0.007149055177506485
Position 2164: 0.006394262868478984
Position 4965: 0.005998171705650847
Position 4667: 0.005445967405511013
Position 2226: 0.005113576792405988
Position 1742: 0.004234723186182357
Position 4962: 0.003981144646645264
Position 6213: 0.003902029158858974
Position 5280: 0.003543964470066426
Position 2731: 0.0035289279237498404
Position 4404: 0.003454105940438484
Position 6115: 0.0031336936914974846
Position 5788: 0.002649279689374545
Position 2482: 0.0026364794683739756
Position 4744: 0.002622094847123813
Position 3075: 0.002534813290511518
Position 4266: 0.0024312244490239158
Position 4685: 0.0021585275252887894
Position 5791: 0.001885281155657484
Position 5746: 0.0018441190630130039
Position 1748: 0.0014975540897918319
Position 5928: 0.0013463323623634713
Position 4372: 0.0012454342379544332
Position 5111: 0.0012041944447168892
Position 1781: 0.0011881477980056456
Position 4303: 0.0008985788417549117
Position 2529: 0.0008435661969493296
Position 6124: 0.0007812401503548561
Position 4083: 0.0007399298535666417
Position 4058: 0.0006754252920803604
Position 5108: 0.00041084216099722474
Position 6054: 0.0004095851025236423
Position 412: 0.00038949822090518716
Position 6296: 0.0003420976388171226
