Gene = RhoGEF3
index = 1425
Annotated 5SS: [23412 23668 24245 24865 25086 25255]
Annotated 3SS: [23457 23725 24320 24922 25147 25311]
SMsplice 5SS: [  319   895  3620  4298  5222 11844 12019 13676 13961 15749 23672 24245
 24865 25086 25255]
SMsplice 3SS: [  740   963  3683  4649 11332 11933 13262 13876 15486 23457 23725 24320
 24922 25147 25311]
top_k =  100
Partition function (log Z): 5.587664807029372

Sorted 5' Splice Sites (High to Low Probability):
Position 5222: 1.000000000000001
Position 15749: 1.0000000000000004
Position 24245: 1.0000000000000002
Position 895: 0.9988169021460315
Position 3620: 0.9970694323408081
Position 25255: 0.9893824948501763
Position 24865: 0.9861145533280471
Position 4298: 0.9783477740198377
Position 319: 0.9690252126508012
Position 25086: 0.9680470505101052
Position 13676: 0.9666724771655494
Position 11844: 0.9652918219017007
Position 2582: 0.6317667056387967
Position 12367: 0.5896575810272847
Position 13961: 0.4580088697721757
Position 21580: 0.44652214724689443
Position 12019: 0.40320708324554877
Position 1582: 0.2067911192692907
Position 25461: 0.1666654422860568
Position 1586: 0.16532931877193133
Position 1173: 0.06356677051489264
Position 12053: 0.038571886729529305
Position 1316: 0.03147386747484668
Position 25841: 0.030938533287045888
Position 25847: 0.024683827993204996
Position 1897: 0.024055178919283014
Position 116: 0.008260384278840021
Position 1492: 0.007112564203123978
Position 1313: 0.006657014322966719
Position 13: 0.004489867880899971
Position 104: 0.004468277191299077
Position 4260: 0.004287946541576715
Position 102: 0.002935115632528604
Position 520: 0.0026733776376611728
Position 347: 0.002501525653563149
Position 666: 0.0023561409059654264
Position 25259: 0.002346027902114362
Position 597: 0.00231721268593977
Position 669: 0.0017548657813426507
Position 629: 0.0014342180160382217
Position 4316: 0.001121695709814084
Position 889: 0.000886148591321338
Position 25468: 0.0008028732461228668
Position 108: 0.0005045042335607454
Position 243: 0.0003646627398529491
Position 432: 0.00026114962969491065
Position 1262: 0.00021304451399563687
Position 323: 0.00020443092216582896
Position 25226: 0.00014078453124863425
Position 1232: 0.00012042507120461715
Position 909: 0.00011597292267874295
Position 906: 4.930470957527979e-05
Position 495: 4.557461190847482e-05
Position 180: 4.319404203568373e-05
Position 899: 2.6908968411006395e-05
Position 106: 5.681691542004623e-06
Position 40: 5.156417108148674e-06
Position 142: 2.3495358366434385e-06
Position 212: 5.571942915950521e-07
Position 51: 2.2778845153086477e-07
Position 37: 1.5486207678661982e-07
Position 330: 1.095942157748983e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11933: 1.000000000000001
Position 23457: 1.0000000000000002
Position 24320: 0.9956711308735698
Position 25311: 0.9918153700044563
Position 4649: 0.9900728249363233
Position 24922: 0.9872099810454978
Position 963: 0.9783698666989453
Position 25147: 0.9695109157962675
Position 11332: 0.9652918219017007
Position 15486: 0.9603211115835395
Position 740: 0.9331646583916888
Position 3683: 0.7460236127347394
Position 13262: 0.5753633633962535
Position 13876: 0.49768775818863703
Position 21521: 0.44652214724689443
Position 2331: 0.33202841527819393
Position 2777: 0.2765171015286
Position 12134: 0.26813781086301147
Position 2823: 0.2264702155760917
Position 12091: 0.15460785390864623
Position 3750: 0.12672648445984594
Position 3190: 0.12584882087491228
Position 2334: 0.09719519725008027
Position 25902: 0.06446367148345115
Position 25517: 0.05882882126082949
Position 4132: 0.05811820162911365
Position 3686: 0.05288911744752942
Position 1651: 0.03566071162968456
Position 2032: 0.032992146832211654
Position 545: 0.03234142037579644
Position 27441: 0.026699623481854114
Position 1648: 0.025373693912814573
Position 25535: 0.016351364097072565
Position 25759: 0.013121671615457199
Position 26255: 0.011839068301186972
Position 26837: 0.011094260127494385
Position 701: 0.008653579844793943
Position 27516: 0.006619741762456776
Position 636: 0.006576964539892448
Position 176: 0.006245210425397246
Position 26719: 0.005896600171126952
Position 4469: 0.005805353287853224
Position 27544: 0.00522009007545714
Position 4411: 0.004121821775824293
Position 850: 0.004056107383832721
Position 476: 0.0031682257808905816
Position 1235: 0.0025711718325740905
Position 520: 0.002200718136912846
Position 26777: 0.002193002129940744
Position 307: 0.0020084035717338384
Position 25154: 0.0014904156674001561
Position 1312: 0.0010390099721137441
Position 25932: 0.0008569268960554096
Position 661: 0.0007657122242457312
Position 576: 0.0006455044032078073
Position 669: 0.0006396152871240955
Position 196: 0.0005662432425430597
Position 708: 0.000545220058981113
Position 243: 0.0005048158941847526
Position 582: 0.0004179242177098984
Position 69: 0.0002697051181453858
Position 24970: 0.0002389331445474848
Position 470: 0.00022241997802494582
Position 207: 0.00019132579677418868
Position 180: 0.00016771008476940087
Position 807: 9.823896222331497e-05
Position 1024: 6.292425428055413e-05
Position 286: 4.1292873161452454e-05
Position 81: 1.6579978939726765e-05
Position 142: 1.6262679798063e-05
Position 266: 1.615208857412378e-05
Position 1274: 1.5235928768231186e-05
Position 115: 9.298879224665832e-06
Position 998: 4.211715183687967e-06
Position 970: 3.5868147936645303e-06
Position 1064: 1.247907073424075e-06
Position 1095: 7.320139719435456e-07
Position 947: 6.665187613630135e-07
Position 90: 2.3401338252243367e-07
Position 102: 1.2918576990770754e-07
