Gene = Als2
index = 19
Annotated 5SS: [2586 3324 4524 4734]
Annotated 3SS: [2704 3386 4581 4792]
SMsplice 5SS: [2586 3324 4524 4734]
SMsplice 3SS: [2662 3386 4581 4792]
top_k =  100
Partition function (log Z): -1.9240461015352421

Sorted 5' Splice Sites (High to Low Probability):
Position 4734: 0.9967690912567547
Position 3324: 0.9902109340628359
Position 2586: 0.9285242228473342
Position 4524: 0.9277437811109408
Position 602: 0.16450628613883853
Position 169: 0.15720121482997373
Position 850: 0.03290981161330007
Position 5071: 0.026242650581659196
Position 4057: 0.022398350391532783
Position 2225: 0.022239257451339357
Position 4155: 0.017816794345089107
Position 5241: 0.005919124642021
Position 5234: 0.004728886267462213
Position 938: 0.003318292291440799
Position 5115: 0.0028099290122518723
Position 5197: 0.002614126556723624
Position 5251: 0.0024707952247508295
Position 58: 0.0011999455137286267
Position 5249: 0.0008370439744286656
Position 665: 0.0007487120341170847
Position 5145: 0.0006903839679996404
Position 5267: 0.0006375632193579671
Position 680: 0.0005539105834824029
Position 4112: 0.0005486145812408859
Position 5085: 0.0004870610373615509
Position 4874: 0.00046703361591641786
Position 5109: 0.0004618458563179212
Position 633: 0.0004601163161239415
Position 903: 0.0004397437085547259
Position 47: 0.00037966358331814143
Position 4348: 0.00020839294205524792
Position 5104: 0.00013127745824439364
Position 3406: 0.00012819009012076041
Position 5208: 0.00011103814861262338
Position 4081: 0.00010303067217705811
Position 208: 7.356037352756697e-05
Position 203: 6.066935619620057e-05
Position 4738: 4.990972816549658e-07
Position 4747: 4.925585823900757e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4581: 0.9943381894523872
Position 3386: 0.9728779830825742
Position 4792: 0.9159070673138151
Position 2662: 0.48113110051701624
Position 2704: 0.3416975893046169
Position 2224: 0.15675448755576374
Position 1111: 0.13624624241921277
Position 2758: 0.08205855226704237
Position 5302: 0.06711048357800996
Position 1549: 0.02606279023404743
Position 4806: 0.02417669884342878
Position 2282: 0.02213941779910633
Position 1582: 0.020007902306994382
Position 2667: 0.01818876891818176
Position 4779: 0.017912530165623886
Position 5152: 0.013130840979024025
Position 5167: 0.005078738680867704
Position 1801: 0.003367546385370502
Position 399: 0.0029018740830671357
Position 329: 0.0023122145496035796
Position 264: 0.0022278624653679683
Position 4612: 0.001642172002475157
Position 4776: 0.0013167248369604055
Position 1506: 0.0012638927611120878
Position 857: 0.0012192247377101745
Position 1071: 0.0010801897175083735
Position 534: 0.0010040242739245086
Position 574: 0.0008076256866702583
Position 110: 0.0007559466294571563
Position 5336: 0.0007452704450000559
Position 697: 0.0005898872515083576
Position 295: 0.0005271450980973809
Position 661: 0.0004820557427324914
Position 4630: 7.276094128476215e-05
Position 4128: 1.6048654434259455e-05
