Gene = l(3)76BDm
index = 1754
Annotated 5SS: [ 242  698 1682 1988 2505 3512 3998]
Annotated 3SS: [ 535  756 1738 2041 2598 3571 4127]
SMsplice 5SS: [ 242  698 1682 1988 2505 3512 3998]
SMsplice 3SS: [ 535  756 1738 2041 2598 3571 4127]
top_k =  100
Partition function (log Z): 22.713263865564493

Sorted 5' Splice Sites (High to Low Probability):
Position 698: 0.9987302591571546
Position 2505: 0.994274986661539
Position 1988: 0.9826711715032918
Position 1682: 0.9811517119531978
Position 3998: 0.9800731133642399
Position 3512: 0.9433628179337015
Position 242: 0.9370929040095469
Position 3337: 0.059130772103412735
Position 3699: 0.059099606919673045
Position 2228: 0.04976393132327631
Position 294: 0.02378649242302998
Position 2894: 0.020202614470615155
Position 3516: 0.01995572162733771
Position 441: 0.015252186581920334
Position 1146: 0.01512241417840105
Position 1965: 0.014341451321570603
Position 3014: 0.010766068133513332
Position 265: 0.008702635388705318
Position 1921: 0.008619025143695893
Position 2332: 0.008238757274810174
Position 1631: 0.0074603771539582505
Position 4763: 0.007059088354836766
Position 3823: 0.006173299826913211
Position 808: 0.0060197138271435935
Position 977: 0.005514104373934108
Position 273: 0.004126764980016857
Position 289: 0.004068690319609545
Position 3509: 0.0037057856830887063
Position 3221: 0.0032412887424224596
Position 3769: 0.003185799094557258
Position 3055: 0.003003134675490899
Position 3018: 0.002636251300852715
Position 1135: 0.0024209180693768894
Position 2513: 0.0021413556605582207
Position 6: 0.0018312350309187128
Position 2509: 0.0017717579740320023
Position 1189: 0.0015442177628852969
Position 3990: 0.0013328651882339017
Position 2260: 0.001235446901146693
Position 4995: 0.0012102251867048253
Position 2794: 0.0009136482389902278
Position 996: 0.0009088532441455417
Position 1980: 0.0008546185127676932
Position 437: 0.0008452433084507206
Position 1296: 0.0008118030604537901
Position 362: 0.0008102864441011952
Position 386: 0.000800325688419965
Position 2653: 0.0006797566549135885
Position 258: 0.0006389126232532932
Position 462: 0.0005540580752781043
Position 2202: 0.0005413856170650712
Position 327: 0.0005299194534599967
Position 4382: 0.000484334552942724
Position 704: 0.00048202202586885217
Position 269: 0.00047624886961894616
Position 1011: 0.0004498705181455093
Position 794: 0.00042943760435044384
Position 34: 0.0003752807859314891
Position 409: 0.0003682866930453452
Position 1006: 0.00035816243125291454
Position 246: 0.00035629524795818227
Position 3936: 0.0003439002532387312
Position 1775: 0.00032285134698979137
Position 2319: 0.0003142556420046266
Position 2668: 0.0003090572563565379
Position 2486: 0.00029323766675260296
Position 934: 0.00026330660995737545
Position 400: 0.0002622906198689133
Position 2244: 0.000235370242666584
Position 3703: 0.00018740216975501577
Position 4002: 0.00018577734320045897
Position 980: 0.00018554928392685349
Position 1097: 0.00017702212870271674
Position 1166: 0.00015659042044988722
Position 60: 0.0001368002915313687
Position 5003: 7.895812598947754e-05
Position 447: 7.30146139888511e-05
Position 49: 6.070457015904787e-05
Position 571: 4.7337018790094505e-05
Position 228: 4.136376692923364e-05
Position 1992: 4.035002430927748e-05
