Gene = SrpRbeta
index = 1522
Annotated 5SS: [188 580]
Annotated 3SS: [272 636]
SMsplice 5SS: [188 580]
SMsplice 3SS: [272 636]
top_k =  100
Partition function (log Z): 1.1207905021501625

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9854548518363955
Position 580: 0.9653442869421306
Position 451: 0.061493534160387844
Position 184: 0.008054125241866519
Position 416: 0.0035826345043343246
Position 33: 0.0035045142270594765
Position 1123: 0.0015117919640573886
Position 201: 0.0005461246417260388
Position 1106: 0.0003162383462699489
Position 734: 0.0003026578422849988
Position 206: 0.000285157425190783
Position 949: 0.00019614147931897494
Position 803: 0.00015752151194657984
Position 351: 0.00014165191496993238
Position 192: 0.00012997482930502156
Position 852: 0.00010625335208121016
Position 479: 0.00010564382521697035
Position 597: 7.490506201856223e-05
Position 770: 7.465096684772983e-05
Position 336: 6.026698813863263e-05
Position 8: 5.1653894667019046e-05
Position 1181: 4.2414012064982115e-05
Position 955: 4.220382343011292e-05
Position 16: 2.6541850366456937e-05
Position 6: 2.3599613784545066e-05
Position 227: 9.456709368097212e-06
Position 65: 4.3754573024115345e-06
Position 60: 2.58596048519129e-06
Position 39: 1.337105345998519e-06
Position 72: 7.817098622173376e-07
Position 37: 2.3905808104586355e-07
Position 157: 1.560662014768637e-07
Position 67: 6.466587259117277e-08
Position 545: 4.15562221208903e-08
Position 239: 2.396583505280595e-08
Position 281: 1.1899057607286687e-08
Position 584: 8.676129177103711e-10
Position 613: 6.470639356720604e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9828886068854418
Position 636: 0.9466606143941185
Position 659: 0.03622213652524577
Position 520: 0.02933286633170805
Position 477: 0.006996523079620561
Position 1180: 0.005192771653977584
Position 880: 0.003951283728462069
Position 367: 0.0032620846477112797
Position 689: 0.002362977620025785
Position 294: 0.002146231781401749
Position 76: 0.0017797169435244229
Position 706: 0.0015047591661464395
Position 409: 0.0014928273872677415
Position 111: 0.0014822265514065607
Position 663: 0.0014520433558247283
Position 336: 0.0010539019781797036
Position 559: 0.0009203901088314949
Position 1058: 0.0008874274624128294
Position 1209: 0.0004618928062199181
Position 607: 0.00045013780000478126
Position 412: 0.000368620311648712
Position 770: 0.00019992675418462275
Position 351: 0.00017969105331021635
Position 1226: 0.00011516996804559804
Position 313: 6.610757083739291e-05
Position 1262: 6.396906132082942e-05
Position 578: 4.5259510916176155e-05
Position 184: 4.1745691802431775e-05
Position 157: 3.4687179339449766e-05
Position 450: 2.0495171323140336e-05
Position 120: 4.541592519751029e-06
Position 117: 3.5940645763063484e-06
Position 172: 3.1269273873800353e-06
Position 126: 6.085942595642052e-08
