Gene = Fic
index = 1167
Annotated 5SS: [1071 1334]
Annotated 3SS: [1129 1392]
SMsplice 5SS: [1071 1334]
SMsplice 3SS: [1129 1392]
top_k =  100
Partition function (log Z): 3.237568324556605

Sorted 5' Splice Sites (High to Low Probability):
Position 1334: 0.9991063848095736
Position 1071: 0.9988076780480788
Position 257: 0.4429728005681656
Position 30: 0.025764605903172574
Position 1961: 0.003581877882648043
Position 1226: 0.0025599094840195475
Position 1695: 0.00249253731798665
Position 121: 0.0019253854263885884
Position 1918: 0.0013548394242292481
Position 1508: 0.0013101496041502806
Position 46: 0.0012709531827814005
Position 1224: 0.001110931799217481
Position 364: 0.0010615191269977235
Position 573: 0.0009445086977660558
Position 1537: 0.0007641196847246794
Position 1555: 0.0007479037186002205
Position 128: 0.0005968928344126972
Position 1738: 0.0005336809447167631
Position 1044: 0.0004315438510601808
Position 1837: 0.00028336237332147226
Position 1063: 0.0002630393355849312
Position 1530: 0.0002294086832403113
Position 1216: 0.00021891841661158715
Position 6: 0.0001936754064027241
Position 336: 0.0001707551812968182
Position 1783: 0.00010215554421047094
Position 1853: 9.786825969429006e-05
Position 144: 8.477832667950972e-05
Position 37: 8.364604518253609e-05
Position 1818: 7.739758215655256e-05
Position 298: 6.450752174046454e-05
Position 34: 2.8712960595654492e-05
Position 919: 8.696880422743773e-06
Position 108: 2.354280574260292e-06
Position 98: 1.1181028217386116e-06
Position 1338: 8.793059692724453e-07
Position 1292: 1.8535130554883656e-07
Position 159: 1.1163443083102043e-07
Position 1312: 3.519332733143689e-08
Position 960: 3.085979566545596e-08
Position 1252: 2.7934583248829346e-08
Position 137: 2.0316420555010533e-08
Position 139: 1.41732638135769e-08
Position 1237: 2.24049565859532e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1392: 0.9952044224369879
Position 1129: 0.9949896108529983
Position 320: 0.3985029651658119
Position 414: 0.03990149096125397
Position 74: 0.008382411135325597
Position 2015: 0.007667732482076699
Position 106: 0.006512722182594214
Position 723: 0.005081330453080359
Position 922: 0.004505425509110751
Position 1148: 0.004001433961660319
Position 1280: 0.0039194427332737295
Position 631: 0.003316307079240703
Position 1400: 0.002647569438847648
Position 350: 0.002566572990480016
Position 171: 0.0021115351771174734
Position 1660: 0.0018243362211988658
Position 1559: 0.0016430710321976628
Position 2001: 0.0013708512617254206
Position 737: 0.0012933842436892904
Position 954: 0.0012873127064222283
Position 1171: 0.0007026454152355213
Position 181: 0.000517490999295148
Position 466: 0.00031853664016011574
Position 1890: 0.0002674108454940331
Position 381: 0.00023069106600512386
Position 144: 0.00013925384797705412
Position 261: 0.00011739650350946066
Position 480: 0.00011646953371800883
Position 1940: 5.766826102979669e-05
Position 1223: 2.8690094393911454e-05
Position 1200: 1.236770628620023e-05
Position 228: 5.732455806195438e-06
Position 231: 3.6108639519871832e-06
Position 205: 1.5106606743749125e-06
Position 202: 5.213001899158516e-07
