Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  100
Partition function (log Z): 3.020458837645717

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9987710730809339
Position 3278: 0.989450516768385
Position 1072: 0.9771397317802241
Position 2263: 0.9588612710923881
Position 1881: 0.4478189197113332
Position 2402: 0.0751214442582705
Position 1370: 0.04141098153487726
Position 2094: 0.03523917286558079
Position 2411: 0.02925792825397458
Position 450: 0.022875185493849964
Position 1362: 0.02219457664438979
Position 2912: 0.017969777545572274
Position 207: 0.011278336470283545
Position 3882: 0.011187326090635701
Position 2908: 0.009259948600154867
Position 1061: 0.008938443970913458
Position 1248: 0.008533228751133468
Position 2480: 0.0071759686633160995
Position 2384: 0.006368973937921718
Position 272: 0.00632084414193822
Position 533: 0.005706575867380887
Position 429: 0.00470456649487995
Position 958: 0.0038522395248106376
Position 282: 0.003519703862970639
Position 3405: 0.0031392162493813543
Position 1816: 0.0029356799336522944
Position 3630: 0.0026683161671215844
Position 407: 0.0025961206894807593
Position 505: 0.002307821321608627
Position 1420: 0.002142842020718684
Position 51: 0.0016065719450323846
Position 1083: 0.0013779482014235232
Position 1542: 0.0012536240617567328
Position 576: 0.0012076877505874145
Position 2958: 0.0006890704710340211
Position 444: 0.0006385111042634392
Position 3463: 0.0004585917808179529
Position 3831: 0.00039942003804155054
Position 94: 0.00039345995425790845
Position 524: 0.00027376385649555964
Position 566: 0.00022918218540625006
Position 2709: 0.00020630910902823772
Position 485: 0.00020497322172668674
Position 263: 0.00020297516511283873
Position 596: 0.00019503818984240403
Position 2626: 0.00018524908243342756
Position 455: 0.00012971844782733472
Position 989: 2.3973022096846128e-05
Position 1002: 1.2784434614592735e-05
Position 3240: 1.0806754274935272e-05
Position 3054: 8.809490961244312e-06
Position 3564: 8.378608505164937e-06
Position 3495: 5.945661064592295e-06
Position 3163: 4.5443972656637695e-06
Position 2722: 1.8383878727499178e-06
Position 2713: 1.1460261288866119e-06
Position 2987: 3.576128317545655e-07
Position 3023: 1.1491728238800344e-07
Position 3444: 9.911942172882417e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9909961766010965
Position 2810: 0.9909520137351139
Position 1128: 0.9076468071554513
Position 2323: 0.9045937023582697
Position 1955: 0.3741494247962224
Position 2479: 0.18294540118544977
Position 2154: 0.09441063780497193
Position 1505: 0.05020799661089919
Position 649: 0.04410582634037196
Position 1869: 0.04028122227296126
Position 3019: 0.017439807450159044
Position 1440: 0.013079814148654
Position 1160: 0.012470389217941531
Position 1662: 0.011226681786140086
Position 2981: 0.01116125692749102
Position 4082: 0.010184576116005819
Position 2209: 0.008900235409470339
Position 781: 0.008742157836814618
Position 1173: 0.008446792027932156
Position 2334: 0.00748909349994036
Position 2571: 0.0071759686633160995
Position 668: 0.006485128165177653
Position 1016: 0.004085762951496409
Position 2862: 0.003442830923975968
Position 1117: 0.002835168975277146
Position 3686: 0.0026683161671215835
Position 3534: 0.0025775591217460396
Position 3463: 0.002071116662166348
Position 606: 0.0015296441480415796
Position 4031: 0.0014021700126714263
Position 2842: 0.0011608155265725043
Position 509: 0.0007429838855817276
Position 126: 0.0007231352086496498
Position 601: 0.0007035138025525877
Position 123: 0.0003979976690955616
Position 3335: 0.00035133456691959565
Position 710: 0.0003392333793895616
Position 674: 0.00017350735749584287
Position 739: 0.00016200420543054442
Position 3629: 8.378608505164937e-06
Position 3547: 5.945661064592295e-06
Position 3346: 5.095841886832281e-06
