Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  100
Partition function (log Z): -0.714176823534936

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9841199351942288
Position 914: 0.9839839367129966
Position 544: 0.8223813571545293
Position 152: 0.19987808994269857
Position 561: 0.036394468163893044
Position 1395: 0.011639361522693523
Position 17: 0.003978944168393591
Position 171: 0.0037625581313667704
Position 94: 0.0028577273560685757
Position 327: 0.0028458258467001455
Position 140: 0.002335370357952184
Position 595: 0.0016956764398468626
Position 78: 0.0015088677048418406
Position 387: 0.0010746213673856848
Position 1615: 0.0009958577962657837
Position 1560: 0.0009409550400671942
Position 38: 0.0007265575507629591
Position 1699: 0.0004894952446606402
Position 269: 0.0004559898713367177
Position 1520: 0.00037138729285145076
Position 1430: 0.0002510515426054872
Position 1196: 0.00023544634146835248
Position 7: 0.00013463377796921666
Position 624: 0.00012295050801497496
Position 918: 9.1170097100913e-05
Position 1376: 6.854716304785833e-05
Position 832: 5.271631746921033e-05
Position 1658: 4.601383164291135e-05
Position 1217: 4.4099972711515765e-05
Position 60: 4.305776385916552e-05
Position 1601: 3.899541402287405e-05
Position 1256: 3.599803288321354e-05
Position 1399: 3.5446903570006345e-05
Position 889: 3.066875756992571e-05
Position 212: 2.2553138425335416e-05
Position 251: 1.2258367875948825e-05
Position 143: 1.1433948161324493e-05
Position 1009: 4.306849782488211e-07
Position 318: 6.758979948513321e-09
Position 983: 1.1635243292664612e-09
Position 103: 1.073510005639133e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1083: 0.9794522917012692
Position 970: 0.9790307198001962
Position 756: 0.7134826357911681
Position 210: 0.1780921385683779
Position 616: 0.08617229121529862
Position 685: 0.06346963177888681
Position 294: 0.02456573502412551
Position 1752: 0.007859073429590725
Position 779: 0.005697144603864477
Position 979: 0.005597280731310496
Position 1456: 0.004764513346561393
Position 1505: 0.004424357954783787
Position 1112: 0.002436096195405669
Position 237: 0.0015337266080553867
Position 621: 0.0015003095149964231
Position 658: 0.0010729232069336394
Position 267: 0.0008490838846197702
Position 692: 0.0007699031907063222
Position 946: 0.0005429382775352095
Position 591: 0.00046020745473495376
Position 1190: 0.00036169749162741555
Position 901: 0.0003244804360280771
Position 1300: 0.00028070567421649667
Position 1161: 0.0002804602785965904
Position 853: 0.0002356701830568386
Position 432: 0.00020015117703975504
Position 393: 0.00018056513042587083
Position 156: 5.621218103116886e-05
Position 1023: 1.3286333449569881e-05
Position 311: 3.2805010163468194e-06
Position 143: 2.804234899519449e-06
Position 438: 2.1447338336289264e-06
Position 354: 3.7852891256800454e-09
