Gene = Schip1
index = 1473
Annotated 5SS: [  37 1125 1642 1795 1921 2313 2645]
Annotated 3SS: [ 523 1184 1705 1853 1980 2375 2705]
SMsplice 5SS: [  37 1125 1642 1795 1921 2313 2645]
SMsplice 3SS: [ 523 1184 1705 1853 1980 2375 2705]
top_k =  100
Partition function (log Z): 22.781916751704564

Sorted 5' Splice Sites (High to Low Probability):
Position 1921: 0.9994425674889199
Position 1795: 0.993147523068447
Position 1642: 0.9925827778127326
Position 1125: 0.9919824583176347
Position 2313: 0.9195533706666655
Position 37: 0.9190346432107064
Position 2645: 0.793283796401552
Position 402: 0.23602321224308814
Position 1376: 0.1519264738765741
Position 712: 0.1425154775452466
Position 2262: 0.04072506104233464
Position 2307: 0.03525688152788586
Position 330: 0.034201150351845976
Position 252: 0.018376646326501607
Position 283: 0.012026397236629235
Position 150: 0.007021989999544492
Position 475: 0.006872610202334868
Position 1799: 0.004932033251544191
Position 1402: 0.004432592469936782
Position 1635: 0.003534158493048622
Position 2649: 0.003510304661340394
Position 1289: 0.0031107990261420807
Position 1132: 0.001964320973309569
Position 2194: 0.0015012206769740273
Position 772: 0.0013674992714654448
Position 1361: 0.0011800372359684677
Position 385: 0.0008609844803003657
Position 2062: 0.0007465328657395459
Position 1545: 0.0006313479979190598
Position 271: 0.0004161205138667457
Position 2067: 0.0003667448312466797
Position 1774: 0.00032410765494363694
Position 1607: 0.00018869912575562539
Position 2496: 0.0001795719567213631
Position 2092: 0.00013769098986783754
Position 41: 7.251313741772243e-05
Position 305: 6.773242200077701e-05
Position 2517: 6.378751414029324e-05
Position 178: 2.799172254529899e-05
Position 113: 1.7048997652470625e-05
Position 91: 1.6738665303062036e-05
Position 101: 1.5555924773668995e-05
Position 2210: 1.4648029131932194e-05
Position 388: 1.4137018655926717e-05
Position 376: 1.4133044545283491e-05
Position 371: 1.0885136892671457e-05
Position 846: 1.0197349043426792e-05
Position 1342: 2.910559237762774e-06
Position 31: 2.232463281443488e-06
Position 94: 1.4369126446280979e-06
Position 1744: 4.892042246821625e-07
Position 1048: 6.95579455532612e-08
Position 224: 5.857690352024857e-12
Position 1559: 5.74925385623582e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1853: 0.9985002707381472
Position 1705: 0.9962562498335208
Position 1184: 0.9961781664783252
Position 1980: 0.9940125366564878
Position 2375: 0.992881795078128
Position 523: 0.9238067545631952
Position 2705: 0.7762338329390176
Position 169: 0.11353680920068882
Position 91: 0.09921818415396827
Position 862: 0.08518389156485742
Position 1466: 0.07830996532567597
Position 1450: 0.05403019197726059
Position 239: 0.052550642372783986
Position 1436: 0.023052887561078216
Position 101: 0.02152512042972522
Position 2718: 0.021148883142441424
Position 987: 0.018673746072537623
Position 807: 0.011144046457608484
Position 124: 0.009952905951669765
Position 992: 0.009483649145576055
Position 1489: 0.006229135631458599
Position 804: 0.005878641271193109
Position 926: 0.004453255297640188
Position 550: 0.00340472047991687
Position 772: 0.0033440449770289356
Position 922: 0.0029459387872080383
Position 2327: 0.0027865764194721586
Position 2029: 0.0024914216452570034
Position 597: 0.002010705726315026
Position 276: 0.0015917401509148383
Position 478: 0.0014739234434287083
Position 330: 0.001386947334866214
Position 2141: 0.0013633343893118017
Position 572: 0.0013586781954858082
Position 1991: 0.0012547172826173519
Position 1197: 0.0012278725990896933
Position 2259: 0.0009258271053938507
Position 1725: 0.0008021720365508561
Position 1988: 0.0006721453502640386
Position 2202: 0.0006244428504481592
Position 496: 0.0005388933781300639
Position 639: 0.0005267919803231655
Position 2380: 0.00024210852206351093
Position 2531: 0.00014488153892060863
Position 305: 0.00012829749750620814
Position 256: 0.0001242470599785389
Position 1747: 5.032646849587941e-05
Position 1671: 3.502543524954283e-05
Position 1773: 1.2833761875716721e-05
Position 134: 1.1867996001389388e-07
Position 150: 1.652672898110617e-08
