Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  100
Partition function (log Z): -0.9800428310879559

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9919187538549957
Position 3917: 0.9875276074148651
Position 4980: 0.8771831383180468
Position 186: 0.47428788509797754
Position 645: 0.42042131334988614
Position 3108: 0.2844626390238302
Position 1442: 0.20353726802137728
Position 1133: 0.10997600761898309
Position 1118: 0.06550087687634694
Position 241: 0.05761706160583922
Position 1455: 0.027815924778467574
Position 4200: 0.022144147215797688
Position 3277: 0.01980568589230989
Position 222: 0.018879438045700216
Position 2171: 0.017347518810843746
Position 5593: 0.015883512330908057
Position 855: 0.013107766991470557
Position 226: 0.010594628055728042
Position 2589: 0.007978079791734642
Position 4685: 0.007846313762943416
Position 4430: 0.0050342198286169445
Position 1550: 0.0049330559116622175
Position 204: 0.0043737130599993245
Position 475: 0.002272191593804786
Position 803: 0.002114029579260497
Position 2153: 0.0020805480870292256
Position 705: 0.0011971707237751375
Position 3571: 0.0011232995028466097
Position 1145: 0.0007929905180102912
Position 3516: 0.0007128110590130232
Position 4059: 0.0006719518549716686
Position 601: 0.0002562131160824911
Position 31: 0.0001896667637939302
Position 230: 6.342258731712107e-05
Position 660: 6.007509014342997e-05
Position 673: 5.200492148914401e-05
Position 232: 3.1238722701829236e-05
Position 27: 2.46075650635261e-05
Position 416: 1.6313992116154534e-05
Position 514: 1.5903428610023904e-05
Position 236: 1.4538624823705481e-05
Position 47: 4.9525620355247965e-06
Position 35: 3.7868441316185983e-06
Position 477: 2.0709134340704077e-06
Position 497: 1.9846864435113405e-07
Position 3872: 2.1307792203150365e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3423: 0.9969989933024099
Position 3979: 0.963704876532114
Position 5043: 0.8803991637211744
Position 3587: 0.8660440018694006
Position 704: 0.34728724543697936
Position 1977: 0.30618417526694774
Position 3637: 0.08277621435395878
Position 1198: 0.04288334921005069
Position 4386: 0.03117453468323183
Position 1247: 0.02778354515105961
Position 3611: 0.023822999058930493
Position 285: 0.015070677062235596
Position 4146: 0.013868482144858052
Position 5664: 0.01363603545868154
Position 3634: 0.01190395089814351
Position 758: 0.008048000862705627
Position 5049: 0.007300895585164361
Position 3673: 0.005275210483617536
Position 3678: 0.002811028655065696
Position 5870: 0.0022474768722265197
Position 4547: 0.002131423560641908
Position 1036: 0.001963062592648796
Position 4482: 0.0018308219476550333
Position 1050: 0.0016401858495360716
Position 3721: 0.001095438036281508
Position 240: 0.0005039327911680166
Position 576: 0.00025001954931958524
Position 128: 0.00019180929510518568
Position 433: 0.00014817436692565
Position 492: 0.00012886229401450405
Position 3858: 0.00012778639913552065
Position 613: 0.00012257799714704236
Position 371: 9.441992120121167e-05
Position 293: 8.021131460333593e-05
Position 538: 6.902298511699909e-05
Position 346: 5.824865109727277e-05
Position 579: 4.292663606837741e-05
Position 266: 3.776278583403274e-05
Position 359: 3.3648251756607e-05
Position 563: 3.290158828011434e-05
Position 146: 3.101514850903313e-05
Position 526: 2.389941192111302e-05
Position 588: 1.755550229672962e-05
