Gene = Tango1
index = 1546
Annotated 5SS: [ 293 2508 3057 3242 3990 4149]
Annotated 3SS: [ 398 2619 3108 3364 4046 4206]
SMsplice 5SS: [ 293 1146 3057 3242 3990 4149 4940]
SMsplice 3SS: [ 398 2619 3108 3364 4046 4206 5088]
top_k =  100
Partition function (log Z): 9.720064986725122

Sorted 5' Splice Sites (High to Low Probability):
Position 4149: 0.9998874649170482
Position 293: 0.9885795014782833
Position 3990: 0.8525199614472277
Position 3242: 0.8209822526095805
Position 1146: 0.7096946288341546
Position 3057: 0.6311257570002913
Position 4940: 0.5799397077440454
Position 897: 0.30994430589283367
Position 3039: 0.27860098924190285
Position 2508: 0.056255579530627806
Position 3510: 0.036675276711486626
Position 3946: 0.022181832478302264
Position 3277: 0.020621828858810774
Position 4954: 0.02053450875164753
Position 2715: 0.01678734026098152
Position 4982: 0.01267603190328274
Position 3636: 0.008487574133704715
Position 610: 0.0071068352148886465
Position 3814: 0.006963446441944849
Position 649: 0.006330781380307227
Position 3869: 0.005598750577714873
Position 617: 0.004979842825090992
Position 1397: 0.00473396358059245
Position 1169: 0.00459066308489355
Position 806: 0.0036433248344029277
Position 3404: 0.003586372314846292
Position 626: 0.0034079327887495325
Position 444: 0.002930831525037802
Position 845: 0.002844541184275267
Position 3011: 0.002650908010837913
Position 319: 0.002633449363709565
Position 5038: 0.0025725871050328525
Position 4368: 0.002310376046609283
Position 636: 0.0019052844740010185
Position 3767: 0.0017517540233775036
Position 2010: 0.0016190472760894605
Position 3851: 0.0015657038524559273
Position 1855: 0.0013368345956506443
Position 3173: 0.0012618461754687073
Position 1945: 0.0011360477225383458
Position 3495: 0.0006873693762197154
Position 674: 0.00066496578987309
Position 525: 0.0006082091914172097
Position 287: 0.000601008540310811
Position 1885: 0.0005716990390094664
Position 4843: 0.0005474901437345388
Position 3619: 0.0005457894160378806
Position 4403: 0.0003309399259718453
Position 270: 0.0002956966963366955
Position 4972: 0.0002491957308734189
Position 20: 0.0002442501321481601
Position 300: 0.00020381349040516416
Position 57: 0.00016760564036080627
Position 1612: 0.00015143454074372146
Position 4421: 8.774930914185349e-05
Position 347: 6.3859552256941e-05
Position 297: 4.298241599997621e-05
Position 4153: 2.7037810391241335e-05
Position 240: 2.5270648007763087e-05
Position 4839: 1.7046195600349735e-05
Position 1442: 6.56403075008667e-06
Position 4105: 6.342067342893659e-06
Position 188: 6.057547238724754e-06
Position 25: 3.5039766671634473e-06
Position 686: 3.0213239626313785e-07
Position 86: 2.1904588277157394e-07
Position 712: 1.5110352741409255e-07
Position 213: 1.3522164824255091e-07
Position 104: 9.912477845025567e-08
Position 520: 7.698258385167019e-08
Position 202: 7.286262538094385e-08
Position 224: 3.402434047153676e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4206: 0.9944059292685354
Position 3364: 0.9745455740106069
Position 4046: 0.9559810534623835
Position 2619: 0.9416828530053393
Position 398: 0.893112389242558
Position 3108: 0.6264525074783691
Position 5088: 0.5970704759673049
Position 956: 0.21833453785222917
Position 3094: 0.13077486158376792
Position 2869: 0.0693309016992787
Position 5002: 0.020944184187384515
Position 4048: 0.006761600345303998
Position 4213: 0.005496927577292022
Position 1069: 0.005312637432930498
Position 3311: 0.0026067126965682833
Position 773: 0.0014690639027998768
Position 1009: 0.001176717373087163
Position 2555: 0.000891677558712105
Position 5097: 0.0007841675114860405
Position 979: 0.0005299625332164595
Position 3340: 0.00046326336176343393
Position 4914: 0.00022481760230573918
Position 5134: 0.00017222857092521438
Position 758: 0.00010391929197719509
Position 3320: 9.406947795317938e-05
Position 3389: 7.813748334701298e-05
Position 86: 7.652289281457863e-05
Position 89: 7.087982049276639e-05
Position 583: 5.6188978794724936e-05
Position 4601: 3.549750245168978e-05
Position 4887: 3.426151408176451e-05
Position 4267: 1.7620516705260542e-05
Position 95: 9.452886527115605e-06
Position 177: 5.888037741364094e-06
Position 183: 3.342307059000041e-06
Position 162: 5.978598221902891e-07
Position 264: 5.069944941912003e-07
Position 4262: 3.71319338814976e-07
Position 166: 2.947692939285575e-07
Position 104: 4.1931460746688304e-08
Position 496: 7.224905001429745e-11
Position 342: 1.6598082239977126e-11
