Gene = pkaap
index = 1839
Annotated 5SS: [ 182  583 1912]
Annotated 3SS: [ 309  852 1980]
SMsplice 5SS: [ 182  583 1912]
SMsplice 3SS: [ 309  852 1980]
top_k =  100
Partition function (log Z): -1.1023309724913917

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9748200488235281
Position 1912: 0.9671165699800246
Position 583: 0.9291535357114562
Position 746: 0.04180876032278772
Position 6: 0.014631434408152665
Position 1089: 0.008510164927944812
Position 1902: 0.0057116450123081575
Position 765: 0.005629642781557911
Position 148: 0.0049732557038789735
Position 688: 0.0030776833250472624
Position 526: 0.0012213348949245248
Position 774: 0.0009402743871091044
Position 400: 0.0008379266805057991
Position 2626: 0.000767529137738288
Position 762: 0.0007531716460344976
Position 771: 0.0006957232454584653
Position 565: 0.0005585202074174293
Position 2829: 0.0005197041942527997
Position 538: 0.0005051423176867297
Position 239: 0.0004412917146260133
Position 1844: 0.00043819879068542067
Position 700: 0.00038919147565511636
Position 535: 0.00028290478080448595
Position 2814: 0.0002777342715670174
Position 2611: 0.0002640628737283357
Position 532: 0.00023669504329566898
Position 2421: 0.0002347802724653737
Position 2491: 0.00022818635217142347
Position 186: 0.00021983411550781292
Position 604: 0.00021556855928533283
Position 727: 0.00021460367739348728
Position 661: 0.0001976182437418137
Position 529: 0.00013781534181936964
Position 156: 9.892464800731598e-05
Position 89: 6.645971655870404e-05
Position 2344: 5.790250296641732e-05
Position 2084: 4.590205220930674e-05
Position 2376: 4.2501002501233946e-05
Position 2779: 3.230928566243762e-05
Position 2635: 2.7855820613532662e-05
Position 365: 2.474038956098817e-05
Position 387: 1.796362413673126e-05
Position 54: 9.72113166419917e-06
Position 215: 9.803396404695512e-07
Position 621: 5.371725773240682e-07
Position 1506: 5.4393553681992313e-08
Position 1829: 2.1620828691642533e-08
Position 267: 1.0521408096679556e-09
Position 1818: 9.903742854642534e-10
Position 287: 4.140326545506223e-11
Position 294: 1.9736354831783794e-12
Position 316: 1.6389335795386552e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 309: 0.9745531206726596
Position 852: 0.8983122000799513
Position 1980: 0.8384840045744794
Position 2009: 0.1323566860638445
Position 1140: 0.05737076455039327
Position 89: 0.012934590309680102
Position 659: 0.01262565091629838
Position 1715: 0.0075603105024946125
Position 1531: 0.005690308950752604
Position 953: 0.004283977102427199
Position 2900: 0.0033256321595054824
Position 691: 0.002993754498166377
Position 1721: 0.002913083251203915
Position 2740: 0.0025586969627612137
Position 935: 0.0017609640343871913
Position 448: 0.0017020917275313515
Position 1077: 0.0016395411506042283
Position 2088: 0.0008304211804639008
Position 2108: 0.0008212941475295564
Position 1281: 0.0006572725332442357
Position 1961: 0.000642262161245889
Position 363: 0.0006196927644525503
Position 2060: 0.00044276801858390586
Position 325: 0.00032108034769912476
Position 1103: 0.00031639474793165737
Position 2225: 0.00020817522639749906
Position 474: 0.0001066563090245198
Position 107: 0.00010638531176370397
Position 471: 9.6426377509204e-05
Position 462: 7.111942003191333e-05
Position 322: 6.721965826032802e-05
Position 714: 3.185909532601001e-05
Position 138: 2.0809278000279217e-05
Position 116: 7.682321514334542e-06
Position 113: 3.36974808278139e-06
Position 408: 8.242349720323577e-08
Position 171: 4.940871627605106e-08
Position 504: 2.2437176176701893e-08
Position 153: 5.614155290394933e-09
Position 173: 2.656116521952391e-09
Position 201: 2.2060355161049464e-10
Position 144: 9.248150661265512e-11
