Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  100
Partition function (log Z): -5.490358678343108

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9984600806368893
Position 280: 0.8200345645369348
Position 1461: 0.29187933011484996
Position 1225: 0.10269003707708847
Position 3363: 0.08608840680071102
Position 3377: 0.08234782143739283
Position 626: 0.06625683421603835
Position 1709: 0.056185955713572745
Position 1506: 0.034470906383630075
Position 1086: 0.02214423655577609
Position 3381: 0.015847449744680834
Position 41: 0.014253465229045532
Position 851: 0.010614903286524828
Position 3397: 0.00903887227989866
Position 455: 0.006425805404955152
Position 315: 0.006371545497715391
Position 1513: 0.006061839045586268
Position 29: 0.004425445738195474
Position 3555: 0.0032425148066772278
Position 461: 0.002913458704145098
Position 827: 0.0027992250023454604
Position 465: 0.0003228405034372424
Position 678: 0.0002607292876627151
Position 831: 0.00012726848196706282
Position 65: 7.66432818224597e-05
Position 10: 2.588620235906101e-05
Position 3103: 2.0869469133701392e-05
Position 20: 1.6234755574168638e-05
Position 220: 1.1156936715672466e-05
Position 81: 7.133130060456997e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.9990994366438284
Position 1602: 0.7188358157399727
Position 1296: 0.29028829330697925
Position 3438: 0.09809883473441637
Position 1739: 0.09774562035857669
Position 2082: 0.08934332834992335
Position 1770: 0.06940562807816436
Position 522: 0.0466175838233119
Position 1555: 0.043521381002664165
Position 1078: 0.01931788762671588
Position 3457: 0.01748194560879685
Position 3739: 0.015750733645033207
Position 105: 0.014460694891619724
Position 996: 0.014246415902356507
Position 3480: 0.013939434983466963
Position 365: 0.011523574535580958
Position 3612: 0.010537169606491443
Position 4567: 0.010106295721049919
Position 1785: 0.008467491818002264
Position 3848: 0.0078998162383941
Position 455: 0.0075445749962155355
Position 3415: 0.006971812604269107
Position 3761: 0.005791208693842989
Position 4796: 0.004908424721868414
Position 1031: 0.004250512366557315
Position 1375: 0.0031732418508200132
Position 111: 0.0031560366603686774
Position 4207: 0.0023707755167994755
Position 1210: 0.002307917505992727
Position 3893: 0.0016182410186302892
Position 3629: 0.0010903719763013995
Position 146: 0.0008817047654133115
Position 327: 0.0007566734776389366
Position 442: 0.0006039916446695464
Position 477: 0.000566658433582412
Position 374: 0.00044621869205242943
Position 117: 0.00027484325188382796
Position 3184: 2.0869469133701317e-05
