Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  100
Partition function (log Z): 10.774446647416346

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9998454985338651
Position 1565: 0.9891237583468281
Position 2245: 0.8768877813073059
Position 1835: 0.8035613758206002
Position 1120: 0.7509288926485024
Position 539: 0.7503664323095528
Position 843: 0.7465376193948977
Position 31: 0.35865926615184895
Position 1778: 0.15758630447983546
Position 848: 0.08096289238029651
Position 1877: 0.028995836888266346
Position 543: 0.027824540571578137
Position 240: 0.025094486787782352
Position 787: 0.01697893811779196
Position 1105: 0.0066158232720262425
Position 1087: 0.003486947486652175
Position 1041: 0.003092457326942827
Position 1030: 0.0024008254336142596
Position 1819: 0.0022768207508977777
Position 2003: 0.0020039473589506013
Position 756: 0.001723112303066559
Position 175: 0.000976651338592685
Position 75: 0.0008197450089895297
Position 1004: 0.0006699912339746921
Position 81: 0.000541404008974094
Position 835: 0.0004202296247885058
Position 793: 0.0003031490329515356
Position 692: 0.00028389147825891406
Position 1846: 0.00020718993093435536
Position 2570: 5.793476165094248e-05
Position 204: 5.032162312022224e-05
Position 61: 4.7295104868172685e-05
Position 1398: 3.164309135160083e-05
Position 18: 2.9200325006013284e-05
Position 97: 2.9131647023882263e-05
Position 183: 2.759188787612146e-05
Position 6: 2.734134592817553e-05
Position 44: 1.7550509764778606e-05
Position 144: 1.028823458185127e-05
Position 1369: 9.995509648902624e-06
Position 748: 8.569383326754958e-06
Position 35: 4.568527933843719e-06
Position 437: 1.65675172498919e-06
Position 1510: 5.792017864799017e-07
Position 2270: 3.707845043267149e-08
Position 2202: 2.5816454040176464e-08
Position 2192: 2.5363425585507707e-08
Position 274: 1.4155106723139124e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9989659228967402
Position 2079: 0.9802368437299234
Position 1618: 0.9622025567128777
Position 909: 0.8739643654746543
Position 2312: 0.8661128228961061
Position 603: 0.8098077470289944
Position 1172: 0.7832673146230198
Position 144: 0.1875629775489427
Position 328: 0.03170198836273564
Position 1659: 0.026710438227634456
Position 394: 0.02494224494847807
Position 298: 0.022575967605201593
Position 247: 0.021188212230503236
Position 2360: 0.011973189662912106
Position 1984: 0.007522843778921618
Position 78: 0.0052449777738863375
Position 662: 0.003918983633891618
Position 269: 0.0036475782237264864
Position 2144: 0.002280578116920551
Position 1272: 0.002027554424737256
Position 2526: 0.0019856363732987646
Position 81: 0.0017059384783462668
Position 1315: 0.001599194655105163
Position 1158: 0.0015549563724147834
Position 2042: 0.001407430237037199
Position 214: 0.001058029390873558
Position 1668: 0.001048667978234083
Position 149: 0.0009164775963864436
Position 204: 0.0005754153318247786
Position 846: 0.0005605302802730104
Position 175: 0.00045356268543184693
Position 200: 0.00028079976395193164
Position 444: 0.0001462696687532746
Position 262: 9.25229226102268e-05
Position 448: 8.602966534075036e-05
Position 1490: 7.782998817275442e-05
Position 1697: 6.711183475966807e-05
Position 2674: 5.7934761650942475e-05
Position 1797: 1.196086316518157e-07
