Gene = Kebab
index = 1244
Annotated 5SS: [148 518 725]
Annotated 3SS: [205 571 933]
SMsplice 5SS: [518 725]
SMsplice 3SS: [571 933]
top_k =  100
Partition function (log Z): -6.278647086946988

Sorted 5' Splice Sites (High to Low Probability):
Position 725: 0.9677965963635897
Position 518: 0.8698147047842495
Position 2146: 0.3831129315124174
Position 148: 0.15993389568784544
Position 1820: 0.06149562565653067
Position 265: 0.020190008543191914
Position 523: 0.017955295260890927
Position 1293: 0.0144070315304388
Position 1278: 0.011483873528386226
Position 1998: 0.007608926970850474
Position 1273: 0.0065065988093485575
Position 1854: 0.006005505282207163
Position 67: 0.005225193927143952
Position 1298: 0.004353207110815353
Position 512: 0.0027342492694811776
Position 2397: 0.002651094959246006
Position 1598: 0.0019452424782084822
Position 269: 0.0017576373609936283
Position 152: 0.0012556724305912256
Position 1584: 0.0002596487935333334
Position 65: 0.0002525580792048889
Position 441: 0.00020262304022361437
Position 461: 0.00014530911692585413
Position 729: 0.00010011136554093533
Position 260: 5.968757494591643e-05
Position 41: 2.521097554550396e-05
Position 120: 2.3020578390381935e-05
Position 123: 1.303612136989684e-05
Position 44: 9.66516722121655e-06
Position 753: 6.292529836790113e-06
Position 27: 3.246720662226364e-08
Position 6: 9.175205935268533e-09
Position 164: 1.847443886699374e-09
Position 30: 1.0953357366313776e-09
Position 170: 3.113385418818609e-10
Position 215: 2.2144381095494554e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 933: 0.7349820243828283
Position 571: 0.5074360267311078
Position 2209: 0.3940426265081234
Position 574: 0.37595117894898844
Position 205: 0.15097118552764277
Position 1353: 0.11993775037003908
Position 2050: 0.06056506712535068
Position 808: 0.04186056030915974
Position 783: 0.03941359707833326
Position 829: 0.032888520143783045
Position 1932: 0.019821230814343525
Position 1356: 0.01115809086669326
Position 875: 0.010629401100575265
Position 1978: 0.010201278326954714
Position 441: 0.0080993930941574
Position 327: 0.0064472458499160714
Position 213: 0.0033736830582813417
Position 140: 0.00286816775503284
Position 311: 0.0027758271970923353
Position 2457: 0.002651094959246006
Position 1664: 0.0022048912717418153
Position 465: 0.0019279477736645304
Position 473: 0.0013273925517559488
Position 239: 0.0012159494495729767
Position 899: 0.0010846551410507864
Position 398: 0.0009424478638774348
Position 616: 0.000925729652585089
Position 964: 0.0009246635067489454
Position 123: 0.00035629934870702774
Position 646: 0.0001050067843945128
Position 478: 0.00010187696934295578
Position 626: 9.870414796491045e-05
Position 285: 4.0977936679930726e-05
Position 164: 3.7440919571208305e-09
Position 259: 3.438010720072855e-09
