Gene = Cip4
index = 1073
Annotated 5SS: [  355  1076 26036 27834 36330 36870 37119 39042 39241 39819]
Annotated 3SS: [  974 25919 27782 36184 36399 36931 38691 39105 39654 39881]
SMsplice 5SS: [ 1076 26036 27834 36330 36870 37894 39042 39819]
SMsplice 3SS: [25919 27782 36184 36399 36931 38676 39105 39881]
top_k =  100
Partition function (log Z): 22.059758720976287

Sorted 5' Splice Sites (High to Low Probability):
Position 39819: 0.9999929478871032
Position 1076: 0.9999491246464025
Position 39042: 0.99986815498346
Position 36870: 0.9994445126859306
Position 36330: 0.9946649151789992
Position 26036: 0.9929999529405971
Position 37894: 0.8619623388617091
Position 29139: 0.5617357140034365
Position 39181: 0.3595556890940354
Position 37462: 0.30084671282124215
Position 37119: 0.28444211483285126
Position 28901: 0.28288546894937894
Position 27834: 0.2797867846646745
Position 28612: 0.25761289961152334
Position 28152: 0.232195272826138
Position 28148: 0.2044542386872325
Position 27905: 0.16976003854238128
Position 27876: 0.1448851133985746
Position 39451: 0.13480041706421306
Position 39241: 0.10154693710305426
Position 28156: 0.09809251999505805
Position 40384: 0.06960554916541378
Position 28078: 0.06680745390462
Position 27974: 0.06009607440174959
Position 39397: 0.022280736351639536
Position 40269: 0.019225904162206015
Position 37322: 0.00942080477415814
Position 40278: 0.008665173103951493
Position 28880: 0.008528389129117967
Position 36624: 0.005529831786576935
Position 36334: 0.0053350848209994224
Position 39456: 0.004994936281271056
Position 27867: 0.0032869117923076986
Position 28845: 0.0031355742386663006
Position 39965: 0.0026879678726193907
Position 28220: 0.002017427372405889
Position 37320: 0.0019270579496275995
Position 13038: 0.0017220617203014895
Position 40229: 0.0016795931504737368
Position 36562: 0.001664968179653668
Position 16054: 0.001400254737343943
Position 115: 0.0010176793699515276
Position 333: 0.0007093869967676738
Position 13400: 0.0006410643184550123
Position 36580: 0.000560701377628688
Position 28160: 0.00053995205444072
Position 15930: 0.0004656643430771465
Position 355: 0.0004223567324212273
Position 302: 0.0002614325606566141
Position 36859: 0.00024328863839862306
Position 28107: 0.00021885442425472715
Position 254: 0.00011541359240499298
Position 337: 0.00010775413795276428
Position 36809: 7.99723763277073e-05
Position 339: 6.502912724983077e-05
Position 40017: 6.374867119782024e-05
Position 40117: 3.869123674222361e-05
Position 36986: 3.323521187742335e-05
Position 37171: 2.7748491541847514e-05
Position 36814: 2.0634574862664452e-05
Position 187: 1.7189601243802315e-05
Position 343: 1.6195642419373967e-05
Position 370: 1.5363314461556968e-05
Position 53: 1.2675066002014434e-05
Position 146: 1.1728166612637209e-05
Position 36751: 1.166348579012825e-05
Position 148: 1.111282682048369e-05
Position 538: 7.965517257245637e-06
Position 144: 6.534706029627422e-06
Position 341: 5.419113873250195e-06
Position 486: 3.4695596779662405e-06
Position 20: 2.2822904230574325e-06
Position 34: 2.137453321864953e-06
Position 331: 2.124399646322652e-06
Position 36778: 2.1185515427373012e-06
Position 628: 1.8237455010509291e-06
Position 125: 1.6918468006420452e-06
Position 136: 1.4041297815716242e-06
Position 119: 1.4030117163855515e-06
Position 282: 1.368684445087466e-06
Position 323: 9.357003840817247e-07
Position 37127: 2.7476145751356216e-07
Position 39785: 3.4739469042551837e-08
Position 36511: 3.042585056222417e-10
Position 36494: 2.1496598770489855e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 36931: 0.9999654548825231
Position 36184: 0.9999654189990435
Position 27782: 0.9999482190501009
Position 39881: 0.995858463582444
Position 25919: 0.9929999529405971
Position 36399: 0.9909643649868622
Position 39105: 0.9861022449417377
Position 28659: 0.5980781178896768
Position 27972: 0.44360772536971127
Position 38676: 0.38186701960394737
Position 28957: 0.24958181699619603
Position 39654: 0.24868703190750843
Position 38691: 0.22506134724752874
Position 37511: 0.21706866158761257
Position 39520: 0.17210801918320381
Position 37181: 0.10059418037782551
Position 37950: 0.09502838232952401
Position 38017: 0.08310928034149362
Position 28029: 0.08197304055891626
Position 39538: 0.07929025974084174
Position 37522: 0.07493350597781116
Position 37171: 0.06615980116413951
Position 38074: 0.06238367133018623
Position 39651: 0.05879871547764212
Position 37623: 0.044333021163606004
Position 39704: 0.04234185664162651
Position 37945: 0.037629914112925156
Position 40350: 0.03243939788018924
Position 38043: 0.029230753714355483
Position 40652: 0.028035312858392156
Position 37368: 0.02616121634071359
Position 41040: 0.022119605498001293
Position 39325: 0.02194581556996566
Position 39120: 0.013897755058260608
Position 41465: 0.013444266182730084
Position 37262: 0.007652416514428608
Position 36708: 0.00760976577424399
Position 37218: 0.0072820356699511745
Position 39888: 0.004063216734557052
Position 36410: 0.0032002991843827033
Position 40523: 0.003054559857035044
Position 40457: 0.002951804769255228
Position 28051: 0.0028497681313558567
Position 36447: 0.0024170621016377392
Position 716: 0.002400633398961011
Position 12915: 0.0023631260387564973
Position 36429: 0.0022085063481579233
Position 15863: 0.0018659190804210925
Position 36432: 0.001180253740096863
Position 420: 0.00027881390388772025
Position 538: 6.612885688418186e-05
Position 34263: 3.458100095787518e-05
Position 37051: 3.323521187742335e-05
Position 974: 2.542578049328538e-05
Position 36958: 1.0123167163955246e-05
Position 37007: 1.8619908662657147e-06
