Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  100
Partition function (log Z): -4.3143926476777015

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9975468481868389
Position 751: 0.21256491489214688
Position 618: 0.0018560381288528411
Position 737: 0.0016453718059210145
Position 391: 0.0009345578187368207
Position 510: 0.0008169176821483302
Position 25: 0.00039573951477168983
Position 400: 0.0003580570325855249
Position 248: 0.0003347238270551145
Position 874: 0.0002515797274410068
Position 219: 0.0001997008541173134
Position 283: 0.00011476305406878772
Position 233: 0.00010804796950154354
Position 44: 9.550403683868197e-05
Position 637: 9.281628207000916e-05
Position 18: 4.8782188775643814e-05
Position 1029: 3.841369947417468e-05
Position 967: 3.0413793034443915e-05
Position 37: 1.9802749324169816e-05
Position 377: 1.405429901300164e-05
Position 9: 5.983826120093637e-06
Position 389: 4.679902937498993e-06
Position 717: 6.060628641648315e-08
Position 168: 8.974364951917282e-09
Position 106: 5.432428565639062e-09
Position 267: 3.1340552540342423e-10
Position 236: 3.124251947315653e-10
Position 252: 3.766348918486473e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.994233611065706
Position 805: 0.1914739027601332
Position 922: 0.01105153361284703
Position 935: 0.006922731229160344
Position 888: 0.0030008415374836424
Position 334: 0.00289525043938561
Position 869: 0.002099464490233203
Position 849: 0.0014132036024989522
Position 1027: 0.0007149723941729465
Position 343: 0.0006288582315378441
Position 1076: 0.0005396002263462067
Position 671: 0.0005324163418956955
Position 1087: 0.00038068373413244737
Position 442: 0.0003634021335993617
Position 135: 0.00023074594790350311
Position 682: 0.0002290102843302242
Position 126: 0.00019181249640622556
Position 347: 0.00015874336707669427
Position 987: 0.0001563509915803476
Position 939: 8.610836570574787e-05
Position 495: 4.5859172047308464e-05
Position 61: 4.521125425536069e-05
Position 1044: 2.582843991816094e-05
Position 1047: 2.471093895593022e-05
Position 692: 1.2123051054449851e-05
Position 702: 1.0026298054336613e-05
Position 567: 8.843783664510275e-06
Position 102: 1.7544216923202767e-06
Position 153: 1.3689189092326057e-07
Position 150: 3.044611771958316e-08
Position 137: 9.088369751412017e-09
Position 197: 3.931109565467604e-09
Position 156: 3.3612037511394945e-09
Position 183: 2.5805915079330043e-09
