Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  100
Partition function (log Z): 7.36019482065675

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.999856026948471
Position 870: 0.9855444610604202
Position 1733: 0.7884818320087432
Position 1749: 0.11964876357868065
Position 1754: 0.055261302546045644
Position 1515: 0.05406404593148234
Position 560: 0.04457647536192311
Position 2335: 0.026509174438394126
Position 827: 0.012252125051977933
Position 2478: 0.009472089700368194
Position 344: 0.006618856816537194
Position 1277: 0.004583840875123988
Position 494: 0.0038585182711996574
Position 1425: 0.002567197990422271
Position 2318: 0.00232414047485081
Position 1231: 0.0016757315361062733
Position 119: 0.001015468161011649
Position 2505: 0.0008824557125539527
Position 1809: 0.0005217000271001799
Position 1417: 0.00045648551244781255
Position 1239: 0.0004187138087796782
Position 515: 0.0004153425881031119
Position 2509: 0.0003877792805100509
Position 1170: 0.0003475869721541249
Position 153: 0.0002982987779096727
Position 602: 0.0002905584129692285
Position 568: 0.0002705056249072879
Position 2449: 0.0002631273727573018
Position 2312: 0.00017758070161070865
Position 2123: 0.00014111159869632515
Position 1148: 0.00013223279821354306
Position 365: 0.00011798661251384885
Position 2500: 9.823258541575007e-05
Position 538: 8.14785645538818e-05
Position 369: 7.504555057202307e-05
Position 2350: 6.802474514310532e-05
Position 546: 6.488531735066833e-05
Position 2269: 6.027894343440599e-05
Position 225: 4.460109352511384e-05
Position 874: 2.9909424485596913e-06
Position 2133: 1.083323358665604e-06
Position 1304: 9.613703934471892e-07
Position 682: 3.840926295642201e-07
Position 415: 1.8701477433737768e-07
Position 2002: 1.8671173787650579e-07
Position 2259: 1.5366893140361696e-07
Position 2341: 1.493481552016951e-07
Position 2011: 6.068433095323635e-09
Position 2140: 1.1353657954011899e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2175: 0.9996870039761109
Position 1925: 0.9845871306358166
Position 935: 0.8087357329374095
Position 961: 0.07543555539388355
Position 1031: 0.07191513427308342
Position 1600: 0.03094682089557317
Position 2392: 0.027636866787846787
Position 667: 0.020217163398356604
Position 1504: 0.01943986310713989
Position 1335: 0.014631415047713989
Position 1977: 0.008849854231408247
Position 2554: 0.007984080261255643
Position 627: 0.007850963177528203
Position 592: 0.006916041338460451
Position 654: 0.006041732102904143
Position 615: 0.0049282619963264464
Position 612: 0.0035773980437869015
Position 1891: 0.003176091390592485
Position 1605: 0.0028967967666991452
Position 651: 0.002251580092749918
Position 1447: 0.002150388200561645
Position 483: 0.002133341871012704
Position 1507: 0.0019330812175484288
Position 2615: 0.0015886395299796966
Position 736: 0.0012812038432357988
Position 2585: 0.0012120555035995662
Position 2624: 0.0011417040395504943
Position 1980: 0.0007880581929633622
Position 781: 0.000757125150631407
Position 1646: 0.0004735234028816817
Position 1089: 0.0003685612550811167
Position 559: 0.0003602162578612343
Position 2564: 0.000357474397381466
Position 480: 0.00031350602969241136
Position 2209: 0.0003122877055445496
Position 2651: 0.00023853347520400297
Position 399: 0.00022547533215696393
Position 1945: 0.00014152051705220903
Position 1951: 0.0001265871810719048
Position 568: 0.00011812079106172788
Position 2462: 8.424958485740648e-05
Position 826: 6.571327895618125e-05
Position 175: 1.7870050490331266e-05
Position 425: 1.72314497635683e-05
Position 262: 1.7190575117492888e-05
Position 1151: 4.0400945322528996e-07
Position 714: 3.224457249083761e-07
Position 634: 2.947621160984207e-07
