Gene = Tsf2
index = 1570
Annotated 5SS: [ 173  674  887 1113 1624 1852]
Annotated 3SS: [ 245  752  951 1171 1686 1917]
SMsplice 5SS: [ 173  674  887 1113 1624 1852]
SMsplice 3SS: [ 245  752  951 1171 1686 1917]
top_k =  100
Partition function (log Z): 16.163041769217713

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.9994961924156164
Position 1852: 0.99909423897215
Position 674: 0.9986016193465904
Position 173: 0.9801687572518211
Position 1113: 0.8579204033490149
Position 887: 0.8533991907759871
Position 2174: 0.09146449881251183
Position 490: 0.0543641970980864
Position 2727: 0.009437437839447648
Position 48: 0.008299232247390905
Position 798: 0.006039846905735479
Position 371: 0.004601337642759961
Position 2535: 0.003980840028515174
Position 1247: 0.0023544886900811737
Position 839: 0.0017443951319376704
Position 30: 0.001589880216210281
Position 405: 0.0015451923557392691
Position 2310: 0.00122130121074843
Position 1082: 0.0009730140256473571
Position 35: 0.0005464801769528973
Position 3229: 0.0005386753801589273
Position 1367: 0.0005075689016818075
Position 635: 0.000395899038498919
Position 335: 0.0003542531403964017
Position 651: 0.0002808558921582006
Position 830: 0.00026319888351008136
Position 415: 0.0002613752737980247
Position 177: 0.00018807898311907497
Position 32: 0.00018736379172940156
Position 42: 0.00017427179800966712
Position 313: 0.00016581511151517262
Position 77: 0.00015726902866043446
Position 620: 0.00014150568567163717
Position 54: 0.00012446946319491094
Position 678: 0.00011531869579168143
Position 832: 0.00011019774813482712
Position 1864: 6.152026319647198e-05
Position 1778: 2.869781291430112e-05
Position 1628: 1.825195120568729e-05
Position 37: 1.5405305001413024e-05
Position 837: 8.673820319233871e-06
Position 659: 4.878276432224796e-06
Position 197: 4.719772646475846e-07
Position 1117: 8.524283061414233e-08
Position 284: 4.6182397572995846e-08
Position 373: 1.6869314753863847e-08
Position 622: 8.012127751743875e-09
Position 142: 6.208278702238713e-11
Position 155: 5.3643727870839413e-11
Position 133: 9.253326781451532e-16
Position 127: 5.404235989304567e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9934858662719087
Position 752: 0.98767641126688
Position 1686: 0.9798399256158071
Position 245: 0.9743323994289114
Position 951: 0.8573389309108155
Position 1171: 0.7790005146708927
Position 2805: 0.09114453922734733
Position 557: 0.054235222822068475
Position 1466: 0.03327322216322317
Position 1720: 0.017863568570463267
Position 1158: 0.016374984265244908
Position 1298: 0.014408618828775201
Position 1245: 0.011771533358286585
Position 720: 0.010758301368798635
Position 517: 0.010648015192314156
Position 3174: 0.0049518741206868114
Position 119: 0.0046875169683725775
Position 2363: 0.004588584078225112
Position 122: 0.004504853430727735
Position 976: 0.003971332445751432
Position 1992: 0.0036390246383108844
Position 2849: 0.00315881450555137
Position 1180: 0.0031207187670492706
Position 2390: 0.0026899345019444484
Position 3281: 0.0020009341310325912
Position 442: 0.0015265818541977416
Position 1173: 0.001239048151548351
Position 142: 0.0009496206037016609
Position 1694: 0.0009330954724586729
Position 1514: 0.0008400183179646996
Position 1304: 0.000797384763373955
Position 1004: 0.0007083052794596573
Position 405: 0.0006137454429900854
Position 1740: 0.0005991121310928293
Position 1261: 0.00047301246138928645
Position 1428: 0.00043340889562395925
Position 1377: 0.00037626561378295955
Position 1747: 0.0003275991388349846
Position 1522: 0.00031470928588963774
Position 584: 0.00029201914590469845
Position 568: 0.00025111105791980745
Position 439: 0.00015376999524909155
Position 1728: 0.00015064523695213926
Position 797: 8.859736909056836e-05
Position 760: 8.84246576045227e-05
Position 1930: 8.099951962947144e-05
Position 271: 6.502724371780288e-05
Position 571: 5.849807026013426e-05
Position 1948: 5.380013853554148e-05
Position 1962: 2.3829818759506305e-05
Position 764: 2.3516973635674308e-05
Position 1845: 1.0219679204632395e-05
Position 77: 8.709269554141614e-06
