Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  100
Partition function (log Z): 0.28367039244996106

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9922127173880773
Position 363: 0.9658880551071551
Position 673: 0.9394931851203078
Position 1283: 0.013332211488525824
Position 99: 0.007101956137937659
Position 264: 0.004307220637319498
Position 454: 0.00234206341032358
Position 367: 0.0018141608837006719
Position 1064: 0.0015664197756179077
Position 966: 0.0015606771976322841
Position 1578: 0.0010536432831966395
Position 1695: 0.0008943749906496939
Position 246: 0.0007382484895212296
Position 349: 0.0007244993473245493
Position 1237: 0.0006560755016659749
Position 136: 0.0003701788405394875
Position 952: 0.00035767897650985263
Position 1058: 0.0003327780975878581
Position 1421: 0.0002990580510603385
Position 360: 0.00028918065434930965
Position 378: 0.0002836277539632138
Position 418: 0.0002516669854242365
Position 440: 0.0002514291876985338
Position 295: 0.00018256927434409694
Position 1293: 0.00015972014594320438
Position 459: 0.00013537777639786538
Position 652: 9.928288361342934e-05
Position 284: 9.45160683669822e-05
Position 1068: 9.005199964063025e-05
Position 315: 7.50310869070308e-05
Position 402: 6.993730948582955e-05
Position 1640: 5.8067170218304e-05
Position 16: 5.2956380543115356e-05
Position 584: 2.2509843817896542e-05
Position 1679: 2.2470586450770524e-05
Position 425: 2.116597703525133e-05
Position 331: 1.0137552079526712e-05
Position 934: 3.139148926897282e-07
Position 1571: 2.3557988144655557e-07
Position 931: 1.767741368878613e-07
Position 871: 1.6531451881444033e-07
Position 876: 1.4451404968739782e-07
Position 917: 1.0807577081460231e-07
Position 298: 1.4940861259748913e-08
Position 802: 4.928628812180484e-09
Position 805: 2.2916405812029794e-09
Position 937: 1.986901671490828e-09
Position 837: 1.9362893257714157e-09
Position 66: 4.94819116332141e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9933871134614434
Position 502: 0.9666828628781984
Position 741: 0.9182298604330236
Position 440: 0.012619562826792207
Position 843: 0.012523073008784857
Position 1374: 0.009041697448420812
Position 777: 0.00531598506693981
Position 1130: 0.004361535518978068
Position 1439: 0.003715658599033069
Position 172: 0.0027796737104371252
Position 1628: 0.0015656369121824513
Position 847: 0.00098359859285978
Position 1757: 0.0009504456150619318
Position 550: 0.0009177811167803782
Position 1352: 0.0008681210801773154
Position 1073: 0.0005720704489153781
Position 1406: 0.0005149944627904776
Position 263: 0.0003675955775405358
Position 1507: 0.0003631933761142781
Position 1033: 0.0003032307979624087
Position 231: 0.000176615092772735
Position 1379: 0.00013772541943296078
Position 193: 0.00013588093246565672
Position 759: 0.00010848948923182413
Position 196: 0.00010262119520106638
Position 162: 7.765171746556971e-05
Position 234: 7.50103588127909e-05
Position 1704: 5.8067170218304e-05
Position 709: 5.0318401965959814e-05
Position 588: 4.29670395668504e-05
Position 298: 3.1945841767340625e-05
Position 591: 2.0745786669648428e-05
Position 97: 1.9627348394197667e-05
Position 202: 1.8483892386897416e-05
Position 917: 1.687415026602783e-05
Position 504: 1.3905769852392884e-05
Position 922: 1.3506035386630069e-05
Position 240: 1.3344312481780048e-05
Position 349: 1.2243939315695796e-05
Position 402: 7.856193723814372e-06
Position 325: 4.722922522058126e-06
Position 594: 3.774691696157878e-06
Position 295: 3.680379728202908e-06
Position 205: 2.5480916301381677e-06
Position 148: 1.8793447395185435e-06
Position 331: 1.008898208656101e-06
Position 1051: 8.810913761390537e-07
Position 145: 5.228270588431923e-09
