Gene = GatC
index = 1182
Annotated 5SS: [1168]
Annotated 3SS: [1221]
SMsplice 5SS: [1168]
SMsplice 3SS: [1221]
top_k =  100
Partition function (log Z): -2.0134354981252227

Sorted 5' Splice Sites (High to Low Probability):
Position 1168: 0.9910294045303771
Position 28: 0.027682207084636333
Position 424: 0.027173773922280337
Position 322: 0.018175453649745352
Position 1321: 0.012474012480244212
Position 1136: 0.008040503790425962
Position 136: 0.0035291975741901186
Position 1300: 0.0007579437375662669
Position 1059: 0.0006723612568025093
Position 1390: 0.0004225096123384142
Position 1312: 0.00013846150445182866
Position 1108: 6.15240732298799e-05
Position 1140: 2.32288603696466e-05
Position 1346: 2.059347130341329e-05
Position 895: 8.621367892666596e-06
Position 1357: 6.655624413242286e-06
Position 1374: 5.1404938704019105e-06
Position 379: 4.536733089365343e-06
Position 1314: 4.3709213117161366e-06
Position 703: 3.638838896732191e-06
Position 41: 7.715167517642663e-07
Position 820: 3.5620022420786627e-07
Position 45: 2.6277141297079214e-07
Position 162: 2.253083582064844e-07
Position 406: 2.1838605822867553e-07
Position 36: 1.5555429251549215e-07
Position 56: 7.95767833432928e-08
Position 235: 2.1741730135488545e-08
Position 1021: 1.742386673602917e-08
Position 911: 1.7143492824065624e-08
Position 1035: 1.541962631018231e-08
Position 22: 1.0041341069002844e-08
Position 285: 9.170805709778923e-09
Position 151: 7.0366940027823325e-09
Position 333: 2.237350781885059e-12
Position 326: 9.172661197956086e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1221: 0.9997095237335674
Position 818: 0.019063282445231783
Position 893: 0.012007745196302448
Position 1396: 0.00985205814156993
Position 852: 0.00943212088658729
Position 378: 0.009134899250796967
Position 937: 0.007246660428195375
Position 93: 0.00402862952866106
Position 117: 0.0034896834135783243
Position 192: 0.003406364712339191
Position 1449: 0.0028733632870080366
Position 135: 0.002107890723481354
Position 796: 0.001662687090504172
Position 1361: 0.0009505639647949708
Position 213: 0.0009104248782136544
Position 596: 0.0007805037220587768
Position 743: 0.0006738358327463681
Position 114: 0.0005699117018732471
Position 775: 0.0005690167197741437
Position 691: 0.0004065581510315136
Position 176: 0.0003886878159823135
Position 1446: 0.00034666431172932616
Position 729: 0.0003059179179064014
Position 144: 0.00022686708392299795
Position 1407: 6.19343115478452e-05
Position 1430: 2.6031995708206406e-05
Position 1532: 4.4795769150220776e-06
