Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  100
Partition function (log Z): 1.0065059671524712

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.9883673677707717
Position 74: 0.9031356085668815
Position 911: 0.51690273605149
Position 499: 0.36522182053353636
Position 757: 0.11007645119054535
Position 763: 0.04737379333028505
Position 33: 0.02692005400435926
Position 338: 0.0156922579175522
Position 943: 0.013851205004394775
Position 546: 0.005117270822149648
Position 571: 0.004820742332816073
Position 511: 0.004389022992235458
Position 187: 0.0041052116818836235
Position 50: 0.003603993998969703
Position 658: 0.00298356014506892
Position 751: 0.0029672520654451195
Position 1602: 0.002197003177801083
Position 1147: 0.00195373962511336
Position 503: 0.0018248469317866493
Position 1310: 0.0016875875280119332
Position 376: 0.0015345352171211343
Position 1131: 0.0011740553958651868
Position 1121: 0.0010178681397694262
Position 732: 0.0007178721739232514
Position 1177: 0.000647570379970697
Position 518: 0.0006204503170376611
Position 443: 0.00044277450719605073
Position 307: 0.00037387295433125007
Position 94: 0.00032317026490399507
Position 671: 0.00029972018939091626
Position 771: 0.0002965772734786399
Position 26: 0.00028736913322778264
Position 1502: 0.0002641071271437528
Position 1488: 0.00023107285307412704
Position 643: 0.00016968482955031657
Position 624: 0.00014707434164468625
Position 214: 0.0001255252970809281
Position 1093: 6.458357828348197e-05
Position 320: 6.010682385457184e-06
Position 15: 6.0099649680602664e-06
Position 31: 5.342025767378391e-06
Position 305: 1.6962896422138395e-06
Position 247: 1.582218651899722e-06
Position 4: 4.3215282751899906e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9919783709222993
Position 1712: 0.9407963914749609
Position 130: 0.9195196732767136
Position 819: 0.07375777510948721
Position 1404: 0.02641829504250807
Position 635: 0.021516241628993245
Position 408: 0.0159747306907741
Position 1462: 0.012019171520428739
Position 1648: 0.00467656578578959
Position 715: 0.004508009856338245
Position 1253: 0.004430418041044541
Position 1233: 0.003626592471225833
Position 568: 0.0020320563965072523
Position 1180: 0.0017247520462399587
Position 853: 0.0016291766801505491
Position 886: 0.0015690401148399763
Position 1150: 0.001431840006590119
Position 1835: 0.0007975667192316425
Position 690: 0.0007296966405243858
Position 1160: 0.0007242468613312149
Position 1491: 0.0005129507617260429
Position 142: 0.000373814505330635
Position 94: 0.00028879361800538414
Position 1299: 0.00022292558306759668
Position 1488: 0.00021952114470405538
Position 1358: 0.00015438225012198492
Position 1416: 0.00011520438400420252
Position 1757: 0.00010063748076118018
Position 1282: 7.478171308211106e-05
Position 1856: 2.2640792350769042e-05
Position 220: 2.318528361966751e-06
Position 256: 7.235568059811651e-07
Position 313: 7.001054585391593e-07
Position 424: 4.60802282377054e-07
Position 1089: 1.6466293728275197e-08
