Gene = Dysb
index = 1142
Annotated 5SS: [875]
Annotated 3SS: [932]
SMsplice 5SS: [875]
SMsplice 3SS: [932]
top_k =  100
Partition function (log Z): -3.1729662974754533

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9990845599224196
Position 506: 0.03048982569792545
Position 1096: 0.008547477043465269
Position 596: 0.007556353835498096
Position 199: 0.002904960830834762
Position 647: 0.0020260960828347332
Position 275: 0.0015754844151611087
Position 1102: 0.0009125530004933515
Position 1272: 0.0008581381312197311
Position 233: 0.0004957916128897823
Position 518: 0.0002370781106859738
Position 1082: 0.00020176581817408606
Position 571: 0.0001484109177706165
Position 849: 0.00014657466586390577
Position 879: 0.00014107332574714
Position 1042: 7.102937967523656e-05
Position 1354: 4.3156985211004695e-05
Position 1072: 2.878838706138203e-05
Position 1094: 1.977121434640352e-05
Position 1348: 1.7478975020738824e-05
Position 221: 4.840445881329984e-07
Position 203: 3.248505613325265e-07
Position 296: 3.055170554920632e-07
Position 160: 2.377384848034903e-07
Position 337: 1.6302753021264763e-07
Position 197: 3.171753199840733e-08
Position 140: 2.8856188629884835e-08
Position 992: 1.8766807857979415e-08
Position 365: 1.2875114554552908e-08
Position 355: 1.1031660445174585e-08
Position 540: 7.502813120191746e-09
Position 645: 6.321025532066622e-09
Position 660: 4.538903885618519e-09
Position 678: 1.946038608398209e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 932: 0.9950460502319238
Position 563: 0.020583626542326056
Position 768: 0.01819284151242762
Position 1194: 0.00682736034631533
Position 948: 0.004750594034810159
Position 1365: 0.0024596145135277903
Position 324: 0.0015431806264202738
Position 570: 0.0009682104368846932
Position 675: 0.0008154272548199378
Position 774: 0.0007824839710040836
Position 726: 0.000538138629632377
Position 1377: 0.0004937627957777191
Position 1311: 0.000428621151068225
Position 1272: 0.00026886825588370633
Position 609: 0.00024406271925715643
Position 1425: 0.00022387427852531364
Position 547: 0.00020801683005885303
Position 588: 0.0001340560643480799
Position 777: 0.00013402234694201662
Position 1248: 0.0001223529146633699
Position 371: 9.339417473075914e-05
Position 344: 8.608994160099299e-05
Position 405: 7.929970447693547e-05
Position 402: 7.727826488751016e-05
Position 290: 6.13855338560891e-05
Position 275: 5.8037987372360766e-05
Position 287: 5.013941876159144e-05
Position 311: 4.9543413171741696e-05
Position 361: 4.928237479938075e-05
Position 798: 4.230325870716049e-05
Position 1342: 3.601094088587353e-05
Position 293: 3.017864642994117e-05
Position 1327: 2.1679888209768596e-05
Position 1348: 7.878494588380986e-06
Position 426: 1.9476730260346057e-07
Position 447: 1.428936273711346e-07
