Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  100
Partition function (log Z): 43.998198080035436

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9998319787032607
Position 3878: 0.9995211664155255
Position 5615: 0.9969338395806722
Position 3363: 0.991225831447491
Position 3685: 0.9843042376820044
Position 4846: 0.9831678665855682
Position 5349: 0.9803601331279843
Position 2420: 0.9706381905916146
Position 998: 0.9469117349596338
Position 3115: 0.9413716016330613
Position 5816: 0.9184424736462061
Position 163: 0.8511198985702901
Position 4647: 0.8306028121768206
Position 562: 0.8038499544873037
Position 4552: 0.2948393946621428
Position 1417: 0.09228715603362536
Position 2650: 0.08849189981250455
Position 5825: 0.058873911576910666
Position 4661: 0.04019183304293272
Position 2091: 0.03524761191087199
Position 391: 0.02602599968958293
Position 1274: 0.023586823239255657
Position 321: 0.022886391900959983
Position 1715: 0.021837212121778925
Position 4652: 0.01867596362535457
Position 3081: 0.017557313228831622
Position 5828: 0.01715060317634741
Position 1640: 0.014776580267164512
Position 1405: 0.014161974883974448
Position 796: 0.01405623605917418
Position 316: 0.013173783778057202
Position 5338: 0.012418563501441235
Position 4812: 0.01109523771153066
Position 2000: 0.009418079342530151
Position 4197: 0.00832435376916904
Position 6048: 0.007294665167691766
Position 4500: 0.006977250625654504
Position 6124: 0.006637627489731467
Position 3548: 0.004920657070605122
Position 3661: 0.004031336251943563
Position 5860: 0.003800043623641225
Position 3679: 0.0034146846300955776
Position 1836: 0.0028076272512916277
Position 6102: 0.002236521506904557
Position 707: 0.001827432961222023
Position 5324: 0.001337807299757838
Position 4254: 0.0013310133275838427
Position 4466: 0.0013168662093751516
