Gene = Thor
index = 1559
Annotated 5SS: [327]
Annotated 3SS: [750]
SMsplice 5SS: [327]
SMsplice 3SS: [750]
top_k =  100
Partition function (log Z): -4.164264758652465

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9971198360035389
Position 95: 0.05079163230220702
Position 89: 0.013851836594444262
Position 619: 0.01011896216363805
Position 26: 0.004312166530996439
Position 956: 0.004236913385248671
Position 672: 0.004045936841668044
Position 126: 0.002113806300012999
Position 875: 0.001034625797440318
Position 128: 0.0006313760822512701
Position 963: 0.0005525864690856187
Position 93: 0.0005240560903634508
Position 583: 0.0004112351464092723
Position 245: 0.00036189136581634465
Position 633: 0.00033391416337233117
Position 387: 0.00023361091614312968
Position 363: 0.0002271295397036704
Position 651: 0.00021497251075588557
Position 278: 0.00020073466160712203
Position 150: 0.00019255163355673155
Position 460: 0.0001919340837436268
Position 392: 0.00016558552225891902
Position 579: 0.00013844418974678097
Position 972: 3.376913985055269e-05
Position 1049: 2.591954521225828e-05
Position 138: 8.073724617786512e-06
Position 184: 5.714298083364171e-06
Position 331: 2.1995755628482156e-06
Position 110: 1.6121622321734573e-06
Position 204: 3.347062441975091e-07
Position 528: 2.1504089681029654e-07
Position 280: 1.655446450793039e-07
Position 509: 2.3063767628573577e-08
Position 373: 1.7943372963066545e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9676923399837436
Position 176: 0.06812185937087184
Position 410: 0.030694144715509068
Position 619: 0.007890390313888733
Position 1137: 0.003933247049729046
Position 707: 0.0036003871405589603
Position 1165: 0.0021083249234632308
Position 209: 0.0013464558965918107
Position 143: 0.001198702590714397
Position 1014: 0.0009187372350688714
Position 497: 0.0007520115137581244
Position 181: 0.0006147724990180273
Position 1063: 0.0004642391172902915
Position 423: 0.00034351199265648307
Position 460: 0.0002912651246979094
Position 240: 0.00025204133639237613
Position 89: 0.0002457470901907634
Position 835: 0.00023660457591312596
Position 220: 0.00023017949453281369
Position 1007: 0.00021720145819367095
Position 785: 0.00021696182655956366
Position 387: 0.00020964992903672603
Position 268: 0.00016191048306801476
Position 631: 0.00013079420160348745
Position 1042: 8.46347729888547e-05
Position 116: 6.785030537120784e-05
Position 150: 5.528460740566729e-05
Position 244: 4.533489679362493e-06
