Gene = PHGPx
index = 1356
Annotated 5SS: [ 448 1919]
Annotated 3SS: [1594 1985]
SMsplice 5SS: [ 448 1289 1919]
SMsplice 3SS: [1077 1594 1985]
top_k =  100
Partition function (log Z): 1.7352422383999817

Sorted 5' Splice Sites (High to Low Probability):
Position 1919: 0.9983310229582485
Position 1289: 0.9623583982300207
Position 587: 0.2741092219911547
Position 448: 0.2515136851234967
Position 103: 0.16801460108512897
Position 177: 0.09118460712819333
Position 1014: 0.08704955907086924
Position 581: 0.04488414330358376
Position 58: 0.03226416737619815
Position 530: 0.02308480641922162
Position 713: 0.017686255839743297
Position 546: 0.008211075959138612
Position 602: 0.007659999218461615
Position 1293: 0.00730300645526057
Position 2191: 0.006732242240370728
Position 2174: 0.005262925507588389
Position 402: 0.0038877837546056147
Position 259: 0.0036403452897935573
Position 192: 0.003465859483313347
Position 426: 0.0031239598254852946
Position 1783: 0.002590860815972766
Position 687: 0.002085323260818961
Position 639: 0.001964938445205281
Position 1223: 0.0004472447334045391
Position 2180: 0.00012074172620846026
Position 2091: 0.00010861248092940666
Position 297: 0.00010782749877486278
Position 1907: 4.1896499042698855e-05
Position 2084: 2.8052403010971337e-05
Position 66: 1.5817554047280268e-05
Position 2069: 1.4957722400917248e-05
Position 171: 8.541814516686839e-06
Position 1868: 1.6975537307210887e-07
Position 1703: 1.1896910146228427e-07
Position 1690: 2.5717058927462087e-08
Position 1732: 2.4203193822622613e-08
Position 15: 6.759175398022549e-16
Position 82: 3.9108044982571327e-16
Position 32: 3.3602986514125697e-16
Position 25: 1.0865301121358701e-16
Position 73: 6.095008164252076e-17
Position 38: 5.691085972860996e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1985: 0.9963555121402332
Position 1594: 0.9938045435111384
Position 1077: 0.7277643739531308
Position 167: 0.11639458499283073
Position 648: 0.061151362730063066
Position 1123: 0.04015359517441099
Position 257: 0.023763428311252152
Position 2251: 0.012300975500299202
Position 524: 0.01207328551427167
Position 1131: 0.005245248014925107
Position 1341: 0.002763663130786423
Position 1840: 0.0019913607740489393
Position 126: 0.0015353164360771357
Position 1374: 0.0014886477905908125
Position 348: 0.0014205252715799419
Position 359: 0.0012164139411398405
Position 745: 0.0012061826616425841
Position 1547: 0.0010391592469331157
Position 2033: 0.0010153309243738028
Position 199: 0.000921963588829163
Position 270: 0.0006098048115876605
Position 1828: 0.000599337493276938
Position 321: 0.0004873499879352874
Position 324: 0.0004716910046020006
Position 679: 0.0004414324607070091
Position 2224: 0.0004337065175366816
Position 2230: 0.00041803618934401523
Position 1463: 0.00011098211619566637
Position 2042: 7.515515838776624e-05
Position 2039: 2.83840727132606e-05
Position 2255: 1.3994890754793446e-05
Position 154: 6.44126570787203e-06
Position 204: 1.030281632129327e-06
