Gene = Nopp140
index = 1326
Annotated 5SS: [ 204 2056 2456]
Annotated 3SS: [ 405 2296 3208]
SMsplice 5SS: [ 204 2056 2456 3112 3332]
SMsplice 3SS: [ 405 2125 2692 3208 3442]
top_k =  100
Partition function (log Z): 2.028475365218384

Sorted 5' Splice Sites (High to Low Probability):
Position 2456: 0.9868478143636218
Position 204: 0.9768678711529392
Position 2056: 0.9561553590100688
Position 3332: 0.7609860009654668
Position 3112: 0.7120913652083526
Position 23: 0.04627391100207934
Position 2183: 0.01064806160339143
Position 59: 0.009722328731023544
Position 3318: 0.006761596094072974
Position 3116: 0.006743275997930216
Position 2487: 0.004964070458603252
Position 2483: 0.002455009833909119
Position 351: 0.0019278334335836634
Position 3338: 0.0018016154454355037
Position 1303: 0.0011694420060030602
Position 3564: 0.001153580388936311
Position 3684: 0.0010603796078848431
Position 43: 0.0006643275970986863
Position 358: 0.0006544733787395905
Position 2808: 0.0006122337965728281
Position 2396: 0.0006022109659618252
Position 3660: 0.0005894457140364748
Position 868: 0.0004112453065188063
Position 2066: 0.0002999586340850776
Position 2491: 0.00026305780265578176
Position 180: 0.0002404024763459275
Position 27: 0.00019266620041855716
Position 3030: 0.000189619915219168
Position 266: 0.0001714507124053058
Position 3018: 0.00015887832478457295
Position 2788: 0.00015586520859596866
Position 3064: 0.00011220940115592156
Position 21: 6.472941181748111e-05
Position 10: 4.335095782555475e-05
Position 93: 4.1427339575237e-05
Position 228: 2.701214481550778e-07
Position 146: 1.2385212649557626e-07
Position 237: 1.1623473098211062e-07
Position 242: 5.416940824329935e-08
Position 208: 4.434192962683222e-08
Position 214: 1.3763038543832864e-08
Position 263: 1.1916588999165226e-08
Position 138: 8.965042880517283e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9889879017295888
Position 405: 0.7295421131841135
Position 3208: 0.709225710553887
Position 3442: 0.546661394661392
Position 2125: 0.41718180846323716
Position 2264: 0.3284230934367711
Position 3412: 0.16086914435401437
Position 2296: 0.15818227518671144
Position 450: 0.11536729838639621
Position 3737: 0.05906515130020105
Position 288: 0.04329840865436489
Position 111: 0.04088627762823622
Position 2358: 0.039963048585122854
Position 2228: 0.018931082125900767
Position 2299: 0.018085730615238056
Position 477: 0.01466875487076352
Position 3418: 0.009835421473926128
Position 2268: 0.009719768589907436
Position 3705: 0.00945389147746848
Position 1801: 0.00889872062579255
Position 93: 0.00874904437823878
Position 2100: 0.006799870446031917
Position 2334: 0.00630038274169175
Position 1233: 0.005742177080145609
Position 459: 0.005500175391497688
Position 1817: 0.005282824320605832
Position 3579: 0.0031660973489941215
Position 155: 0.0028526820268372608
Position 1720: 0.0020434536050349204
Position 2707: 0.0017554018966515195
Position 2710: 0.001731773896615108
Position 1251: 0.001584099499016513
Position 1186: 0.0015598265734583269
Position 1259: 0.0012128392792021166
Position 1302: 0.0011014451458481456
Position 122: 0.0009603234345510892
Position 620: 0.0009344208396127713
Position 1423: 0.000915512413748779
Position 2196: 0.0008271309406235239
Position 484: 0.0008030909921883937
Position 1166: 0.0007600973923684018
Position 1370: 0.0006552084703280631
Position 1347: 0.0006494472379600304
Position 707: 0.0004991595886947258
Position 2872: 0.00043540686184630293
Position 607: 0.0004203876256956146
Position 2169: 0.0004016659004041497
Position 146: 0.00036541271942081124
Position 591: 0.0003260628092979326
Position 2183: 0.00028202526365537275
Position 126: 0.00027282905977778064
Position 2186: 0.00021842242876672486
Position 3873: 0.0002080455258926984
Position 425: 0.00014418648678669917
Position 410: 0.00013879230386430196
Position 3155: 0.00011233582637414534
Position 188: 7.757538382422375e-05
Position 191: 5.1047570978043696e-05
Position 161: 6.276111173822045e-06
Position 194: 1.479696819555752e-06
Position 467: 1.4641964906250661e-06
Position 174: 4.4367387040195754e-07
Position 167: 3.607799656157295e-07
Position 179: 6.336696158936259e-09
Position 52: 4.406849090710321e-09
