Gene = bib
index = 1628
Annotated 5SS: [ 502 2311 3083 7818]
Annotated 3SS: [2143 2955 7609 8621]
SMsplice 5SS: [ 502 2311 3083 7818]
SMsplice 3SS: [2143 2955 7609 8621]
top_k =  100
Partition function (log Z): 4.518520381133429

Sorted 5' Splice Sites (High to Low Probability):
Position 502: 0.9996964397768274
Position 2311: 0.9927728519693522
Position 7818: 0.989058824896326
Position 3083: 0.9884432017576372
Position 7120: 0.14628460924089093
Position 3696: 0.06141831240873761
Position 3762: 0.05092125398139577
Position 8941: 0.021498016779647737
Position 8030: 0.019970844762250407
Position 7325: 0.01725911864359518
Position 8040: 0.016067683091019237
Position 9047: 0.009474250866360343
Position 4251: 0.007832397217396628
Position 8995: 0.007258221043767483
Position 9146: 0.004518958418724296
Position 9749: 0.0027107390069843846
Position 4446: 0.0027076091414507376
Position 8979: 0.00259629019143324
Position 864: 0.0022969242932365337
Position 6192: 0.002217497042873668
Position 9071: 0.0021121555309501884
Position 1396: 0.0020100529952089986
Position 8738: 0.0018126549796149182
Position 1951: 0.0017134120009277714
Position 8712: 0.0011964869616404672
Position 95: 0.0010822385514461827
Position 1245: 0.0009899659496985438
Position 1902: 0.0009889510039535
Position 1878: 0.0008673609334209969
Position 3149: 0.0007275002432948372
Position 8235: 0.000663822005140103
Position 76: 0.0006430452320474894
Position 181: 0.0006379207415822138
Position 1042: 0.0006181150672196294
Position 2700: 0.0005388050438209114
Position 2601: 0.0004897406243791541
Position 1534: 0.00038942501137437344
Position 127: 0.0003759128714539686
Position 120: 0.00018503495844357157
Position 89: 0.00016618402895380178
Position 762: 0.0001318693261634355
Position 941: 0.00011388805427581699
Position 191: 6.531789802910893e-05
Position 33: 4.13302505117931e-05
Position 83: 2.739176814388791e-05
Position 172: 1.4782818177516792e-05
Position 185: 1.3137727634834804e-05
Position 67: 1.200382919901881e-05
Position 170: 6.442312430176525e-06
Position 1062: 5.014290357836746e-06
Position 2922: 4.814890582758634e-06
Position 139: 2.8312728152678963e-06
Position 393: 8.244213365216752e-07
Position 769: 7.716013961979277e-07
Position 743: 8.825232136297903e-08
Position 245: 2.6374504267607854e-08
Position 506: 2.5555857207056097e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7609: 0.988285692672848
Position 2143: 0.9673498903411095
Position 2955: 0.9324352358476233
Position 8621: 0.7673610770496408
Position 9308: 0.2158538146179433
Position 6961: 0.14977187454364072
Position 3504: 0.07916285044467737
Position 2807: 0.03555402953430138
Position 7863: 0.028635804924550968
Position 10827: 0.024568485432785024
Position 3747: 0.01856645233341855
Position 7005: 0.014247048841179175
Position 7876: 0.01170017800290844
Position 2054: 0.009916282709259613
Position 1164: 0.00954479601213673
Position 2997: 0.009541322538261506
Position 7631: 0.009305115925650587
Position 1202: 0.009217793984956016
Position 3415: 0.008841633762909282
Position 8580: 0.007491487359847902
Position 8446: 0.005842732990354585
Position 3323: 0.004942148340124284
Position 4183: 0.00457016745323801
Position 7999: 0.003982801279415031
Position 10805: 0.003674083683031253
Position 8403: 0.0029185932643934964
Position 7905: 0.0028212610553919187
Position 9803: 0.002710739006984386
