Gene = Clamp
index = 1078
Annotated 5SS: [ 256  764 1024 1507 1841 2094]
Annotated 3SS: [ 499  822 1076 1566 1889 2155]
SMsplice 5SS: [ 256  764 1024 1507 1841 2094]
SMsplice 3SS: [ 499  822 1076 1566 1925 2155]
top_k =  100
Partition function (log Z): 5.91304669205429

Sorted 5' Splice Sites (High to Low Probability):
Position 764: 0.9983970712851693
Position 1507: 0.9896302770173925
Position 2094: 0.9047520927736641
Position 256: 0.8812056511192471
Position 1841: 0.6644027743611376
Position 1024: 0.6316752526772397
Position 2581: 0.3125925925430241
Position 1812: 0.1882928515680245
Position 970: 0.11505750051535747
Position 1110: 0.10194495772498881
Position 403: 0.03996888966838752
Position 1028: 0.0292497253381205
Position 3058: 0.018034071584150796
Position 387: 0.014289405926986196
Position 1681: 0.012178791431649032
Position 1800: 0.010262487998944237
Position 997: 0.0059747860880550435
Position 3292: 0.004970365055600782
Position 1654: 0.004417041503342791
Position 377: 0.0026090901723050423
Position 234: 0.0026051621854142923
Position 407: 0.0018638772683836685
Position 1434: 0.0017925733359662418
Position 291: 0.0017468050251534207
Position 1510: 0.001560467634724007
Position 249: 0.0015221845083548595
Position 2382: 0.0011742354344094418
Position 69: 0.0009685231682992674
Position 87: 0.0009680610909537228
Position 2044: 0.0009394639710587919
Position 286: 0.0009279169322068374
Position 48: 0.0008901725179139972
Position 1845: 0.0007665016924230816
Position 299: 0.0007580474024211735
Position 355: 0.0006524098076229987
Position 1767: 0.0006423012592111103
Position 947: 0.0005309000368412185
Position 244: 0.000493847707429405
Position 1103: 0.0004183148069112029
Position 123: 0.00033383405248485926
Position 768: 0.00025917231303838027
Position 2324: 0.00023693127782328604
Position 75: 0.0002327522512177093
Position 2408: 0.0002198101008300668
Position 220: 0.00020436975546896162
Position 2609: 0.00017876343463267831
Position 1233: 0.00017684511616572674
Position 1943: 0.00016871829915431606
Position 563: 0.0001430255519705089
Position 239: 0.0001214637527146283
Position 345: 0.00011791175607410219
Position 546: 7.261928999350853e-05
Position 1890: 6.525440395922404e-05
Position 17: 6.364646028322354e-05
Position 2477: 5.189362707809198e-05
Position 574: 3.59157202993015e-05
Position 1279: 2.3160648318353567e-05
Position 155: 7.267441871958995e-06
Position 771: 6.095276799620948e-06
Position 145: 2.6773115264695877e-06
Position 1338: 1.1239385031892875e-06
Position 922: 1.0597037615503626e-06
Position 20: 2.6455454063072568e-08
Position 25: 8.421410977333582e-09
Position 236: 5.460285707769421e-09
Position 381: 4.581293760134466e-09
Position 391: 3.455654874834029e-09
Position 289: 6.823843577468112e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9878821670925648
Position 2155: 0.9648836290351763
Position 822: 0.9417230997470721
Position 499: 0.9052999012751297
Position 1076: 0.6625161248956551
Position 1925: 0.5907886464470056
Position 2994: 0.22894262492536915
Position 1904: 0.21103281423986572
Position 1170: 0.10878299323682421
Position 1157: 0.059622940698095976
Position 852: 0.05689228069859197
Position 324: 0.036230128096087146
Position 1119: 0.033775067294378736
Position 2790: 0.025388616934468346
Position 3016: 0.021248471612978714
Position 1096: 0.015239123682417819
Position 2664: 0.013892615017376226
Position 3207: 0.013519790109794526
Position 1889: 0.01010600996834025
Position 2658: 0.008433529363494868
Position 2946: 0.008346904082680195
Position 1610: 0.00814441404712889
Position 1964: 0.006303333865382375
Position 3361: 0.004970365055600782
Position 3327: 0.004514281474356278
Position 505: 0.004006966613234762
Position 2707: 0.0032902410015060476
Position 1724: 0.0029235160594548383
Position 2635: 0.0028240131971064937
Position 706: 0.0022110007830252474
Position 1021: 0.0020851505148812184
Position 445: 0.0012081253195818503
Position 2453: 0.0010926242983545391
Position 2177: 0.0008788987391457844
Position 520: 0.0008653206033648491
Position 679: 0.0006448861415612462
Position 1721: 0.0005464355497726431
Position 336: 0.0004927872201971709
Position 889: 0.00042150995359948234
Position 2970: 0.00035252290382225225
Position 331: 0.0003479569846677766
Position 2381: 0.00023693127782328604
Position 2477: 0.0002198101008300668
Position 2895: 0.00018532170198704104
Position 216: 0.00014837293856190495
Position 360: 0.00012125601858035475
Position 614: 8.562955857926798e-05
Position 2221: 6.257722653406705e-05
Position 716: 3.524212093051991e-05
Position 945: 3.084756534177347e-05
Position 343: 2.7810083237946215e-05
Position 289: 2.351850211250481e-05
Position 97: 2.656805309432998e-06
