Gene = Mis12
index = 1280
Annotated 5SS: [184 540]
Annotated 3SS: [246 651]
SMsplice 5SS: [184 540]
SMsplice 3SS: [246 651]
top_k =  100
Partition function (log Z): 3.293495253485921

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9907796490727425
Position 540: 0.9467496950332445
Position 20: 0.04206429318623806
Position 509: 0.03944138831004561
Position 570: 0.011512395112683836
Position 74: 0.007772154085416791
Position 547: 0.0011190356489128657
Position 802: 0.000504639746562687
Position 6: 0.00027293070968559594
Position 55: 0.00022873026849699012
Position 458: 0.0001690217702580063
Position 853: 8.74611128453925e-05
Position 66: 8.602530142555287e-05
Position 188: 6.520301202036848e-05
Position 49: 4.005291952257574e-05
Position 473: 2.521491703162743e-05
Position 280: 2.0420643841249115e-05
Position 170: 1.2740715007778001e-05
Position 907: 1.2285049310608163e-05
Position 893: 9.826787882242486e-06
Position 417: 9.481789307944243e-06
Position 358: 7.056295513008894e-06
Position 361: 6.437572482314931e-06
Position 693: 5.912945972666973e-06
Position 98: 5.765123163101412e-06
Position 173: 5.594788530861036e-06
Position 745: 4.381944259388018e-06
Position 286: 2.749993741182506e-07
Position 101: 2.082124198175514e-07
Position 217: 1.5401071685855216e-07
Position 108: 2.4682008945781946e-08
Position 438: 1.2380719189466673e-09
Position 351: 1.2269651822585695e-09
Position 419: 1.1351171692528672e-09
Position 462: 1.0379121033877581e-09
Position 426: 7.650167321760596e-10
Position 146: 3.645787246769951e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.9983301211425326
Position 246: 0.9589445360761558
Position 66: 0.023566790526258857
Position 127: 0.019863305012361006
Position 263: 0.01606389966143621
Position 290: 0.013280308315360445
Position 132: 0.00339960180507844
Position 162: 0.0020102551397868725
Position 321: 0.0015458121565447135
Position 368: 0.0014719701579900203
Position 678: 0.0011066483720599523
Position 893: 0.00040280845515397386
Position 143: 0.0002965916718993799
Position 970: 0.00025543730272901825
Position 604: 0.00013474245264300522
Position 278: 8.75569163312182e-05
Position 146: 7.888860291371409e-05
Position 275: 7.814508461176831e-05
Position 302: 4.9389743424022176e-05
Position 308: 2.0930336113988507e-05
Position 170: 1.0696548887297519e-05
Position 720: 7.287287313816486e-06
Position 853: 6.515185496350145e-06
Position 750: 2.6120168349546002e-06
Position 180: 1.9107927846142086e-06
Position 925: 1.7004109552600816e-06
