Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  100
Partition function (log Z): 5.5301063564172965

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.9989706120599047
Position 1514: 0.9898646425135956
Position 1128: 0.929535268095366
Position 1132: 0.0446288367089379
Position 866: 0.0366924304729512
Position 1071: 0.016854332703170678
Position 509: 0.013159058566076402
Position 1849: 0.002640249416473353
Position 403: 0.002316771406050926
Position 521: 0.0021725862444139142
Position 955: 0.0015909123773070726
Position 590: 0.0010451273489154639
Position 340: 0.0007679446073530692
Position 1017: 0.0006766677974259448
Position 1302: 0.0005636120693108841
Position 1046: 0.0004530647567674003
Position 838: 0.0003522599750796554
Position 14: 0.0003512322560536666
Position 353: 0.00034706168133263963
Position 512: 0.0003049025188980767
Position 260: 0.0002762377755361246
Position 452: 0.00022542616742155986
Position 1311: 0.0002192943942019503
Position 1293: 0.00012665322104886287
Position 62: 0.0001192003667377456
Position 646: 0.0001137057148613328
Position 439: 9.51296911863367e-05
Position 367: 8.024297362036907e-05
Position 1497: 7.938409550136106e-05
Position 1063: 6.493377922179119e-05
Position 1691: 5.438289461012602e-05
Position 470: 4.323649030490709e-05
Position 1403: 4.2752780878958765e-05
Position 907: 4.0181373950767975e-05
Position 313: 3.1208358724468706e-05
Position 580: 3.0066861266092475e-05
Position 1873: 2.8595210262183712e-05
Position 703: 2.816939748227009e-05
Position 543: 2.4977381671906406e-05
Position 1305: 2.4429514125948624e-05
Position 1518: 1.9003600719725453e-05
Position 1398: 1.878228779254613e-05
Position 658: 1.152571133893572e-05
Position 558: 9.27164191521632e-06
Position 526: 4.290152395973387e-06
Position 606: 3.6322873362494526e-06
Position 1847: 1.7558915098987462e-06
Position 611: 3.466484311973788e-08
Position 1502: 8.011455777683184e-09
Position 1443: 6.265147441986565e-09
Position 916: 1.0788702924847235e-09
Position 1175: 7.267803434261212e-10
Position 1484: 1.1277750788346405e-10
Position 1227: 9.931871703708717e-11
Position 223: 8.107113075234513e-11
Position 930: 7.078680235970952e-11
Position 316: 1.3008547879094179e-11
Position 900: 4.2020360338963436e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9986925292630945
Position 1189: 0.9966362565652205
Position 1572: 0.9888250211959787
Position 936: 0.033577130703018335
Position 565: 0.018400653344706565
Position 1921: 0.0021202133465680747
Position 641: 0.0014270190884750028
Position 1942: 0.0007886967584594225
Position 460: 0.0005660434122783223
Position 1226: 0.0005396178493455813
Position 1356: 0.00043550202107163775
Position 1653: 0.0004320976911052232
Position 80: 0.000318042613448757
Position 1720: 0.00029698179425446784
Position 1352: 0.00028854536832110877
Position 912: 0.0002644809912543737
Position 1687: 0.00013115019550082006
Position 465: 0.00012851104412233932
Position 1390: 0.00012644690207565783
Position 112: 0.00011424166800971062
Position 783: 0.00010409452631767722
Position 1120: 9.682495459580975e-05
Position 1005: 7.299520421642322e-05
Position 1460: 7.04602505967362e-05
Position 940: 6.777411970397936e-05
Position 1090: 6.324041656451906e-05
Position 1610: 5.165661561819778e-05
Position 427: 5.127047764947909e-05
Position 352: 4.90274517337113e-05
Position 1629: 4.7938615751364326e-05
Position 1017: 4.0268179887665014e-05
Position 115: 3.388300816160629e-05
Position 1378: 3.0643799067585826e-05
Position 646: 3.0022343114299178e-05
Position 307: 2.4156217711728654e-05
Position 723: 2.2192014038420458e-05
Position 412: 2.1872996224595693e-05
Position 328: 2.028184351381049e-05
Position 580: 1.9894557883577123e-05
Position 1690: 1.4201789458415132e-05
Position 619: 1.4114260165904435e-05
Position 1684: 1.125889482290408e-05
Position 1672: 9.375579665972407e-06
Position 493: 8.979383149820138e-06
Position 496: 6.921871546288913e-06
Position 85: 4.265333171337934e-06
Position 658: 3.9212018738509235e-06
Position 1885: 3.3769925511142035e-06
