Gene = l(2)k09022
index = 1750
Annotated 5SS: [1273 1648 5419]
Annotated 3SS: [1384 1707 5482]
SMsplice 5SS: [1273 1648 2350 5419]
SMsplice 3SS: [1384 1707 5141 5482]
top_k =  100
Partition function (log Z): -0.44479489398862104

Sorted 5' Splice Sites (High to Low Probability):
Position 1648: 0.9987185380531243
Position 1273: 0.9741137627536229
Position 5419: 0.8571058373964271
Position 2350: 0.6532038522240606
Position 984: 0.23436854511015093
Position 2067: 0.10373433195375818
Position 473: 0.07831161059211936
Position 2317: 0.030169825639356777
Position 3055: 0.026776313014378446
Position 586: 0.020702161057244216
Position 481: 0.018061713343740772
Position 489: 0.013242314540125815
Position 158: 0.008741311869687173
Position 454: 0.007391291292494777
Position 1235: 0.0020085903833036824
Position 1951: 0.0014333016312061799
Position 2043: 0.0011016094950925715
Position 1652: 0.0008843618851100645
Position 394: 0.0005404893032700672
Position 2540: 0.00046070386285500107
Position 497: 0.00039303151067314213
Position 250: 0.00038468932872600054
Position 1470: 0.0003753761663698678
Position 704: 0.00025741651077484967
Position 1286: 0.00017256861076165382
Position 415: 0.00013951171080588842
Position 929: 0.00013422500083301196
Position 25: 0.000133461743936263
Position 1277: 9.832729417701505e-05
Position 18: 8.828662342793161e-05
Position 154: 5.852113606948726e-05
Position 1070: 4.5322827544733475e-05
Position 690: 1.8765476136566014e-05
Position 1637: 1.659097443744112e-05
Position 310: 3.901471018382896e-06
Position 1821: 3.021499846882102e-06
Position 30: 1.2625295944966552e-06
Position 1946: 2.9397423696630434e-07
Position 20: 1.0261516715820227e-07
Position 232: 2.6437831466166922e-08
Position 180: 1.8972899628221283e-08
Position 151: 1.3473789637422458e-08
Position 47: 8.48071583678256e-12
Position 54: 7.7498870825931e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9664987675497536
Position 1707: 0.9594160713199062
Position 1384: 0.9593313015628498
Position 2898: 0.687278538362747
Position 1048: 0.17644664877870053
Position 544: 0.11499113387108223
Position 2211: 0.0406934407961546
Position 1407: 0.038511876023078685
Position 1115: 0.023109542756803436
Position 648: 0.020937549765187278
Position 1132: 0.0101290911094222
Position 2133: 0.008856531712184548
Position 1081: 0.0033256586355618215
Position 211: 0.0030881502338174632
Position 607: 0.0025875509494667657
Position 553: 0.002235480140260956
Position 1771: 0.0018306793519051827
Position 2139: 0.001748378050099007
Position 2103: 0.001709352914705668
Position 2865: 0.0012319677164398684
Position 770: 0.001125625450315172
Position 3114: 0.0010033576900904785
Position 2417: 0.0009182597089778001
Position 1343: 0.0008490007952368833
Position 2000: 0.0007293090593974474
Position 208: 0.0006616252449601841
Position 2868: 0.0006234620577586461
Position 2612: 0.0006137922498965899
Position 1544: 0.000561804353197147
Position 1455: 0.0004888092296431967
Position 1428: 0.00044217700668020487
Position 802: 0.0003140245815619373
Position 2586: 0.0002352188443206553
Position 84: 0.00022244153358200988
Position 3119: 0.00020195812519825313
Position 690: 0.00019792753317493522
Position 526: 0.00017340816132842943
Position 898: 4.3892875700845516e-05
Position 1876: 1.3190746274689791e-05
Position 472: 1.001853159873112e-05
Position 1737: 6.305389416861137e-06
Position 295: 1.37113209715415e-06
Position 77: 5.094058848505224e-07
