Gene = Bsg25D
index = 55
Annotated 5SS: [ 615 1613 2037 2261 4530 5388 5563]
Annotated 3SS: [1367 1816 2179 2767 4957 5450 5619]
SMsplice 5SS: [ 591 1613 2037 2261 4530 5388 5563]
SMsplice 3SS: [1367 1816 2179 2767 4993 5450 5619]
top_k =  100
Partition function (log Z): 10.258119549657641

Sorted 5' Splice Sites (High to Low Probability):
Position 1613: 0.9983339120845424
Position 5563: 0.9955106953664333
Position 5388: 0.9741963994575691
Position 2037: 0.9628385028412291
Position 2261: 0.935011983847934
Position 4530: 0.7046337798830486
Position 1302: 0.532334736778241
Position 591: 0.5105836136784089
Position 615: 0.3518195305775279
Position 3187: 0.21843144287007488
Position 1156: 0.11502742856706644
Position 4599: 0.05332186403740189
Position 1257: 0.02728241271448415
Position 833: 0.02636062042114463
Position 1025: 0.025045815043202985
Position 2674: 0.013027996510871335
Position 6292: 0.010896960799637166
Position 365: 0.009807347909376977
Position 801: 0.009040935870206138
Position 2326: 0.004040684254860885
Position 6283: 0.0028198084713487413
Position 661: 0.0025634918522934804
Position 349: 0.0008118090334112867
Position 1666: 0.0006358946302649244
Position 1636: 0.00046123366020907217
Position 5889: 0.0004432050495621852
Position 150: 0.00041184398330634803
Position 698: 0.00038934238652350844
Position 256: 0.00033131683487962904
Position 1683: 0.00022503771893194843
Position 606: 0.0001900951166399973
Position 144: 0.00017679028225202497
Position 187: 0.00015428471846074942
Position 2418: 0.00014707864229072481
Position 2265: 0.00013876407494281447
Position 2105: 0.00010083859086811714
Position 2410: 9.982463419652181e-05
Position 2893: 9.401332261769174e-05
Position 141: 8.461380741295859e-05
Position 1607: 4.0123010017576675e-05
Position 1631: 3.578906167665675e-05
Position 1622: 2.9435571360349677e-05
Position 46: 2.899632401603252e-05
Position 124: 2.883437123704747e-05
Position 2129: 2.751740419421104e-05
Position 1661: 2.240467940701232e-05
Position 1978: 2.1746562139308675e-05
Position 583: 2.1288845391088043e-05
Position 292: 1.734823246537073e-05
Position 23: 1.3438380934162826e-05
Position 1867: 6.723564280208378e-06
Position 105: 4.080073894392965e-06
Position 103: 2.8046366951918267e-06
Position 260: 2.4429319765090934e-06
Position 111: 5.083601454787047e-07
Position 116: 5.5562246960339926e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5619: 0.9865818316555648
Position 1816: 0.9820240803526235
Position 1367: 0.962607096065819
Position 5450: 0.9617684889480287
Position 2767: 0.8914333649338929
Position 2179: 0.8478564254924424
Position 4993: 0.5451139498773842
Position 4957: 0.42976140857596906
Position 883: 0.28605862871434035
Position 880: 0.21524181918865734
Position 1155: 0.062182567208718224
Position 3621: 0.05392119561485798
Position 2109: 0.05109919740397501
Position 1013: 0.03572645191482593
Position 4721: 0.024463868500627116
Position 2518: 0.02060518277068902
Position 1206: 0.018750021189217442
Position 1837: 0.012703475929008218
Position 6358: 0.01078662460077234
Position 411: 0.010590245883425088
Position 2715: 0.007863611341158382
Position 2469: 0.007536424541867334
Position 5477: 0.007164112636289185
Position 753: 0.004787529662392737
Position 3373: 0.004014816666231182
Position 1854: 0.003450752593528565
Position 5516: 0.0034468430427097305
Position 5699: 0.003297904562701324
Position 697: 0.003212410063393067
Position 685: 0.003063265997466984
Position 6355: 0.002930144670213578
Position 1333: 0.0029010065875923184
Position 3282: 0.002618315870526191
Position 2148: 0.002427407691402251
Position 2136: 0.0022413448062514516
Position 5633: 0.0021022942266697756
Position 5474: 0.0018169548305411673
Position 6018: 0.0018049404058041905
Position 920: 0.00173493014343107
Position 923: 0.0016721867720717514
Position 661: 0.0014102202345563412
Position 5662: 0.001250321590288588
Position 3387: 0.0011803630572702786
Position 1043: 0.0010688950115025479
Position 5714: 0.0009166079749665665
Position 647: 0.0007407610523526204
Position 1791: 0.0005450677663432714
Position 2410: 0.0003013338934341442
Position 1725: 0.00024120301650848273
Position 311: 0.00020949064646931965
Position 1211: 0.00020929408528486514
Position 1881: 0.0001066109847753066
Position 3029: 9.401332261769164e-05
Position 2348: 8.219977758768432e-05
Position 784: 7.479290759414127e-05
Position 2578: 5.968972009764919e-05
Position 1916: 5.7324177408596374e-05
Position 762: 5.5103069601400975e-05
Position 1683: 4.2928698308202095e-05
Position 277: 4.033367214363702e-05
Position 1722: 2.896634408855493e-05
Position 1690: 1.4536371315775586e-05
Position 1999: 1.02729010489809e-05
Position 331: 9.892916942622382e-06
Position 165: 7.78400054331603e-06
Position 214: 5.328551565348858e-06
Position 2318: 3.021931874822037e-06
Position 2217: 8.28617800104598e-09
