Gene = fry
index = 1708
Annotated 5SS: [  332  8993  9395 10853 11155 11402 13548 15027 15242 15483 15741 15938
 16161 18462 35676 35896 36076 36281 36518 36696 37097 42849 43423 44417
 45082 46139 46446 46871]
Annotated 3SS: [ 7394  9053  9464 10922 11218 13403 14858 15091 15312 15585 15826 16005
 18297 35555 35761 35976 36145 36345 36589 36760 41269 42915 43789 45033
 45178 46199 46503 46929]
SMsplice 5SS: [  332  8993  9395 10853 11155 11402 15027 15242 15483 15741 15938 16161
 18462 35676 35896 36076 36281 36518 36696 37097 41595 42849 43030 43423
 44417 46139 46446 46871 47116]
SMsplice 3SS: [ 7394  9053  9464 10922 11218 14858 15091 15312 15585 15826 16005 18297
 35555 35761 35976 36145 36345 36589 36760 41269 42759 42915 43094 43789
 45178 46199 46503 46929 47174]
top_k =  100
Partition function (log Z): 89.91108585476987

Sorted 5' Splice Sites (High to Low Probability):
Position 16161: 0.9999999999999871
Position 36696: 0.9999969325922845
Position 11402: 0.9999085000123328
Position 35676: 0.9998375156431731
Position 36076: 0.9994664485667422
Position 37097: 0.9992490822870898
Position 11155: 0.9991110360678723
Position 8993: 0.9976673893261236
Position 42849: 0.9968639453791214
Position 36518: 0.996585192955497
Position 35896: 0.9941922710122024
Position 46446: 0.9941501432696442
Position 36281: 0.9920693391090964
Position 15242: 0.9889137813177037
Position 15938: 0.9880863085427656
Position 15027: 0.983482102594718
Position 43423: 0.980497313488946
Position 46871: 0.9789647345973553
Position 332: 0.9774323638656359
Position 10853: 0.9759389842633857
Position 9395: 0.9685650250574027
Position 46139: 0.9458229238573088
Position 15483: 0.9067703897554208
Position 18462: 0.8972787036989764
Position 44417: 0.8030250854633341
Position 41595: 0.7526567237121
Position 43030: 0.6305600661964216
Position 47116: 0.5786787937666041
Position 13548: 0.5666613604574291
Position 45082: 0.5609483768357948
Position 15745: 0.4585892719370391
Position 38376: 0.4063736746831222
Position 9762: 0.21426527986398872
Position 18130: 0.20737005296362734
Position 9683: 0.1961378708477593
Position 15772: 0.12185421763655818
Position 47208: 0.07826825756780359
Position 41420: 0.07291549697226082
Position 7523: 0.06102544842737443
Position 38861: 0.05878183628186965
Position 9586: 0.0571406683547785
Position 9969: 0.052754355562399644
Position 39795: 0.04825676861993818
Position 9725: 0.04397434056598063
Position 46717: 0.04293415090585218
Position 955: 0.0426402655326083
Position 17272: 0.039381275162215554
Position 17094: 0.039175634816539455
Position 15431: 0.03718062557438823
Position 13238: 0.03406194526025138
Position 44352: 0.031725269016898136
Position 9823: 0.030229790632852183
Position 9334: 0.029406257002052273
Position 44465: 0.025128624296838153
Position 7132: 0.019616420935553616
Position 44700: 0.017073960156262058
Position 7773: 0.015113273619471207
Position 3051: 0.012511878727599086
Position 43212: 0.01199289441460107
Position 3150: 0.011511699479330883
Position 47204: 0.010143464570817422
Position 3086: 0.01008396730112252
Position 15725: 0.009532502769124094
Position 37374: 0.007604494926012445
Position 47123: 0.007215976869366445
Position 9582: 0.005947118965710923
Position 4303: 0.005670632326651192
Position 9308: 0.005615334044448131
Position 9739: 0.005475974646223055
Position 9827: 0.005240884129270392
Position 39105: 0.004679809469046185
Position 47174: 0.0046530522323049925
Position 15237: 0.004642019418330878
Position 15235: 0.003875925086660299
Position 47100: 0.0038581802778421504
Position 43516: 0.0036104245449203373
Position 43306: 0.0030902756870500037
Position 36522: 0.0025441573062415265
Position 47145: 0.002423506767899683
Position 9706: 0.002107826265174179
Position 43675: 0.002099159629108526
Position 873: 0.0015899137720781667
Position 36301: 0.001552470269867826
Position 46725: 0.0015191845540507435
Position 9399: 0.001305914111035849
Position 36239: 0.0011795155575163498
Position 11735: 0.0010952636306620636
Position 12417: 0.0010203057031738046
Position 43312: 0.0009632158076546458
Position 46850: 0.0009028709354402644
Position 37068: 0.0007333220694978109
Position 10406: 0.0006813335708894708
Position 46329: 0.0006547016365166575
Position 36221: 0.00065384838747867
Position 45294: 0.0005788884615940098
Position 11131: 0.0005756687651366394
Position 25: 0.0005339436512314711
Position 35861: 0.0004962008047896935
Position 43379: 0.0004933932589476199
Position 45273: 0.00043396110828365045
Position 45830: 0.00041329800751755205
Position 15792: 0.0003787845066024057
Position 15195: 0.00036715653590151196
Position 15192: 0.00032862146305922234
Position 11134: 0.00024958249065274433
Position 36285: 0.00016225651933697127
Position 9332: 0.00014631720773805967
Position 36290: 6.843277458370895e-05
Position 36844: 4.457176748904933e-05
Position 9244: 3.421413797563918e-05
Position 9832: 3.388843242230107e-05
Position 11159: 2.9949320581965387e-05
Position 9375: 2.54264711198406e-05
Position 11141: 2.488168011401944e-05
Position 37084: 1.7595575641251226e-05
Position 9590: 1.2848888820155456e-05
Position 36509: 1.1758146750068254e-05
Position 42991: 9.775008563757903e-06
Position 11427: 8.71206710409793e-06
Position 36960: 7.863474272412642e-06
Position 45516: 7.008591805795458e-06
Position 11537: 5.161661799328025e-06
Position 11139: 5.112281164592084e-06
Position 11169: 3.748927808098966e-06
Position 49: 3.500372587303497e-06
Position 36020: 2.6035364504547457e-06
Position 323: 2.5437603914316337e-06
Position 11507: 2.5028373336658714e-06
Position 11550: 2.178217735672253e-06
Position 37157: 2.121539112661761e-06
Position 846: 8.761043316590539e-07
Position 9186: 5.078035833822135e-07
Position 11377: 2.478967378126738e-09
Position 36700: 1.0977876385286612e-09
Position 11325: 2.6616468827951597e-10
Position 11395: 2.0158717431373767e-10
Position 36103: 1.2452326087193865e-10
Position 36853: 1.1387318081010953e-10
Position 37088: 6.7767496330229e-11
Position 36828: 4.3964666789007566e-11
Position 36729: 8.294188227985089e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 41269: 0.9999999999999988
Position 35555: 0.9999999999999842
Position 11218: 0.9999999175978946
Position 36760: 0.9997964083820448
Position 9464: 0.9997667703500831
Position 43789: 0.9997265716432994
Position 36145: 0.9994512152323598
