Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  100
Partition function (log Z): -1.831992647240409

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9417274601970914
Position 503: 0.8231099816622003
Position 360: 0.31822824149052
Position 1028: 0.2816104610135932
Position 92: 0.27261614567610143
Position 39: 0.03089188890724124
Position 1226: 0.029070932515928787
Position 537: 0.02317684897360821
Position 1217: 0.014305179603050272
Position 970: 0.013999689896240883
Position 420: 0.00489951978704369
Position 618: 0.004261564663842697
Position 1501: 0.0038493160124139884
Position 532: 0.0018536372051288679
Position 1647: 0.0010621841256919576
Position 369: 0.0007143612915877178
Position 51: 0.00045438049618102655
Position 1595: 0.0004405916086049037
Position 334: 0.00040692470428392753
Position 1416: 0.0003019304185748064
Position 111: 0.0001235244939355902
Position 372: 4.999803740855615e-05
Position 109: 3.7163738208593697e-05
Position 131: 3.370833062527136e-05
Position 43: 2.0561031883222352e-05
Position 20: 8.14517757062848e-06
Position 123: 3.6947913936500967e-06
Position 128: 7.93935820868614e-07
Position 288: 6.651452266062596e-07
Position 68: 3.3999498670419767e-07
Position 291: 1.1746565288948492e-07
Position 272: 8.40794027578664e-08
Position 262: 4.9846341863011034e-08
Position 151: 2.0120256867596788e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.983161547959373
Position 1086: 0.9197854267969655
Position 149: 0.27073010283352283
Position 417: 0.2229356920233539
Position 823: 0.1497247452738015
Position 889: 0.11075329458657829
Position 423: 0.042200175768462675
Position 107: 0.020490278065620104
Position 1270: 0.007994241224583495
Position 719: 0.007733035589872597
Position 178: 0.00642443428096859
Position 1260: 0.005542773295436497
Position 970: 0.0033799242952692516
Position 1642: 0.002690676630489988
Position 798: 0.0024561123895736805
Position 772: 0.0018240469330872595
Position 252: 0.001758201043947321
Position 1729: 0.0014556448854602887
Position 454: 0.0013564201224931431
Position 1011: 0.0012601402540479913
Position 1583: 0.0009400139661588614
Position 477: 0.0007867256506377843
Position 1610: 0.0005676866831765176
Position 784: 0.0005666384679969621
Position 427: 0.00029252071132089194
Position 226: 0.00016731223563771033
Position 288: 8.690317157878704e-05
Position 406: 8.15915925804533e-05
Position 345: 6.880780436385563e-05
Position 91: 1.845739814541038e-05
Position 182: 1.6975750888539873e-05
Position 109: 5.608749116971965e-06
Position 651: 3.930084078105905e-06
