Gene = gkt
index = 1716
Annotated 5SS: [ 199  800 1250 1903]
Annotated 3SS: [ 252  859 1304 1962]
SMsplice 5SS: [ 199  800 1250 1903]
SMsplice 3SS: [ 252  859 1304 1962]
top_k =  100
Partition function (log Z): 9.150875133131755

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.9953017541446875
Position 199: 0.9943215896049625
Position 1903: 0.9427726807870577
Position 1250: 0.8668058084800364
Position 1231: 0.1011340777438286
Position 2267: 0.047662126200244105
Position 2328: 0.03563680963013754
Position 2090: 0.03267586361864277
Position 933: 0.00540200087933775
Position 1912: 0.005387810112222411
Position 804: 0.004411632944062497
Position 1776: 0.003255358446258141
Position 203: 0.0031691043744991707
Position 1907: 0.002297074641586467
Position 2182: 0.0017400051932050691
Position 2153: 0.001286304232657953
Position 417: 0.0010461411949091181
Position 1023: 0.000742241187225276
Position 1240: 0.0007381251596416703
Position 2172: 0.0006894562069732756
Position 1184: 0.0006238478365679373
Position 1046: 0.0006193968994389127
Position 1988: 0.0006001724731964587
Position 1141: 0.0004148160955765379
Position 1172: 0.0003877369840588899
Position 1764: 0.00037789229641910173
Position 41: 0.0002481854460355428
Position 1770: 0.00022294681254735475
Position 1900: 0.00022032885590503635
Position 1179: 0.00021551480716692324
Position 2341: 0.00015533585559103323
Position 576: 0.00011976648718213812
Position 1026: 0.00010409717649652515
Position 1623: 9.084874683626585e-05
Position 920: 5.153203651038801e-05
Position 965: 4.87552339580463e-05
Position 43: 3.734965002574254e-05
Position 1531: 2.4083488506773234e-05
Position 1474: 2.1629158988193934e-05
Position 948: 1.601000579544075e-05
Position 753: 1.513304621743061e-05
Position 1113: 1.3573632104766133e-05
Position 1266: 1.195246919542268e-05
Position 482: 1.1004498199559562e-05
Position 1879: 8.23990205736045e-06
Position 632: 8.187139703858834e-06
Position 573: 7.891190927958439e-06
Position 90: 7.429585742769823e-06
Position 2106: 7.348742203552222e-06
Position 992: 6.834954413219082e-06
Position 81: 8.694126874519591e-07
Position 2140: 7.595264582641553e-07
Position 1588: 7.422321348034343e-07
Position 1351: 5.467976795680728e-07
Position 79: 4.5924908606254746e-07
Position 1768: 3.9315453946932433e-07
Position 946: 2.0200330835890424e-07
Position 94: 1.566046849571212e-07
Position 712: 1.243159110417567e-07
Position 100: 1.0281775457243178e-07
Position 1997: 5.0484459643578526e-08
Position 88: 4.252198109627313e-08
Position 1780: 2.865746927596333e-09
Position 455: 1.9777999671135975e-09
Position 1082: 1.9160188362488786e-09
Position 220: 1.6605979571419901e-09
Position 149: 1.5482588384738085e-09
Position 1271: 1.2264672801087774e-09
Position 182: 1.1010233095377267e-09
Position 448: 6.140205452927904e-10
Position 436: 5.348383814570126e-10
Position 475: 4.263265149948731e-10
Position 1090: 8.993544222547725e-11
Position 252: 1.9588594384177502e-11
Position 133: 1.3839141531623112e-12
Position 131: 1.215048280851987e-12
Position 335: 1.050426467738149e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9995441747483144
Position 1304: 0.9713762973467073
Position 252: 0.9545870466254035
Position 1962: 0.9521647123483544
Position 2327: 0.06439186618694402
Position 2405: 0.036181257418387104
Position 272: 0.02598594223383943
Position 2250: 0.01860887322835905
Position 316: 0.00915715886905874
Position 1006: 0.003082113576722798
Position 2216: 0.0023950949280969473
Position 1076: 0.001994985934583664
Position 475: 0.001774134509274589
Position 368: 0.0016923669024018254
Position 695: 0.0016161363019752113
Position 335: 0.0010658461098597743
Position 2056: 0.0007625676342673176
Position 986: 0.0007541673027484689
Position 587: 0.0007114943666167547
Position 462: 0.0005719824599293573
Position 2182: 0.0003772335011097601
Position 436: 0.0003489886465299867
Position 414: 0.00031053881878860133
Position 100: 0.00023925573273155475
Position 1333: 0.00021233760359221603
Position 591: 0.00020688688962245346
Position 1895: 0.00019384298015054293
Position 536: 0.00014999265138052292
Position 1577: 9.928104200837813e-05
Position 1810: 9.219520734944998e-05
Position 1683: 9.044803518807134e-05
Position 486: 4.899888345186382e-05
Position 559: 4.798497639416518e-05
Position 118: 4.4619245896220365e-05
Position 365: 4.248807410019403e-05
Position 341: 3.786114651960462e-05
Position 1160: 3.0450055288579658e-05
Position 303: 2.968917867862277e-05
Position 403: 2.9512618269386583e-05
Position 386: 2.4746135638491365e-05
Position 1240: 2.1420774859555505e-05
Position 320: 1.3674241242158658e-05
Position 296: 1.3448541915579572e-05
Position 605: 1.1522132586183519e-05
Position 539: 1.0130051405325947e-05
Position 712: 9.719192050030414e-06
Position 380: 6.5060779878763455e-06
Position 149: 6.482274438505083e-06
Position 498: 5.528392313134081e-06
Position 128: 2.648071405670164e-06
Position 157: 1.511898377606877e-06
Position 161: 4.505555873347884e-08
Position 866: 3.118979433696586e-08
Position 131: 3.097107040369848e-08
Position 182: 7.516531423052327e-11
