Gene = mthl15
index = 1804
Annotated 5SS: [1391 1943 2287 2591 2833 3290]
Annotated 3SS: [1769 2030 2511 2653 2902 3366]
SMsplice 5SS: [1391 1943 2591 2833 3290]
SMsplice 3SS: [1769 2025 2653 2902 3366]
top_k =  100
Partition function (log Z): 10.416157127791982

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9970440138470564
Position 2833: 0.9953666104227202
Position 1943: 0.9940829185368435
Position 3290: 0.9403914629498976
Position 1210: 0.43642462421810463
Position 1391: 0.4297811231489577
Position 3478: 0.3823838771036073
Position 2287: 0.21910223936889572
Position 2307: 0.1825465627625015
Position 779: 0.12758288174642235
Position 2438: 0.06546852438970774
Position 655: 0.054105742119793514
Position 343: 0.032193596909125086
Position 770: 0.026837501800421815
Position 395: 0.022473852680708374
Position 1277: 0.01981439522499767
Position 764: 0.015433190476779346
Position 3519: 0.01494609506713415
Position 1184: 0.014808513426543735
Position 156: 0.014185863066482823
Position 3535: 0.013487300204739532
Position 132: 0.013251274036742741
Position 3010: 0.011784414465392568
Position 449: 0.010329605630019022
Position 352: 0.009364386085022198
Position 3654: 0.00834566149930467
Position 2348: 0.007867582110656858
Position 1284: 0.0077693502615125715
Position 359: 0.007032532591635458
Position 892: 0.004407344302797974
Position 2291: 0.004154527453779717
Position 1925: 0.00400321567513955
Position 316: 0.0038806221601389843
Position 1562: 0.0035443083448670203
Position 2793: 0.0032614887096239268
Position 350: 0.0031918218272790197
Position 2468: 0.002779024259666078
Position 3320: 0.0025609084167775653
Position 2145: 0.0025388816028173817
Position 2406: 0.0024074332687390107
Position 758: 0.002012948601251988
Position 488: 0.001826755441075602
Position 1462: 0.0018232208703512242
Position 212: 0.0014804326680914158
Position 31: 0.0013711973568411172
Position 2420: 0.0012163992372399171
Position 3121: 0.001060146064202948
Position 1981: 0.0006030592003812556
Position 3151: 0.00038546635356828115
Position 2997: 0.000246254181433541
Position 2837: 0.00011304208784570431
Position 3214: 8.341725619621536e-05
Position 3114: 5.1698920865475e-05
Position 117: 3.5180483089251075e-05
Position 115: 2.649388120975343e-05
Position 741: 1.721132031283914e-05
Position 2708: 8.432528849776415e-06
Position 2093: 7.061919410621703e-06
Position 2825: 8.286430912068397e-07
Position 2831: 4.79208645420231e-07
Position 2815: 2.0930598675305433e-07
Position 2512: 2.1736786560958477e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2653: 0.9990223318461826
Position 2025: 0.9585129055973528
Position 3366: 0.9542017950849951
Position 1769: 0.9475508006057439
Position 2902: 0.913196173643252
Position 2511: 0.44857056359716985
Position 3571: 0.20685096771270098
Position 3653: 0.13773030664120756
Position 1037: 0.12992537592752074
Position 830: 0.07387936561171528
Position 3626: 0.044289707712488864
Position 1795: 0.03901020003443376
Position 1276: 0.03743579841788479
Position 2406: 0.03208987249212367
Position 3705: 0.025954760538610046
Position 3036: 0.0238632929462966
Position 3081: 0.02327662151187599
Position 2060: 0.021174060895697875
Position 1304: 0.01670235710304607
Position 2920: 0.015269009502495863
Position 2974: 0.015089079084895618
Position 2436: 0.009332746893141695
Position 2209: 0.00710554679904825
Position 1731: 0.005696084893451715
Position 191: 0.005328897849264538
Position 3530: 0.00433719126977789
Position 2947: 0.0040147225161218615
Position 2030: 0.003595624645470599
Position 2924: 0.0032864449435159723
Position 2206: 0.0021814264436052903
Position 1353: 0.0021528363904151017
Position 3439: 0.002057878484661682
Position 1425: 0.0017976862302125332
Position 989: 0.001472728380504392
Position 2365: 0.0013536907924666518
Position 864: 0.0013141594537240747
Position 992: 0.001234741886041329
Position 912: 0.0011294824700010483
Position 3177: 0.0009553911346534404
Position 2027: 0.000745159230945257
Position 2663: 0.00036584934667088765
Position 3400: 8.412361125088362e-05
Position 1105: 6.14326090549653e-05
Position 406: 5.6214130036755385e-05
Position 2760: 3.792708929610686e-05
Position 3385: 1.1895439056514983e-05
