Gene = Akap200
index = 16
Annotated 5SS: [  197 11404 11864 13773]
Annotated 3SS: [11183 11467 11924 14590]
SMsplice 5SS: [  197 11404 11864 12378]
SMsplice 3SS: [11183 11467 11924 14590]
top_k =  100
Partition function (log Z): -0.6019291522496133

Sorted 5' Splice Sites (High to Low Probability):
Position 11864: 0.9924549442783078
Position 11404: 0.9881573805681823
Position 197: 0.7854386592645222
Position 12378: 0.6107053129685612
Position 15220: 0.31371304674759437
Position 156: 0.18930915489945443
Position 13773: 0.13196047899192284
Position 3360: 0.10926909287480126
Position 8623: 0.09019940236078475
Position 2929: 0.0707122174968507
Position 2493: 0.05757575541964345
Position 11604: 0.03636266195117649
Position 12563: 0.025092509253646395
Position 308: 0.021702913206270182
Position 12435: 0.012859424481303117
Position 11398: 0.011717155491956571
Position 14663: 0.010273607958645264
Position 2811: 0.006117675221278188
Position 12048: 0.005956994183061538
Position 15178: 0.004216521652592137
Position 2497: 0.002351371717442273
Position 14763: 0.001702811241578384
Position 2644: 0.0008573959677386838
Position 15526: 0.000659272425126672
Position 528: 0.0006135629600738724
Position 12445: 0.00031262653370204776
Position 2628: 0.0002702516338305711
Position 160: 0.00019986327669837623
Position 938: 2.01138120773511e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11183: 0.9999999999999997
Position 11467: 0.9856456073860331
Position 14590: 0.9324488912590497
Position 11924: 0.6149030461906573
Position 15299: 0.31792956840018655
Position 2999: 0.08361307496761163
Position 11941: 0.08137271090783656
Position 2545: 0.08054005283615616
Position 8542: 0.06920853563535682
Position 1873: 0.05722171969077952
Position 12629: 0.04963752869225941
Position 15038: 0.03218176477206977
Position 11707: 0.031346690524110266
Position 13506: 0.021135845176940248
Position 8317: 0.020990866725427965
Position 14892: 0.019645789236059866
Position 12664: 0.013464229025220998
Position 3145: 0.01330210312699973
Position 12477: 0.013154811704884119
Position 11473: 0.009235454822717417
Position 12507: 0.006568766695811195
Position 2473: 0.006044879860809576
Position 13707: 0.005675489359054042
Position 13172: 0.004139301353432773
Position 11688: 0.0021065440812797626
Position 1012: 0.0018621436306085373
Position 2321: 0.0018540536377168277
Position 11521: 0.0012925850987793078
Position 12445: 0.0008390302427799172
Position 11627: 0.0008176298373629791
Position 15603: 0.000659272425126672
Position 11504: 0.0006571175426235634
Position 11704: 0.0006469596020689337
Position 11662: 0.00034917893581483774
Position 11531: 0.00018105277507864286
Position 11985: 4.937837771685948e-05
Position 11957: 4.6058588567184246e-05
Position 11996: 7.925359001814162e-06
Position 12132: 3.1945276284376394e-06
Position 12048: 3.021157220718475e-06
Position 12129: 1.5688101737073822e-07
Position 11966: 1.477889659476933e-07
