Gene = lilli
index = 1758
Annotated 5SS: [  650  4988 59864 61507 62102 62217 65183 65454 65628 65877 66099]
Annotated 3SS: [ 3744 59100 60779 61679 62159 62275 65261 65540 65710 65947 66159]
SMsplice 5SS: [  650  4988 60730 60926 62102 62217 65183 65454 65628 65877 66099]
SMsplice 3SS: [ 4447 60517 60779 61679 62159 62275 65261 65540 65710 65947 66159]
top_k =  100
Partition function (log Z): -69.27893772885058

Sorted 5' Splice Sites (High to Low Probability):
Position 4988: 0.9999947894566196
Position 650: 0.686062235717772
Position 21477: 0.42356279981256345
Position 532: 0.08447370800176124
Position 326: 0.06326266723207907
Position 320: 0.05965159074994317
Position 314: 0.04174610240629434
Position 351: 0.036509393214533115
Position 205: 0.028296402815637355
Position 4106: 3.302519779930762e-06
Position 4291: 1.2248270073286678e-06
Position 403: 4.913038270073508e-08
Position 542: 4.030980841176289e-08
Position 536: 3.5078166386252356e-08
Position 308: 1.2941133343397967e-08
Position 304: 7.163897683886462e-09
Position 5841: 6.116732725998627e-09
Position 5305: 3.054831541934757e-09
Position 530: 2.033952775682018e-09
Position 1004: 4.7280602669729764e-12
Position 1008: 4.589447021502818e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21146: 0.9978406652262304
Position 4447: 0.766087513194388
Position 21530: 0.42356279981256345
Position 4871: 0.14895609784785185
Position 4749: 0.05018797786824629
Position 3744: 0.019262542070772052
Position 4520: 0.015505187486013535
Position 17756: 0.0020949287035736054
Position 13030: 5.907349356609901e-05
Position 11306: 1.8212117035600787e-06
Position 11926: 1.7573679767880845e-06
Position 10136: 5.631409760698524e-07
Position 403: 5.601739174637703e-07
Position 10855: 5.293010233363837e-07
Position 460: 5.034285368036681e-07
Position 609: 4.0273521864307454e-07
Position 432: 3.4268683479602236e-07
Position 10815: 3.019575591011949e-07
Position 10462: 2.2270841092657447e-07
Position 603: 1.9997562471923434e-07
Position 491: 1.5051866869389385e-07
Position 435: 5.673737340381335e-08
Position 8962: 5.1226664798710814e-08
Position 6582: 3.478763803961239e-08
Position 440: 3.054525268349766e-08
Position 5207: 2.237619132486033e-08
Position 5945: 6.511041701341807e-09
Position 5114: 5.9849390862286215e-09
Position 7146: 5.229772632652021e-09
Position 6313: 3.732869395560078e-09
Position 6718: 3.259408410319623e-09
Position 6696: 2.488983010467496e-09
Position 6303: 2.4265562873757564e-09
Position 6568: 2.2495187597619864e-09
Position 6013: 1.5621110292531063e-09
Position 5225: 8.190526277821932e-10
Position 6088: 7.688490432393819e-10
Position 5714: 2.956137001104254e-10
Position 5653: 2.2819190361429558e-10
Position 5753: 2.0271954399460305e-10
Position 5636: 1.957554406308327e-10
Position 1934: 1.8240999481418174e-11
Position 1065: 1.1911945487923793e-11
Position 873: 1.1216712314643275e-11
Position 1523: 5.224655222464322e-12
Position 1552: 4.455104187688681e-12
Position 1600: 3.0020837352031894e-12
