Gene = dac
index = 1664
Annotated 5SS: [  562  2191  4474 10724 12799 13229 13871 14143 17004 17506 17946]
Annotated 3SS: [ 1190  4446 10565 12402 12925 13354 14058 16742 17267 17751 18243]
SMsplice 5SS: [   28 10724 12799 13229 13871 14143 17004 17506 17946]
SMsplice 3SS: [10586 12402 12925 13354 14058 16742 17267 17751 18243]
top_k =  100
Partition function (log Z): 26.634811292707

Sorted 5' Splice Sites (High to Low Probability):
Position 17946: 0.9992539631145044
Position 17506: 0.9984797954552334
Position 14143: 0.9978997175785815
Position 13871: 0.9777263135564508
Position 13229: 0.9663720281849543
Position 17004: 0.8203054802277642
Position 16881: 0.40926647127984717
Position 562: 0.2777490776879757
Position 18390: 0.2666977950764932
Position 351: 0.26048697746016836
Position 28: 0.23834360581571484
Position 14304: 0.1689320550214934
Position 807: 0.11018827988283147
Position 4474: 0.1049627206269948
Position 2191: 0.08258685369819815
Position 15925: 0.054489652626687445
Position 13474: 0.0473242820239197
Position 4820: 0.04481129726185241
Position 14914: 0.0426971402741573
Position 356: 0.041799378099885716
Position 396: 0.039865545061338895
Position 18985: 0.03886562826696886
Position 13286: 0.03346140573407641
Position 93: 0.03136829881937605
Position 407: 0.021726579514249358
Position 89: 0.02110807710183405
Position 15109: 0.01897314299827975
Position 15017: 0.017427587394190685
Position 4807: 0.016196336583161487
Position 97: 0.015955303353829053
Position 16340: 0.014320609031108981
Position 3716: 0.013826112180474118
Position 14351: 0.010932189618634076
Position 5768: 0.009939244712831932
Position 14325: 0.007816114670110688
Position 15688: 0.0063600217815312846
Position 14580: 0.004954977745349381
Position 101: 0.0038099087866761564
Position 17157: 0.0016653764271032474
Position 18450: 0.0016199740570468453
Position 13999: 0.0013987619980268824
Position 17690: 0.0006756548340312994
Position 14147: 0.0006055713356239308
Position 500: 0.0005023711149832527
Position 13928: 0.0004342733296004443
Position 16923: 0.00043326261976341367
Position 13478: 0.00041865995997950723
Position 17624: 0.0003582015518699769
Position 17883: 0.0003535625108529323
Position 105: 0.0003464869579361159
Position 13950: 0.00033281028918448203
Position 111: 0.0003306256865497111
Position 17950: 0.00024231675602602557
Position 75: 0.0002382754101463758
Position 467: 0.00021186606130086148
Position 347: 0.00019142836664572403
Position 18622: 0.00018250086238284405
Position 13905: 0.00014972110041668046
Position 17575: 0.00012838778400791817
Position 13889: 0.00012381185138789718
Position 14131: 9.897225259240386e-05
Position 17997: 6.610208546459986e-05
Position 17549: 6.462713592761865e-05
Position 115: 6.124265176650521e-05
Position 18092: 5.220392299283986e-05
Position 17596: 4.5347538555800675e-05
Position 14329: 4.444381678518371e-05
Position 85: 3.205279531279953e-05
Position 107: 2.909889535736781e-05
Position 17986: 1.3851997589389234e-05
Position 14121: 6.4322282016661916e-06
Position 65: 4.659702665581411e-06
Position 109: 2.0072578877329546e-06
Position 137: 1.784684888322466e-07
Position 13819: 6.84818899322282e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12925: 0.9999999999999943
Position 18243: 0.9994583659706239
Position 16742: 0.999167072059135
Position 17751: 0.9991008891845293
Position 13354: 0.9913752393343019
Position 17267: 0.9709393023227403
Position 14058: 0.7900006510240667
Position 14236: 0.23111257497048918
Position 16962: 0.2296845861397571
Position 14017: 0.19924165922302361
Position 4446: 0.1721081082289672
Position 19261: 0.15594341725637914
Position 14247: 0.08672611791527801
Position 868: 0.03506950409730952
Position 18708: 0.02688760685805625
Position 13594: 0.025400728996764356
Position 18888: 0.022969750400944965
Position 630: 0.021521128544450322
Position 19273: 0.020965208925029663
Position 19094: 0.020388383537358057
Position 166: 0.01886828990992411
Position 14206: 0.017628032556431913
Position 3512: 0.017627603136347647
Position 481: 0.013422510054355748
Position 17124: 0.012534091180330087
Position 549: 0.012143505277864718
Position 465: 0.0102678200321092
Position 19049: 0.009973895713241726
Position 18969: 0.009914540673384388
Position 19350: 0.009828256208955196
Position 14212: 0.009787261339500848
Position 1190: 0.009034178211897776
Position 396: 0.008775946276175051
Position 13985: 0.00816681613821997
Position 16968: 0.008157304689601156
Position 18603: 0.007815259182919674
Position 17156: 0.006671523938322729
Position 1329: 0.006112863871505494
Position 18934: 0.005842470599451213
Position 18851: 0.0051046260198052825
Position 18489: 0.004861777973179402
Position 13396: 0.004695816570525624
Position 969: 0.003977151926571054
Position 1004: 0.003448429043400995
Position 1387: 0.0031872660618030403
Position 18547: 0.002918391832786745
Position 13361: 0.002614451125989654
Position 18786: 0.0022410516645177334
Position 13683: 0.0022069618867521087
Position 14383: 0.001972335219350957
Position 16971: 0.0018509928989269126
Position 19301: 0.001711261416882399
Position 13540: 0.001234291453376733
Position 17595: 0.001035747671401136
Position 17152: 0.0009115519449454088
Position 17760: 0.00044614837252995155
Position 18212: 0.0004151225070506438
Position 13600: 0.00035874718343158565
Position 16756: 0.00034184198127670183
Position 682: 0.00030611665854218833
Position 13796: 0.0002904620145435434
Position 17664: 0.0002748051718846761
Position 608: 0.0002631027731921343
Position 13470: 0.0002508446609855438
Position 561: 0.00023043364778755577
Position 13274: 0.00017353957510158724
Position 13928: 0.0001704764633367018
Position 194: 0.0001563269039793855
Position 634: 0.00015360536025608908
Position 18257: 0.00012643770273549826
Position 13999: 8.476632420341335e-05
Position 14083: 5.6678345647090426e-05
Position 14069: 2.9699019289843426e-05
Position 18020: 7.121448612979344e-06
Position 14291: 3.2348607395527217e-06
Position 13408: 9.389316236759374e-07
Position 18157: 7.381959030644093e-08
Position 17787: 4.261738061846912e-09
Position 17798: 9.23363557027274e-11
