Gene = Cdc37
index = 1062
Annotated 5SS: [ 341  605 1446]
Annotated 3SS: [ 400  785 1509]
SMsplice 5SS: [ 341  605 1446]
SMsplice 3SS: [ 400  785 1509]
top_k =  100
Partition function (log Z): 4.995427377721696

Sorted 5' Splice Sites (High to Low Probability):
Position 605: 0.9967996052139494
Position 1446: 0.9959239356485192
Position 341: 0.7386021682973322
Position 159: 0.0875233722307092
Position 1037: 0.033092483033187764
Position 1825: 0.012423203650611956
Position 76: 0.01029459380803884
Position 178: 0.004369388357561829
Position 1456: 0.0016845776757125651
Position 372: 0.0015920253900155179
Position 99: 0.0013942714511468973
Position 53: 0.0010512159173551496
Position 1080: 0.000986155981462942
Position 47: 0.0007999237298226582
Position 1759: 0.0006959433849625973
Position 61: 0.0006580777663937619
Position 1187: 0.0006193562355223936
Position 1793: 0.0004976196473442991
Position 1450: 0.00036845264474330596
Position 657: 0.00034723453485636994
Position 64: 0.00030863564503151076
Position 1466: 0.00028900840760338946
Position 1652: 0.000239592571308248
Position 609: 0.00023927151369471436
Position 67: 0.00022871909449566228
Position 357: 0.0001896752966562013
Position 1727: 0.0001584022283119278
Position 1408: 0.00012049719033928537
Position 27: 9.90246072294013e-05
Position 325: 7.210918067978707e-05
Position 1405: 4.484701983244239e-05
Position 1774: 3.657368762840477e-05
Position 1627: 2.7782439329884154e-05
Position 202: 2.45444297899788e-05
Position 117: 2.2649784920311347e-05
Position 1604: 6.794127443591387e-06
Position 637: 6.07771279197317e-07
Position 1425: 3.6017279383452306e-07
Position 912: 1.689876599081638e-07
Position 10: 9.786004496203964e-09
Position 1019: 6.885551482232137e-09
Position 1055: 1.168378428040666e-09
Position 1309: 9.189089161868296e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1509: 0.9987209664504715
Position 785: 0.9941436873223051
Position 400: 0.699077789825128
Position 218: 0.06467578663552295
Position 437: 0.04349953891614027
Position 1906: 0.013594431384144155
Position 1289: 0.013018282014236148
Position 234: 0.008780186122009388
Position 146: 0.00867309238587137
Position 1256: 0.005809652560013256
Position 265: 0.00542507031134434
Position 1187: 0.005116987503961057
Position 194: 0.004734498245271385
Position 1331: 0.0031845428244529753
Position 1091: 0.003050162146481928
Position 292: 0.0027211501655463994
Position 297: 0.0024334252689009383
Position 1197: 0.0022013808459991407
Position 732: 0.0021052880478573694
Position 469: 0.001763496654754638
Position 708: 0.0016770136412870456
Position 1262: 0.001503903301509534
Position 1240: 0.0013791104950478755
Position 303: 0.0007518195216335358
Position 415: 0.0006034369204055162
Position 1317: 0.0005949472271701031
Position 220: 0.0005791700245799921
Position 97: 0.0005117837026295898
Position 1855: 0.0004407261057875603
Position 238: 0.00027181041938815597
Position 1518: 0.00023364983129901592
Position 157: 0.00013971456624937138
Position 241: 0.000139348718203097
Position 1543: 0.0001287614107871096
Position 372: 5.5086728510139286e-05
Position 1723: 3.5667786830448685e-05
Position 1811: 2.9431606601202787e-05
Position 1839: 1.4927683984852768e-05
Position 1859: 1.2406515090256402e-05
Position 789: 6.098574100148612e-07
Position 926: 1.455722508059096e-07
Position 70: 1.3997645397895459e-10
Position 56: 1.055487526158822e-10
Position 67: 1.5279738670807954e-12
