Gene = dlt
index = 1672
Annotated 5SS: [130]
Annotated 3SS: [1827]
SMsplice 5SS: [ 130 2048]
SMsplice 3SS: [1827 2108]
top_k =  100
Partition function (log Z): -10.273281164574826

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.6766010852097791
Position 2048: 0.6033449289568474
Position 2771: 0.4384748393655347
Position 277: 0.2055927612452569
Position 2134: 0.20522787570064804
Position 2026: 0.1467316718168439
Position 2804: 0.04788430637949869
Position 2277: 0.040464224861413
Position 1165: 0.04013922764947944
Position 98: 0.03301222501738324
Position 3585: 0.030735338191147335
Position 3344: 0.015526587083493635
Position 2000: 0.012671732352056571
Position 463: 0.009717425806545105
Position 1122: 0.008446351925317655
Position 1546: 0.005732913648120663
Position 165: 0.004870014760738138
Position 84: 0.004685301314130039
Position 2058: 0.00454122720869278
Position 338: 0.0038935279146239685
Position 1629: 0.0033344634595899197
Position 566: 0.0033038929438272482
Position 855: 0.0031951416950346616
Position 763: 0.0031900970797383195
Position 939: 0.002771857534710876
Position 543: 0.001954006543453552
Position 943: 0.001758112164121632
Position 1129: 0.0014067079990337508
Position 1178: 0.0013916132171830477
Position 199: 0.001359550310692593
Position 1513: 0.001342785196929328
Position 288: 0.0010418857749501446
Position 2109: 0.0007421455724149466
Position 2070: 0.0006526918334607835
Position 487: 0.0006144323915103916
Position 618: 0.0005393147661820331
Position 695: 0.00045916279626944507
Position 2385: 0.00015155074731787024
Position 104: 0.00014383235511494918
Position 699: 8.698530194590745e-05
Position 197: 8.609482659848238e-05
Position 128: 7.979607963391595e-05
Position 51: 8.05080429868231e-06
Position 33: 1.7465713783315493e-06
Position 28: 1.4864036550536785e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1827: 0.9849741179143356
Position 2108: 0.5914381533407832
Position 2860: 0.5328452980407576
Position 2191: 0.27764121703850525
Position 2880: 0.061141989042821476
Position 2665: 0.04393800263229693
Position 4327: 0.020436365913309225
Position 3721: 0.01780470986716463
Position 158: 0.01749844604219542
Position 4197: 0.008020849494167108
Position 1336: 0.004955284018577435
Position 1623: 0.0040827224360028445
Position 1713: 0.0011531553186610835
Position 798: 0.0007631261293770817
Position 2262: 0.0006950364662491599
Position 684: 0.0005224970813929411
