Gene = TrissinR
index = 1566
Annotated 5SS: [ 1246 21949 24483 26256 27028 27823 28895 29255 32315]
Annotated 3SS: [21300 24337 26095 26826 27471 28879 28988 32094 32399]
SMsplice 5SS: [  149 21949 24483 26256 27028 27823 29255 32315]
SMsplice 3SS: [21300 24337 26095 26826 27471 28988 32094 32399]
top_k =  100
Partition function (log Z): 4.461816388510971

Sorted 5' Splice Sites (High to Low Probability):
Position 24483: 1.0000000000000044
Position 21949: 1.000000000000004
Position 26256: 0.9971091663893906
Position 27028: 0.9926922559988315
Position 32315: 0.9898120614352922
Position 29255: 0.985084222292495
Position 28895: 0.6794062884747837
Position 27823: 0.6715248370115633
Position 149: 0.5313057312782068
Position 30028: 0.47837781816941866
Position 1246: 0.4391898536967322
Position 10397: 0.43066335580127346
Position 27590: 0.11081526791244521
Position 26660: 0.03362884030435063
Position 32635: 0.029692508546245153
Position 28650: 0.026730757296500797
Position 27986: 0.02539694137040946
Position 83: 0.022837876236690893
Position 29804: 0.020238585034248396
Position 28610: 0.009535894571453533
Position 406: 0.006666538788373967
Position 27200: 0.004043178731409841
Position 27691: 0.003721671023901439
Position 27175: 0.0030075538582846903
Position 28258: 0.00248314201779923
Position 30799: 0.0020382463073416756
Position 27260: 0.0019865894102244724
Position 27685: 0.0010089594256453018
Position 28529: 0.0005896143203071872
Position 26951: 0.0005301814331162244
Position 27710: 0.0003277378424350489
Position 27725: 0.0001466929668647485
Position 29225: 7.923153923928327e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 21300: 1.0000000000000042
Position 24337: 1.000000000000004
Position 28988: 0.9983772132487317
Position 27471: 0.9946241346854245
Position 32399: 0.9507251255175398
Position 26095: 0.9464870351606639
Position 32094: 0.88437375113444
Position 26826: 0.7524656222231015
Position 29342: 0.4701894894012503
Position 10219: 0.43066335580127335
Position 28091: 0.3007743569674506
Position 26888: 0.15321170045102817
Position 26502: 0.07081477810555717
Position 28701: 0.06317895293609921
Position 27645: 0.061981152382735244
Position 28740: 0.057385289380719504
Position 31327: 0.055814307510344455
Position 25504: 0.05349876564685786
Position 32205: 0.04848083262757129
Position 26916: 0.029306116465525958
Position 32705: 0.028785351781818926
Position 28424: 0.023944594361397474
Position 32366: 0.020322366623594178
Position 29645: 0.016572620544290335
Position 27090: 0.012832570977224901
Position 28879: 0.012828937394097815
Position 32378: 0.011137282812080096
Position 26467: 0.009859322490895078
Position 26780: 0.008317103582058885
Position 28159: 0.005566036373469369
Position 31371: 0.005251504076936451
Position 32444: 0.004174844499572279
Position 32543: 0.003424227280900259
Position 29944: 0.0026433005523965347
Position 27654: 0.002547920972001351
Position 27777: 0.00249123436634488
Position 27679: 0.0024677239505061237
Position 30255: 0.0018607491876779813
Position 32723: 0.0009071567644262121
Position 29020: 0.000674106486538884
Position 30838: 0.0004949039975739062
Position 27509: 0.0003280631781837718
Position 27900: 0.00031611548795044026
Position 30494: 0.0002056842184455554
Position 27749: 0.00016466286680874237
Position 27121: 8.194293483984317e-05
Position 32569: 4.026216784495801e-05
Position 29611: 3.375896339079718e-06
Position 29671: 2.6693994461430843e-06
Position 29354: 1.6762279808065037e-06
