Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179]
SMsplice 3SS: [11067]
top_k =  100
Partition function (log Z): -4.094521530527534

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9975085968339322
Position 5890: 0.46694152598132843
Position 104: 0.13757635090377462
Position 100: 0.10686208544081369
Position 198: 0.07155691886813653
Position 6779: 0.02665920688491147
Position 151: 0.026355250003699468
Position 1602: 0.025019944087567164
Position 6538: 0.014277798470331518
Position 189: 0.011801041701601827
Position 6534: 0.004556089741778402
Position 6: 0.004231011858389364
Position 1969: 0.0027107188736347656
Position 6858: 0.0022370409942306427
Position 6132: 0.0020636070927370085
Position 380: 0.0009610580693584102
Position 1850: 0.00036453663248494554
Position 284: 0.0002357022761189527
Position 67: 0.00019217908833103826
Position 148: 8.871412621100742e-05
Position 1791: 7.203599200917064e-06
Position 1091: 2.8210972031087164e-06
Position 2029: 1.3142357627304925e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11067: 0.9990257614408934
Position 5835: 0.4797865501101278
Position 250: 0.18283064154009754
Position 449: 0.09760438446444097
Position 1053: 0.0347395812176899
Position 1427: 0.024515722743579604
Position 6273: 0.01968944433026277
Position 418: 0.015931215523970418
Position 5799: 0.014479147077237912
Position 284: 0.008031160684697503
Position 1107: 0.005103660360981189
Position 423: 0.005074156753032254
Position 297: 0.0032818255346466845
Position 6154: 0.0029485624725740533
Position 185: 0.002169587508413942
Position 70: 0.001976067303326263
Position 1910: 0.0014131099837612609
Position 1715: 0.0008655800526165667
Position 1515: 0.0008492547645016264
Position 10110: 0.0005893911362500383
Position 664: 0.0005802833956833591
Position 1380: 0.00045549664355995083
Position 7686: 0.00021079974512680613
Position 732: 2.169397745456389e-05
Position 729: 7.048957400999118e-06
Position 67: 7.010379678075284e-06
Position 565: 4.400894991568753e-06
Position 508: 3.7431082704212777e-06
Position 460: 3.138399320529931e-06
Position 6322: 2.3337181325017856e-06
Position 5946: 2.2939388312928363e-06
Position 213: 2.130263475265308e-06
Position 1324: 1.3050164382884578e-06
Position 1388: 8.73900802081838e-07
Position 1435: 4.428906281879975e-07
Position 1364: 3.5874710544202117e-07
Position 1531: 3.1226989430809253e-07
Position 1300: 3.0453472284035263e-07
Position 1563: 2.515257093264711e-07
Position 2586: 1.3663723027052678e-07
Position 2104: 1.2873474548249177e-07
Position 2711: 3.5146277137095176e-08
Position 2756: 3.33699018352554e-08
Position 1914: 3.059428335122265e-08
Position 2452: 2.3975368077903284e-08
