Gene = Tg
index = 1557
Annotated 5SS: [  479 15079]
Annotated 3SS: [13111 15142]
SMsplice 5SS: [  479 15079]
SMsplice 3SS: [13111 15142]
top_k =  100
Partition function (log Z): -4.0454843531015605

Sorted 5' Splice Sites (High to Low Probability):
Position 15079: 0.9988746912407058
Position 479: 0.9962298769104088
Position 1699: 0.22275537309354426
Position 15356: 0.08377765539952144
Position 7932: 0.07996987550576404
Position 9815: 0.029475828676622372
Position 8184: 0.02919505547139056
Position 239: 0.025121996230941416
Position 319: 0.004250266471094009
Position 268: 0.0027572228224396994
Position 15380: 0.002245329986032544
Position 15408: 0.0017390990391061298
Position 15387: 0.001098073092453295
Position 286: 0.0010198776033989267
Position 15390: 0.0004349870017054675
Position 15398: 0.0004222275510036065
Position 775: 0.00023255109306320228
Position 143: 4.403063647041038e-05
Position 323: 3.5705625890983895e-05
Position 165: 2.6048171845285484e-05
Position 170: 2.469716502594051e-05
Position 65: 1.0404967905825991e-05
Position 197: 9.496812588614513e-06
Position 119: 7.778778614632098e-06
Position 178: 4.941365423570669e-06
Position 321: 3.4285416636311847e-06
Position 326: 2.419784929446531e-06
Position 4493: 6.181887240792611e-10
Position 3024: 2.433365634662441e-10
Position 1456: 1.0405426151474295e-11
Position 1047: 1.5076528732734955e-12
Position 750: 3.336794038520082e-13
Position 16: 6.4714215587437866e-15
Position 540: 2.570786934855085e-15
Position 483: 2.2514011370608325e-15
Position 548: 1.5260189267472164e-15
Position 619: 4.658575237808754e-16
Position 656: 4.65208181471181e-16
Position 422: 6.060262027421462e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 13111: 0.9992904260326053
Position 15142: 0.9940031631213587
Position 7656: 0.09328019333047063
Position 15460: 0.08971737206982251
Position 1548: 0.05950974929755265
Position 773: 0.044947555211416926
Position 9637: 0.029475828676622372
Position 846: 0.02910217756079572
Position 708: 0.025886798619573118
Position 369: 0.017802659880274952
Position 814: 0.015004787477920136
Position 1615: 0.014180520425468347
Position 326: 0.011978083100192431
Position 555: 0.010672477388925098
Position 7814: 0.009163134484401007
Position 7687: 0.006721830901450933
Position 1476: 0.006566826299226294
Position 1443: 0.006500465305531428
Position 15158: 0.005580668886486776
Position 1569: 0.0019401396536019321
Position 1355: 0.0018012335863084317
Position 1427: 0.0017489620029424616
Position 1532: 0.001620056087604139
Position 988: 0.001128474096256862
Position 605: 0.001115216632542959
Position 1150: 0.0010299338267728898
Position 8749: 1.7566505229505173e-07
Position 6818: 1.5339114646940435e-08
Position 6215: 8.81681510944333e-09
Position 4418: 2.352573981170978e-09
Position 2681: 2.3084749710587453e-09
Position 4563: 6.181887240792593e-10
Position 1984: 2.7222955607217433e-10
Position 3086: 2.433365634662437e-10
Position 4324: 1.1579093953627777e-10
Position 2145: 1.1316906959759757e-10
Position 2540: 5.7722017579137087e-11
Position 1761: 2.3411608204142305e-11
Position 616: 6.331451626498703e-12
Position 656: 5.492273607998095e-12
Position 566: 4.9089767964638995e-12
Position 1226: 3.048856716248635e-12
Position 1054: 2.8587093312885017e-12
Position 859: 2.4426243546656044e-12
Position 959: 2.410266065031874e-12
Position 300: 1.3712579127025389e-12
Position 280: 8.769450630495397e-13
Position 992: 3.674215790505339e-13
Position 635: 3.3361922336367726e-13
Position 1175: 2.395375846065944e-13
Position 290: 2.2190858221460205e-13
Position 176: 1.243031134366698e-13
Position 286: 1.166404720959603e-13
Position 399: 9.611606588209965e-14
Position 384: 2.84372362696158e-14
Position 337: 2.554370234719557e-14
Position 665: 2.2081002413348932e-14
Position 119: 1.1191805228613795e-14
Position 197: 4.362143011688138e-15
Position 466: 6.869087159306659e-16
Position 181: 6.740918209589549e-16
Position 259: 1.1709540915220234e-16
Position 143: 7.360852560678632e-17
