Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  100
Partition function (log Z): 7.476915535316405

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9996265134970295
Position 1052: 0.9981099089326205
Position 203: 0.9610790498504944
Position 1580: 0.07115581897930355
Position 496: 0.04692167147539732
Position 1447: 0.021608662355377138
Position 1323: 0.010126061579495154
Position 502: 0.008886002948532415
Position 426: 0.008288717313444324
Position 1596: 0.0068039029317920816
Position 440: 0.0028996644310191264
Position 1348: 0.0018947756611993438
Position 253: 0.0008934310255785966
Position 210: 0.00038581056375664287
Position 529: 0.00023557926162738838
Position 8: 0.0002317076144795065
Position 52: 0.00021337862509792843
Position 241: 0.00020835805034923117
Position 1403: 0.00020762631207517693
Position 270: 0.00019029623110156205
Position 272: 0.00014560714531158822
Position 239: 0.00014255208305172327
Position 46: 0.00011224545595542979
Position 77: 0.0001028190338031467
Position 797: 5.697751702347871e-05
Position 314: 2.735708212794986e-05
Position 4: 2.3020128504845247e-05
Position 1375: 1.5472635259154935e-05
Position 467: 8.501561251457023e-06
Position 173: 7.998549961215112e-06
Position 746: 4.6039872143037865e-06
Position 1062: 4.206704543083932e-06
Position 957: 1.2082459934187443e-06
Position 1056: 5.137958689060794e-07
Position 966: 3.2015104502050873e-07
Position 88: 2.494697594895227e-07
Position 941: 1.1707701493737832e-07
Position 106: 8.296140006394e-08
Position 96: 1.9950823154726963e-08
Position 971: 3.286628370739692e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.994958650026239
Position 656: 0.9919015745070618
Position 1105: 0.8966501422104183
Position 1645: 0.08142780292782502
Position 1124: 0.07056261691269476
Position 1514: 0.03998933472467876
Position 363: 0.03262270727995865
Position 1128: 0.008874005210390702
Position 1109: 0.004905645358715622
Position 678: 0.0030497509361438195
Position 913: 0.0029428617803681162
Position 1420: 0.002486465263383717
Position 1384: 0.002060206201767228
Position 1444: 0.001821365012914966
Position 910: 0.000915589598809155
Position 306: 0.0006678039411955159
Position 865: 0.0005424750237534412
Position 268: 0.000540628991425451
Position 412: 0.0004882660042868285
Position 585: 0.0004089791550351453
Position 1159: 0.000365540086111875
Position 934: 0.0003450504179104338
Position 1755: 0.000271181234929594
Position 1780: 0.0002587290726125684
Position 477: 0.0002547245683228025
Position 1365: 0.000253743860237368
Position 593: 0.00023000520426286628
Position 293: 0.00022551789004840258
Position 696: 0.00021467968930231307
Position 88: 0.00011811122588918364
Position 101: 0.00010876278169899853
Position 527: 3.080928666008096e-05
Position 119: 2.135273068088525e-05
Position 94: 2.0968936681166986e-05
Position 311: 1.7824441786669677e-05
Position 435: 1.7634875091117375e-05
Position 106: 1.506432026116896e-05
Position 136: 1.4217660807859166e-05
Position 746: 1.0223295761212364e-05
Position 157: 4.012115121342002e-06
Position 1009: 2.8415928545183458e-06
Position 446: 1.4432214189569899e-06
Position 931: 1.2303176227333097e-06
Position 1244: 2.1829839146900254e-07
Position 1042: 5.6270772175332864e-08
