Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  100
Partition function (log Z): 16.857090525759535

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9994193215683992
Position 358: 0.9977684013011296
Position 4495: 0.995376077560715
Position 3215: 0.9939121102988683
Position 1001: 0.9744152760374652
Position 2018: 0.9057599866143655
Position 1213: 0.8930642769969571
Position 1355: 0.05242117534831543
Position 1418: 0.04836694659033529
Position 1576: 0.04689135524126982
Position 70: 0.024409829334778355
Position 3476: 0.016933537869066234
Position 1006: 0.016139702974526295
Position 778: 0.01096431510262267
Position 2022: 0.009602751783002019
Position 1357: 0.00887112728000596
Position 4667: 0.005485770712201217
Position 2294: 0.004925878901067326
Position 897: 0.004623277455587939
Position 759: 0.004147254294086994
Position 4835: 0.003920340045763874
Position 4843: 0.003754280087213364
Position 3196: 0.0029017531000433035
Position 74: 0.0026259117519750637
Position 786: 0.002512022709374406
Position 273: 0.0021134704650633772
Position 1201: 0.0018452000979021757
Position 3872: 0.0013510255371807598
Position 3493: 0.0013087450577439186
Position 918: 0.001209026350882198
Position 3178: 0.0011212691819302003
Position 1220: 0.0006196617092490834
Position 4951: 0.0004191041493395114
Position 60: 0.00023246948130311183
Position 362: 0.0002071178773074475
Position 94: 0.00020004981554368168
Position 32: 0.0001879140264863552
Position 3166: 0.00018095095549854352
Position 379: 0.00015574711530715895
Position 757: 0.00015138493402275387
Position 4499: 0.00014107281294998205
Position 96: 0.00012589552297668577
Position 37: 0.0001205968130236081
Position 843: 9.349640573312322e-05
Position 644: 8.942205435029661e-05
Position 4700: 6.452244427976812e-05
Position 884: 5.1348573960799126e-05
Position 323: 2.2105528579584087e-05
Position 546: 1.2761325424083626e-05
Position 566: 1.110917343021023e-05
Position 1361: 9.689328919613466e-06
Position 173: 7.2675369674683764e-06
Position 1157: 7.014761533506295e-06
Position 275: 6.53202119346221e-06
Position 72: 4.074222970211341e-06
Position 277: 2.623141431254072e-06
Position 117: 2.380822753928789e-06
Position 2540: 1.7030938380484657e-06
Position 144: 1.6510809833794488e-06
Position 2327: 1.4142023324606738e-06
Position 1529: 1.2390204879343722e-06
Position 2162: 6.075229392390555e-07
Position 2397: 5.969738813105252e-07
Position 4653: 3.4772610992217877e-07
Position 4225: 1.1136741116731847e-07
Position 4417: 4.844643237656829e-08
Position 3617: 2.1159788277068888e-10
Position 309: 8.0174264933524e-12
Position 187: 7.977261981103518e-12
Position 137: 2.8604377841963325e-12
Position 161: 2.7686594432437747e-12
Position 207: 2.0957849557097202e-12
Position 128: 8.387259349804008e-13
Position 146: 5.498107558597812e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9970839000267446
Position 1056: 0.9959453877253645
Position 4552: 0.995195494503174
Position 423: 0.9925108475806553
Position 3271: 0.9906167760718593
Position 2074: 0.9828976167944069
Position 1266: 0.7170035354850328
Position 1698: 0.10068214000250347
Position 1417: 0.09122168655617018
Position 1273: 0.04525024969016538
Position 155: 0.024560657258053994
Position 834: 0.019268061677241686
Position 1279: 0.013960818771027181
Position 1658: 0.011781296241148317
Position 3766: 0.010644784718100668
Position 3694: 0.007565792083013364
Position 3283: 0.006710502629888784
Position 5021: 0.0043011265985661
Position 2908: 0.00389125109288055
Position 435: 0.003556428586889501
Position 5037: 0.0027729040518488343
Position 4104: 0.0024886910649650857
Position 2749: 0.0024126339758482164
Position 2353: 0.002331336016955693
Position 4903: 0.0020769642211305637
Position 4726: 0.0018974842530700257
Position 258: 0.0017274926291940618
Position 4732: 0.0016803278301727523
Position 323: 0.001407317032708828
Position 495: 0.0011775641507710155
Position 161: 0.0009203940254260875
Position 426: 0.0008410628111220849
Position 347: 0.0007301765826931922
Position 878: 0.0005755224815740135
Position 4916: 0.00048544806985022703
Position 1073: 0.0004452276018602844
Position 4887: 0.0004015839539395759
Position 320: 0.00037985446017329807
Position 1085: 0.00035649954709595657
Position 3671: 0.00028057134809722094
Position 1451: 0.0002722227850255556
Position 4736: 0.00019403340336560345
Position 4619: 0.0001453900148632019
Position 5099: 0.00011837687556325312
Position 273: 0.00011544663304794325
Position 937: 8.570923491897448e-05
Position 627: 6.519942693576473e-05
Position 634: 5.744528877823517e-05
Position 896: 3.685403626639155e-05
Position 704: 3.6198247938035935e-05
Position 187: 1.5599664708100706e-05
Position 384: 1.555900689336027e-05
Position 884: 1.5556931330275095e-05
Position 503: 1.4908449439015229e-05
Position 1062: 1.4294696800559895e-05
Position 917: 1.4114616980340642e-05
Position 695: 1.3335205446728506e-05
Position 965: 1.2265947732344324e-05
Position 225: 6.922231930617357e-06
Position 1131: 6.134950965957224e-06
Position 515: 1.576462344713805e-06
Position 527: 4.983793981643273e-07
Position 512: 3.9718344061391e-07
