Gene = eIF3l
index = 1686
Annotated 5SS: [ 142 1326 2353]
Annotated 3SS: [ 846 1379 2411]
SMsplice 5SS: [ 142 1326 2353]
SMsplice 3SS: [ 846 1379 2411]
top_k =  100
Partition function (log Z): 0.11186980568942562

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.9892493993148537
Position 1326: 0.9711496425037783
Position 142: 0.7424097872512592
Position 405: 0.184877449527829
Position 416: 0.02089053429399265
Position 585: 0.0171261003695364
Position 484: 0.014322077177889267
Position 704: 0.01001478359706984
Position 942: 0.009058259195736123
Position 402: 0.007698783456469768
Position 566: 0.006224872369844364
Position 424: 0.003855613899096779
Position 1529: 0.0036045275631792326
Position 687: 0.003537811692365417
Position 284: 0.0032281478961140365
Position 1290: 0.0027035546715117966
Position 1075: 0.002370916666824659
Position 937: 0.0016875107356418993
Position 1657: 0.001568427943283667
Position 631: 0.0013143995971361781
Position 1553: 0.001278791162383333
Position 1005: 0.0012083638654977363
Position 987: 0.0011518218209455194
Position 306: 0.0011515379727997448
Position 694: 0.0010517615934640605
Position 375: 0.0008214495047565523
Position 439: 0.0007688837945030273
Position 553: 0.0007398254705432453
Position 1278: 0.0006842433193453527
Position 111: 0.0006495851475308222
Position 422: 0.0006025518517468618
Position 1282: 0.0005383209369679427
Position 1102: 0.00047689073642058374
Position 1296: 0.0004392970686295244
Position 2340: 0.00034457131490118646
Position 2471: 0.000311920789937975
Position 288: 0.00028419090857024386
Position 1087: 0.00028138416991904176
Position 2487: 0.00018646648367459884
Position 1272: 0.0001439805319106709
Position 2134: 0.00010360757387637914
Position 1945: 1.4998926907065814e-05
Position 2491: 7.631890967512215e-06
Position 1128: 4.792232479261442e-07
Position 897: 4.6026568295555463e-07
Position 1170: 3.9771643537171446e-07
Position 327: 3.2272703158984495e-07
Position 146: 2.8976338738147995e-07
Position 220: 2.8383449478562763e-07
Position 77: 2.294422093143588e-07
Position 116: 1.5104896755261108e-07
Position 64: 1.3074946434886464e-07
Position 290: 7.50615542755944e-08
Position 266: 5.630865464470099e-08
Position 378: 2.3895771140894267e-08
Position 1422: 7.669376213784475e-09
Position 1634: 6.251631989553963e-09
Position 1125: 2.8748739109081293e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.9893153697513077
Position 1379: 0.9851556035588979
Position 846: 0.9548569512829147
Position 523: 0.03371386509051809
Position 480: 0.022540762782176958
Position 1026: 0.007909408758957757
Position 535: 0.002735134624648531
Position 1812: 0.002721477857241457
Position 1920: 0.002546786523261996
Position 765: 0.0021657710270584734
Position 284: 0.0017939054626098603
Position 263: 0.0012029486109944808
Position 1581: 0.0010817717672876957
Position 295: 0.0006228341449404413
Position 305: 0.0004944591515900088
Position 2448: 0.0004836023083759975
Position 2531: 0.0003443235127222567
Position 378: 0.00025801057109985966
Position 2547: 0.00014931092528390016
Position 2459: 3.290807934576162e-05
Position 2641: 1.2384726573929262e-05
