Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  100
Partition function (log Z): 26.434800968452986

Sorted 5' Splice Sites (High to Low Probability):
Position 3984: 0.9932530742536674
Position 1761: 0.9922495786693146
Position 3649: 0.9912461337979128
Position 2929: 0.9759533615714323
Position 838: 0.9590639425050863
Position 5806: 0.9088380255672679
Position 6007: 0.7138614178048917
Position 3160: 0.6908987830138996
Position 1143: 0.6262128815819306
Position 1052: 0.42659803848927724
Position 5464: 0.2401732934430036
Position 4746: 0.14423450956010234
Position 30: 0.09196013552488945
Position 6391: 0.058827059884723226
Position 6030: 0.049600312567006484
Position 6387: 0.03505892428992165
Position 4187: 0.03497791377940652
Position 833: 0.029493897161566997
Position 304: 0.02620656208731736
Position 2933: 0.023902352986669463
Position 1147: 0.020042460689210444
Position 6384: 0.017592730906785998
Position 731: 0.010758833128083662
Position 1342: 0.010489241702667936
Position 4331: 0.010190106468114371
Position 3421: 0.009683218685753305
Position 517: 0.009403468849559995
Position 6184: 0.009272290772857744
Position 354: 0.00888837655994705
Position 1168: 0.00812331533389374
Position 105: 0.006770467129893936
Position 4566: 0.006546461480151869
Position 1817: 0.005432481240652403
Position 158: 0.003799107078428725
Position 181: 0.003468965616895767
Position 190: 0.002980830579779333
Position 554: 0.0028469372288597535
Position 1309: 0.00283548022436015
Position 2734: 0.0027832116751091963
Position 5760: 0.0022348807226147465
Position 156: 0.0013311397957032208
Position 449: 0.001076627165538188
Position 4014: 0.0008625793648382069
Position 1483: 0.0008053092601701465
Position 1929: 0.0005658361790846576
Position 2511: 0.0005259954032305622
Position 281: 0.000370413026292747
Position 4570: 0.00032543625354285296
Position 3425: 0.0003188282969202014
Position 4568: 0.0002939694291865623
Position 167: 0.00021697195051182885
Position 3454: 0.00018504086158244358
Position 184: 0.00012732810756690171
Position 1767: 9.239969849238028e-05
Position 736: 8.115423649807618e-05
Position 2904: 6.714927744796792e-05
Position 1752: 5.614923579515864e-05
Position 3587: 3.067795216254007e-05
Position 6018: 1.562957464675683e-05
Position 1044: 1.4465471130826403e-05
Position 4154: 1.4292145882765952e-05
Position 2221: 9.283253957129437e-06
Position 2717: 7.536542057528707e-06
Position 2212: 4.8028732190991144e-06
Position 3039: 2.0244344797259274e-06
Position 3065: 1.229979416866356e-06
Position 188: 1.1948988633361092e-06
Position 268: 1.0511117169953782e-06
Position 1080: 5.433620589197535e-07
Position 169: 5.105292803635402e-07
Position 2127: 4.829324787623894e-07
Position 2423: 4.220485379031166e-07
Position 75: 3.737670684492977e-07
Position 3204: 3.58517062215296e-07
Position 3216: 3.43783626877448e-07
Position 7: 3.0638262519688705e-07
Position 10: 6.210349381208685e-08
Position 2539: 1.857271191580477e-12
Position 2196: 7.892496169893714e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2990: 0.9973004031355952
Position 3926: 0.9921332098011013
Position 2045: 0.9897405650134066
Position 912: 0.9649478438778823
Position 1232: 0.8783775067033378
Position 5666: 0.8597898645258761
Position 3263: 0.540146312350561
Position 6533: 0.4945786925535614
Position 5877: 0.44770492481091234
Position 6069: 0.41564929495412056
Position 5880: 0.40957848756584986
Position 5641: 0.13243936724995997
Position 4685: 0.1299899724476726
Position 3228: 0.10935417050462631
Position 1563: 0.08761771893732673
Position 1111: 0.08497346417639962
Position 4387: 0.07353431150987313
Position 721: 0.07263884774703176
Position 5262: 0.07192814348170301
Position 375: 0.055876832561177106
Position 5075: 0.05263757621368921
Position 4072: 0.035657363752721945
Position 936: 0.0298950019610214
Position 4523: 0.02876104070362472
Position 3290: 0.02712990276527282
Position 4206: 0.01875072994111084
Position 4184: 0.016789190876892096
Position 1192: 0.01634689478716844
Position 6707: 0.012305270527663309
Position 1119: 0.010774082299060905
Position 6567: 0.009174716410435033
Position 703: 0.008312289104625512
Position 3233: 0.008019628109587543
Position 5612: 0.007770768224160518
Position 784: 0.006770373214964525
Position 6071: 0.006097553340150645
Position 75: 0.005362501876041704
Position 1404: 0.005236214528486514
Position 606: 0.004872922000320537
Position 3543: 0.004753681301543071
Position 2079: 0.004667943342418783
Position 3820: 0.003884769790945744
Position 2053: 0.003717161674640575
Position 3777: 0.003344838179761614
Position 1566: 0.0031957430396281844
Position 1407: 0.003104618228777035
Position 1160: 0.0027869028646400253
Position 2798: 0.002762639407660331
Position 2996: 0.002627314169664159
Position 3287: 0.002591401106003489
Position 4154: 0.0022253298266847604
Position 407: 0.001812437445232154
Position 954: 0.0015985936695164474
Position 803: 0.0014613434799495475
Position 255: 0.0014458227253339331
Position 1985: 0.0012946726321861216
Position 86: 0.0009765769209185127
Position 358: 0.000857657716774696
Position 749: 0.0007700722124766552
Position 1841: 0.0007280665618362561
Position 1806: 0.0006446358615033529
Position 2633: 0.000514272835445215
Position 3898: 0.00040208803403801247
Position 3237: 0.00039422067691474504
Position 644: 0.00033380169983488215
Position 4712: 0.0002828046523131973
Position 184: 0.0002715721361021413
Position 211: 0.00027002941592019203
Position 1803: 0.000263216410715122
Position 951: 0.0002569736299305901
Position 4120: 0.000241550093226229
Position 5897: 0.00021233192802341683
Position 1095: 0.00015106662636638058
