Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  100
Partition function (log Z): 5.2258886969608795

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9999956795299506
Position 678: 0.9988577099018088
Position 4165: 0.9900527374455272
Position 6628: 0.987013873528315
Position 3864: 0.9565054698596429
Position 4530: 0.6760448509983168
Position 5839: 0.26351325313653073
Position 7088: 0.2401739016308367
Position 3049: 0.05826782207727762
Position 4496: 0.056831345801779946
Position 4719: 0.04915574283493432
Position 3148: 0.03895171688599216
Position 5949: 0.029012965610077473
Position 7769: 0.023000418487781317
Position 1951: 0.013201218540159976
Position 2813: 0.012755410263854546
Position 7276: 0.011499845803004654
Position 4174: 0.009185047722813115
Position 4954: 0.006999766006760526
Position 2058: 0.006824708474967245
Position 6961: 0.006160801091958843
Position 5503: 0.005251435598213268
Position 3792: 0.004633542014759787
Position 7180: 0.0034629659551248144
Position 7654: 0.003099202901226701
Position 4929: 0.001712684690781391
Position 4534: 0.0014534452578480528
Position 4003: 0.0012409517122991076
Position 2679: 0.0011831318496512816
Position 586: 0.000753770558983426
Position 1784: 0.0007016710901697726
Position 2784: 0.0006235112577561636
Position 2712: 0.000537866775335198
Position 4291: 0.00045988855869918353
Position 4169: 0.0003054099737632599
Position 440: 0.00027523538329897744
Position 6589: 0.00024225202043278135
Position 557: 9.876897916118799e-05
Position 6534: 6.833313119965429e-05
Position 6531: 5.586768555355856e-05
Position 687: 5.468843385923379e-05
Position 2848: 3.5641669866192436e-05
Position 594: 2.952038929175521e-05
Position 485: 2.028630271051595e-05
Position 4300: 1.9466020130799683e-05
Position 4262: 1.844813838362713e-05
Position 569: 1.2353105845347859e-05
Position 32: 5.925282374272117e-06
Position 1284: 5.586388684081781e-06
Position 862: 4.9339462388864315e-06
Position 1697: 3.834127724937823e-06
Position 831: 2.5069295542214224e-06
Position 27: 2.4760442754865017e-06
Position 263: 1.1427700579683344e-06
Position 193: 1.1051070173072345e-06
Position 277: 9.549324194072625e-07
Position 561: 7.84515726945843e-07
Position 943: 3.9168796441463974e-07
Position 67: 2.8502700499676094e-07
Position 1695: 2.728510323969052e-07
Position 252: 2.2209790302800002e-07
Position 853: 1.6730596451554452e-07
Position 472: 1.616166814620393e-07
Position 1642: 3.876496046249845e-08
Position 1609: 1.5928811901200887e-09
Position 1594: 1.3036675623911066e-09
Position 967: 9.119790637248831e-10
Position 582: 3.840387738496767e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3932: 0.9965680196399584
Position 1748: 0.9945538821261362
Position 4227: 0.9871004828638879
Position 6342: 0.9760988562301642
Position 748: 0.9631217475349775
Position 6690: 0.9581799184740954
Position 8012: 0.10777393324895525
Position 3119: 0.06043556211574749
Position 7940: 0.04294617993845465
Position 7889: 0.02659450296128686
Position 7329: 0.026548317808008502
Position 789: 0.022538453465979314
Position 8397: 0.021824141015252072
Position 4792: 0.0218202172311701
Position 4595: 0.02076418719609543
Position 7910: 0.017934733270373232
Position 6752: 0.016999169652601683
Position 5284: 0.016625119024124745
Position 3489: 0.014836749466486698
Position 7301: 0.014820189394940904
Position 2990: 0.014199146889375031
Position 6168: 0.011545280474015021
Position 3224: 0.011381430900265731
Position 5468: 0.009300163087722869
Position 5568: 0.009161266772965998
Position 8238: 0.009147204934930344
