Gene = PIG-U
index = 1358
Annotated 5SS: [ 187  872 1206]
Annotated 3SS: [ 246  933 1265]
SMsplice 5SS: [ 187  872 1206]
SMsplice 3SS: [ 246  933 1265]
top_k =  100
Partition function (log Z): 4.273186979156482

Sorted 5' Splice Sites (High to Low Probability):
Position 1206: 0.996888781085503
Position 872: 0.9912759620834684
Position 187: 0.9860203178291865
Position 476: 0.05042747047580723
Position 303: 0.0371752786743686
Position 603: 0.020147255444068826
Position 1516: 0.008173709615758607
Position 191: 0.00441157144062284
Position 645: 0.0034135277968721555
Position 1449: 0.0018653889171636022
Position 540: 0.0014394226825885394
Position 573: 0.0014300480906409019
Position 865: 0.0008285872743941564
Position 503: 0.0005710592881599525
Position 1068: 0.00039826956057820287
Position 546: 0.0002779604952977484
Position 200: 0.0002149966807049103
Position 344: 0.0002086555201746344
Position 792: 0.0001921956602638638
Position 860: 0.0001313192566675434
Position 1106: 0.00013030497342147153
Position 756: 0.00010676938055712079
Position 901: 6.735523559335141e-05
Position 1210: 5.936432129077462e-05
Position 976: 5.763680125429346e-05
Position 1197: 5.134712889517073e-05
Position 1046: 4.521719421817661e-05
Position 1535: 3.555855198835842e-05
Position 766: 2.6353704751002094e-05
Position 1562: 2.4889315537518763e-05
Position 714: 2.0878921223647054e-05
Position 1470: 2.035945497793514e-05
Position 1508: 1.4410333832820663e-05
Position 223: 1.235650183115351e-06
Position 150: 1.1279396524492308e-06
Position 155: 7.877419147634692e-07
Position 99: 2.945435208435979e-07
Position 1339: 2.3777282482724495e-07
Position 1138: 1.3623944865656125e-07
Position 25: 8.619473273670351e-08
Position 1286: 7.697139960464137e-08
Position 274: 2.7369310184089348e-08
Position 424: 1.632433826086685e-08
Position 362: 1.1581767140631422e-08
Position 68: 9.86971195467624e-09
Position 234: 9.132662997261516e-09
Position 1186: 4.278922720171899e-09
Position 994: 3.543218476758983e-09
Position 905: 2.1407313545655745e-09
Position 115: 1.1208585728608631e-09
Position 1252: 1.091891834029731e-09
Position 29: 1.0827978141258867e-09
Position 738: 8.169843754230835e-10
Position 1157: 4.3349759258058406e-13
Position 1112: 4.450476703764266e-14
Position 246: 8.605248864273422e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1265: 0.996770290213464
Position 933: 0.9801408288855896
Position 246: 0.8724509858483064
Position 723: 0.12131908801852369
Position 362: 0.03857060354669864
Position 272: 0.03474553040919994
Position 675: 0.023616323004031613
Position 955: 0.013951195670848184
Position 700: 0.007108543244528401
Position 1567: 0.006335219628212042
Position 562: 0.0044954621548115355
Position 1635: 0.001687484032415979
Position 760: 0.0009495496733348759
Position 1593: 0.0007481496832417265
Position 1134: 0.0006970085794164089
Position 1529: 0.0006395961611505214
Position 1573: 0.0006170590502066165
Position 650: 0.0006047255175802756
Position 1408: 0.0003056820421566046
Position 328: 0.00020726264406124118
Position 1352: 7.90548166491038e-05
Position 1535: 4.6256129052368176e-05
Position 1516: 4.2347125694793705e-05
Position 1520: 2.4298775736503174e-05
Position 252: 3.6014509753575947e-06
Position 440: 9.029640486044773e-08
Position 234: 4.076965205282077e-08
Position 254: 1.1404441431155509e-08
Position 214: 4.6193571025767424e-09
Position 223: 1.2014412387541937e-09
